GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,fire_stations_count,igtn_prob_test_maximum,n10_landslide_susc_maximum,onsite_sewage_disposal_count,police_stations_count,slrxa_3pt2ft_acres,staterf_inann_mean,wastewater_plants_count
1500000US150030097042,9.0,1,1,1,0.990000009537,81.0,26,1,4.85017877569,22.4269919857,1
1500000US150030099052,10.0,1,1,1,0.920000016689,15.0,249,1,18.2415178732,30.9325632731,1
1500000US150030019063,12.0,1,1,1,0.449999988079,0.0,1,1,4.9085511965,26.6997013092,1
1500000US150030019062,10.0,1,1,1,,0.0,1,1,1.85932383207,,1
1500000US150030018042,7.0,1,1,1,0.289999991655,0.0,2,1,0.434134500885,25.0393943787,1
1500000US150030098033,4.0,1,1,1,0.879999995232,0.0,4,1,0.946152694791,25.0317306519,1
1500000US150030038014,10.0,1,1,1,0.239999994636,0.0,2,1,4.15645897422,25.7210245132,1
1500000US150030038013,8.0,1,1,1,0.77999997139,51.0,4,1,2.82418569382,24.1704788208,1
1500000US150030096101,9.0,1,1,1,0.939999997616,5.0,5,1,17.8400790516,21.965007782,1
1500000US150030071002,15.0,1,0,1,0.939999997616,14.0,1,1,1.93633650649,24.0447624207,1
1500000US150030096103,10.0,1,1,1,0.930000007153,29.0,1,1,75.0594184929,22.5482224782,1
1500000US150030096102,9.0,1,1,1,0.959999978542,49.0,1,1,15.6191983184,22.8342564106,1
1500000US150030101021,9.0,1,1,1,0.860000014305,81.0,365,1,52.1474616512,56.0300248274,4
1500000US150030099053,9.0,1,1,1,0.939999997616,0.0,403,1,81.6326490214,31.231289909,1
1500000US150030084181,6.0,1,0,1,0.920000016689,0.0,1,1,7.85097945268,21.4153900146,1
1500000US150039818011,9.0,1,0,1,0.730000019073,2.0,1,1,3.53244056558,35.8093955517,1
1500000US150039818031,11.0,1,1,1,0.879999995232,31.0,1,1,459.768954317,37.2570055402,1
1500000US150030069003,7.0,1,1,1,0.930000007153,53.0,1,1,,29.7752661705,1
1500000US150030087071,10.0,1,0,1,0.800000011921,0.0,1,1,,24.3843135834,1
1500000US150030041023,7.0,2,0,1,0.939999997616,0.0,6,1,,29.3808514277,1
1500000US150030001191,2.0,1,0,1,0.730000019073,63.0,4,1,,31.2377476692,1
1500000US150030037011,10.0,1,1,1,0.620000004768,0.0,1,1,1.94437286244,26.420042038,1
1500000US150030101011,8.0,1,1,1,0.839999973774,81.0,378,1,54.8818814762,47.6888390417,2
1500000US150030001142,8.0,1,1,1,0.819999992847,81.0,6,1,42.1447051647,26.6110314908,1
1500000US150030096104,8.0,1,0,1,0.939999997616,14.0,9,1,4.40431083125,22.0716691017,1
1500000US150030021011,11.0,1,1,1,0.490000009537,0.0,5,1,59.6464056604,26.9073326928,1
1500000US150030021012,5.0,1,1,1,,0.0,1,1,,,1
1500000US150030037031,8.0,1,1,1,0.920000016689,0.0,7,1,0.295675396465,26.716135025,1
1500000US150030037035,9.0,2,1,1,0.670000016689,0.0,8,1,15.3927767254,27.0823047638,1
1500000US150030036062,8.0,1,1,1,0.72000002861,0.0,1,1,0.152891804561,27.5706634521,1
1500000US150030022051,10.0,1,1,1,0.610000014305,0.0,2,1,9.42420842798,27.7403116226,1
1500000US150030022031,11.0,1,1,1,0.560000002384,0.0,1,1,23.8561392425,27.4402098656,1
1500000US150030101022,9.0,1,1,1,0.839999973774,81.0,206,1,64.4806529422,52.9549541219,1
1500000US150030102042,9.0,1,1,1,0.300000011921,81.0,340,1,39.4907771915,68.1067365011,1
1500000US150030002004,7.0,1,1,1,0.620000004768,81.0,23,1,0.321687762155,40.2642137628,1
1500000US150030096091,9.0,1,0,1,0.930000007153,81.0,106,1,8.90779066405,23.1346590447,1
1500000US150030025003,8.0,1,1,1,0.610000014305,0.0,1,1,0.674368357331,30.4961776733,1
1500000US150030025002,9.0,1,1,1,0.629999995232,0.0,5,1,7.32106371699,28.4809827805,1
1500000US150030024042,8.0,1,1,1,0.620000004768,0.0,2,1,0.826432582259,29.6232318878,1
1500000US150030024031,7.0,1,1,1,0.569999992847,0.0,1,1,,,1
1500000US150030024032,8.0,1,1,1,0.689999997616,0.0,1,1,0.476424241926,29.7653217316,1
1500000US150030016012,7.0,1,0,1,0.52999997139,0.0,1,1,0.0882540505869,25.5804347992,1
1500000US150030018032,6.0,1,1,1,0.419999986887,0.0,5,1,0.247522866914,26.0163021088,1
1500000US150030018034,9.0,1,1,1,,0.0,1,1,0.446463780294,,1
1500000US150030020051,11.0,1,1,1,0.540000021458,0.0,3,1,3.70855281353,26.9794998169,1
1500000US150030087042,13.0,1,1,1,0.930000007153,39.0,1,1,6.25374314043,23.4136412484,1
1500000US150030087051,14.0,1,1,1,0.949999988079,34.0,1,1,1.00135782416,22.8561344147,1
1500000US150030097071,6.0,1,0,1,0.97000002861,0.0,2,1,0.0796176454045,22.5389316559,1
1500000US150030026002,7.0,1,0,1,0.639999985695,33.0,3,1,,31.5930452347,1
1500000US150030037032,7.0,1,1,1,0.20000000298,0.0,3,1,0.682501228988,26.9556922913,1
1500000US150030002006,9.0,1,1,1,0.540000021458,9.0,1,1,7.98501524655,34.4678024292,1
1500000US150030019061,10.0,1,1,1,,0.0,1,1,1.51788636773,26.440158844,1
1500000US150030019071,11.0,1,1,1,0.620000004768,0.0,1,1,4.48360490638,,1
1500000US150030001211,7.0,1,1,1,0.790000021458,0.0,1,1,15.6840434079,30.685667038,1
1500000US150030001171,6.0,1,0,1,0.819999992847,81.0,8,1,0.477823660444,38.2191655295,1
1500000US150030001104,4.0,1,0,1,0.829999983311,81.0,19,1,0.0230051278588,28.1528706551,1
1500000US150030020042,10.0,1,1,1,0.319999992847,0.0,1,1,9.28063513487,,1
1500000US150030024013,8.0,1,1,1,0.569999992847,0.0,1,1,2.60796703937,,1
1500000US150030022062,10.0,1,1,1,0.379999995232,28.0,1,1,0.791240272036,28.5007476807,1
1500000US150030038024,7.0,1,0,1,0.759999990463,0.0,1,1,,,1
1500000US150030038023,7.0,1,0,1,,0.0,2,1,,,1
1500000US150030038011,8.0,1,1,1,0.810000002384,0.0,4,1,0.536340788922,26.654507637,1
1500000US150030038012,8.0,1,1,1,0.829999983311,0.0,11,1,6.59221504796,26.3317661285,1
1500000US150030056011,3.0,1,0,1,0.889999985695,0.0,3,1,,38.3948364258,1
1500000US150030059002,12.0,1,1,1,0.860000014305,0.0,1,1,2.26272310629,30.6952749888,1
1500000US150030022061,5.0,1,1,1,0.300000011921,0.0,1,1,,,1
1500000US150030037013,8.0,1,1,1,,0.0,1,1,0.743617084599,26.8228874207,1
1500000US150030021021,10.0,1,1,1,0.389999985695,5.0,1,1,2.10614656714,29.1231822968,1
1500000US150030037022,8.0,1,1,1,0.829999983311,0.0,1,1,0.793169128384,26.4930877686,1
1500000US150030037021,9.0,1,1,1,,0.0,1,1,0.497706201425,26.3286399841,1
1500000US150030019051,10.0,1,1,1,0.540000021458,0.0,1,1,3.76809319444,,1
1500000US150030105101,11.0,1,1,1,0.360000014305,28.0,1,1,8.8551751679,50.0745035807,1
1500000US150039802001,14.0,1,1,1,0.949999988079,0.0,149,1,159.843975891,23.7230936911,1
1500000US150030109033,6.0,1,1,1,0.839999973774,0.0,1,1,0.0311473387733,40.0722287496,1
1500000US150030023022,8.0,1,1,1,0.610000014305,0.0,2,1,2.33704993935,29.4541339874,1
1500000US150030023013,7.0,1,0,1,0.25,0.0,1,1,,28.9057807922,1
1500000US150039822001,14.0,1,1,1,0.939999997616,36.0,3,1,205.836575955,22.7868544215,1
1500000US150030096083,9.0,1,1,1,0.959999978542,81.0,7,1,36.2349522125,23.1472657111,1
1500000US150030114012,13.0,1,1,1,0.899999976158,0.0,1,1,26.507482463,24.3901671171,1
1500000US150030023012,6.0,1,0,1,0.230000004172,0.0,1,1,,29.9395189285,1
1500000US150030001083,9.0,1,1,1,0.579999983311,64.0,5,1,66.6943003071,33.2310496436,1
1500000US150030088022,8.0,1,1,1,0.740000009537,59.0,1,1,,23.7586448669,1
1500000US150030084072,2.0,1,0,1,0.75,0.0,5,1,,21.4741268158,1
1500000US150030087023,13.0,1,0,1,0.810000002384,0.0,1,1,,23.9665044149,1
1500000US150030087074,13.0,1,1,1,0.839999973774,0.0,1,1,1.04253137505,23.6100432078,1
1500000US150030073023,8.0,1,0,1,0.939999997616,0.0,1,1,,22.886453922,1
1500000US150030098042,6.0,1,1,1,0.930000007153,25.0,96,1,7.09931702929,24.7759116491,1
1500000US150030102031,11.0,1,1,1,0.319999992847,81.0,252,1,163.072852606,70.7775428109,3
1500000US150030105102,9.0,1,0,1,0.289999991655,38.0,1,1,0.823389027665,54.1622815132,1
1500000US150039400071,8.0,1,1,1,0.889999985695,81.0,5,1,12.2101115778,24.8468187877,1
1500000US150030099062,10.0,1,1,1,0.920000016689,81.0,159,1,238.487684563,39.2308626751,1
1500000US150030111063,4.0,1,1,1,0.920000016689,81.0,3,1,0.0146622113902,40.094726944,1
1500000US150030099061,9.0,1,1,1,0.879999995232,0.0,200,1,38.4240700337,31.9030773765,24
1500000US150030111041,12.0,1,1,1,0.850000023842,0.0,1,1,6.25902705075,36.1422446115,1
1500000US150030001153,9.0,1,0,1,0.560000002384,33.0,1,1,0.422206227775,38.211523056,1
1500000US150030112013,11.0,1,1,1,0.870000004768,81.0,1,1,17.9175851935,34.1806304932,1
1500000US150030056021,3.0,1,0,1,0.910000026226,0.0,1,1,0.00949699318729,38.6369781494,1
1500000US150030084182,10.0,1,1,1,0.920000016689,0.0,2,1,39.937285387,21.3900995255,1
1500000US150030067045,13.0,2,1,1,0.930000007153,81.0,1,1,0.620022225192,38.4135336876,1
1500000US150030102022,8.0,1,1,1,0.540000021458,81.0,208,1,11.4253131591,65.6933276618,1
1500000US150030019052,11.0,1,1,1,,0.0,4,1,5.41597306106,25.9729995728,1
1500000US150030097052,9.0,1,1,1,0.920000016689,81.0,10,1,27.085954294,21.7328883171,1
1500000US150030097072,10.0,1,1,1,0.949999988079,9.0,17,1,28.9109381369,22.4700937907,1
1500000US150030098031,3.0,1,1,1,0.879999995232,0.0,1,1,3.18072421293,23.3856658936,1
1500000US150030038015,10.0,1,1,1,0.899999976158,0.0,17,1,51.4765943753,24.7711034255,1
1500000US150039400031,10.0,1,1,1,0.930000007153,31.0,324,1,23.5329511982,34.8210298447,1
1500000US150030051002,10.0,1,1,1,0.870000004768,31.0,1,1,1.22178809213,32.6622829437,1
1500000US150030001193,9.0,1,1,1,0.819999992847,0.0,1,1,24.4029019971,32.4396591187,1
1500000US150030037012,10.0,1,1,1,,0.0,1,1,2.26040950217,,1
1500000US150030056012,10.0,1,0,1,0.649999976158,0.0,1,1,0.850999635914,36.7488365173,1
1500000US150030109052,4.0,1,0,1,0.829999983311,0.0,1,1,,38.6748956953,1
1500000US150030056022,9.0,1,0,1,0.910000026226,2.0,1,1,0.153878134921,,1
1500000US150030096105,10.0,1,0,1,0.939999997616,0.0,1,1,7.20928184704,22.2315357208,1
1500000US150030021013,5.0,1,1,1,0.52999997139,0.0,1,1,,28.1509590149,1
1500000US150030109044,2.0,1,0,1,0.850000023842,0.0,1,1,,39.7678794861,1
1500000US150030037023,8.0,1,1,1,0.579999983311,0.0,2,1,8.390675913,25.9088973999,1
1500000US150030037033,8.0,1,1,1,0.730000019073,0.0,1,1,4.09270458891,25.7637739182,1
1500000US150030022041,10.0,1,1,1,0.340000003576,0.0,1,1,1.82283951356,27.5849285126,1
1500000US150030111044,12.0,1,0,1,0.819999992847,32.0,1,1,41.8163504946,38.3071330677,1
1500000US150030101012,8.0,1,1,1,0.409999996424,81.0,265,1,4.04145022678,56.3193482486,1
1500000US150030001223,8.0,1,0,1,0.790000021458,81.0,1,1,,29.9263987108,1
1500000US150030096084,8.0,1,1,1,0.879999995232,50.0,35,1,1.49357812287,24.5253370603,1
1500000US150030109043,10.0,1,1,1,0.920000016689,0.0,1,1,8.84566417344,39.9819695609,1
1500000US150030002005,8.0,1,1,1,0.699999988079,81.0,10,1,1.00703472506,42.5390031603,1
1500000US150030019072,8.0,1,1,1,0.25,0.0,1,1,1.93658559555,26.1856021881,1
1500000US150030017001,2.0,1,1,1,0.629999995232,41.0,4,1,,23.545419693,1
1500000US150030001161,10.0,1,0,1,0.930000007153,81.0,4,1,2.96681172371,45.4796437158,1
1500000US150030001201,9.0,1,0,1,0.800000011921,39.0,1,1,0.689625176085,33.1492411296,1
1500000US150030024014,8.0,1,1,1,,0.0,1,1,1.51251142031,28.3796672821,1
1500000US150030038025,8.0,1,0,1,0.360000014305,0.0,4,1,0.174040425676,27.5598869324,1
1500000US150030038022,7.0,1,0,1,0.389999985695,0.0,2,1,0.0657597660198,27.2203464508,1
1500000US150030038021,9.0,1,1,1,0.550000011921,0.0,3,1,2.01511552436,26.9200630188,1
1500000US150030037014,11.0,1,1,1,0.439999997616,0.0,1,1,3.1368191809,27.2363529205,1
1500000US150030037024,8.0,1,1,1,0.209999993443,0.0,1,1,1.3527591186,,1
1500000US150030019073,8.0,1,1,1,,0.0,1,1,2.41943736252,,1
1500000US150039400041,10.0,1,1,1,0.939999997616,81.0,90,1,28.4175476636,35.0497567117,5
1500000US150030083014,11.0,1,1,1,0.930000007153,0.0,10,1,116.620167721,21.458001273,1
1500000US150030087052,13.0,1,1,1,0.889999985695,57.0,1,1,0.973251589122,23.3802636464,1
1500000US150030097074,10.0,1,1,1,0.959999978542,81.0,178,1,5.9606569195,34.4197433131,1
1500000US150030056023,11.0,1,0,1,0.939999997616,0.0,16,1,1.67948275432,35.3511726379,1
1500000US150030099051,9.0,1,1,1,0.899999976158,48.0,214,1,1.08830984138,32.1703165494,1
1500000US150039819001,14.0,1,1,1,0.97000002861,12.0,6,1,229.154272323,22.3979276616,1
1500000US150030016011,3.0,1,0,1,0.600000023842,0.0,1,1,,25.6162233353,1
1500000US150030024041,11.0,1,0,1,0.629999995232,0.0,2,1,1.36738044795,30.5530910492,1
1500000US150030037034,12.0,1,1,1,0.34999999404,11.0,2,1,82.1038729436,24.9289713639,1
1500000US150030083012,12.0,1,1,1,0.910000026226,0.0,1,1,57.8946711582,21.7170829773,1
1500000US150030087063,14.0,1,1,1,0.97000002861,37.0,4,1,42.1073611307,22.1698841858,1
1500000US150030110002,8.0,1,1,1,0.839999973774,81.0,20,1,1.1403469632,51.0355886203,1
1500000US150030107013,12.0,1,1,1,0.670000016689,79.0,7,1,17.6801535844,45.7503009209,1
1500000US150030021022,7.0,1,1,1,0.600000023842,8.0,4,1,0.580408330734,29.5005283356,1
1500000US150030036061,7.0,1,0,1,0.660000026226,0.0,1,1,,28.7273171743,1
1500000US150030074002,12.0,1,1,1,0.920000016689,37.0,1,1,69.2918025183,23.8941669799,1
1500000US150030023021,8.0,1,1,1,,0.0,1,1,0.751901724336,28.6046524048,1
1500000US150030086275,10.0,1,1,1,0.990000009537,66.0,65,1,1.00355253662,23.2312563846,1
1500000US150039818021,9.0,1,1,1,0.939999997616,81.0,1,1,42.3917799264,34.5401894142,1
1500000US150030087041,13.0,1,1,1,0.870000004768,58.0,23,1,10.6710862449,25.349114577,1
1500000US150030114011,12.0,1,1,1,0.879999995232,0.0,1,1,32.358168234,25.3240652818,1
1500000US150030005004,10.0,1,1,1,0.560000002384,0.0,1,1,12.3490999565,27.3459356308,1
1500000US150030086242,13.0,1,1,1,0.910000026226,44.0,1,1,13.8217519782,21.90701437,1
1500000US150030088021,6.0,1,1,1,0.959999978542,81.0,6,1,,23.9315900803,1
1500000US150030112022,10.0,1,1,1,0.930000007153,81.0,2,1,10.747038713,32.2222131582,1
1500000US150030036051,8.0,1,1,1,0.629999995232,0.0,1,1,0.155003825128,27.6500676473,1
1500000US150030001212,7.0,1,1,1,0.600000023842,0.0,13,1,75.2231877045,29.0619415283,1
1500000US150010201001,,1,0,1,0.759999990463,81.0,30,1,,152.940491298,1
1500000US150010204001,,1,0,1,0.759999990463,18.0,39,1,,147.06464059,1
1500000US150010204002,,1,1,1,0.769999980927,21.0,48,1,,149.271696824,1
1500000US150010205002,,1,1,1,0.77999997139,5.0,235,1,,140.073287964,1
1500000US150010205003,,2,1,1,0.839999973774,31.0,127,1,,147.637679182,1
1500000US150010205004,,1,1,1,0.800000011921,40.0,196,1,,142.774476858,1
1500000US150010206004,,1,1,1,0.800000011921,30.0,685,1,,138.245208958,1
1500000US150010207011,,1,0,1,0.819999992847,25.0,731,1,,145.004135132,1
1500000US150010207012,,1,1,1,0.819999992847,22.0,468,1,,145.907062161,1
1500000US150010207013,,1,1,1,0.870000004768,32.0,439,1,,151.945871735,1
1500000US150010207021,,1,1,1,0.769999980927,28.0,555,1,,164.21346283,1
1500000US150010207022,,1,1,1,0.850000023842,41.0,704,1,,158.193174816,1
1500000US150010207023,,1,1,1,0.800000011921,31.0,441,1,,154.507369995,1
1500000US150010208011,,1,1,1,0.829999983311,46.0,487,1,,161.516432073,1
1500000US150010208012,,1,1,1,0.839999973774,73.0,586,1,,198.553414171,1
1500000US150010208013,,1,1,1,0.790000021458,73.0,339,1,,202.274623017,1
1500000US150010208021,,1,1,1,0.829999983311,65.0,287,1,,166.51227356,1
1500000US150010208022,,1,0,1,0.699999988079,42.0,236,1,,169.069308472,1
1500000US150010208023,,1,1,1,0.810000002384,77.0,685,1,,178.573241363,1
1500000US150010208024,,1,1,1,0.889999985695,71.0,272,1,,154.592319195,1
1500000US150010208025,,1,1,1,0.77999997139,73.0,398,1,,160.794770893,1
1500000US150010209001,,1,1,1,0.769999980927,47.0,313,1,,154.879380685,1
1500000US150010209002,,1,1,1,0.800000011921,8.0,390,1,,157.145203202,1
1500000US150010209003,,1,1,1,0.879999995232,61.0,275,1,,175.44909049,1
1500000US150010209004,,1,1,1,0.819999992847,25.0,346,1,,170.214332249,1
1500000US150010209005,,1,1,1,0.860000014305,73.0,265,1,,198.606988896,1
1500000US150010210031,,1,0,1,0.790000021458,12.0,525,1,,146.348534205,1
1500000US150010210032,,1,0,1,0.790000021458,14.0,560,1,,144.496607854,1
1500000US150010210033,,1,0,1,0.769999980927,1.0,635,1,,139.680799696,1
1500000US150010210034,,1,0,1,0.800000011921,16.0,204,1,,144.711677856,1
1500000US150010210035,,1,0,1,0.810000002384,16.0,453,1,,145.036118565,1
1500000US150010210111,,1,0,1,0.839999973774,46.0,622,1,,197.230108885,1
1500000US150010210112,,1,0,1,0.419999986887,81.0,813,1,,116.745165388,1
1500000US150010210113,,1,0,1,0.759999990463,70.0,531,1,,224.528613477,1
1500000US150010210132,,1,0,1,0.850000023842,59.0,579,1,,167.991831318,1
1500000US150010210133,,1,0,1,0.829999983311,54.0,683,1,,152.980418214,1
1500000US150010210141,,1,0,1,0.860000014305,9.0,617,1,,131.17526081,1
1500000US150010210142,,1,0,1,0.790000021458,3.0,740,1,,139.095844367,1
1500000US150010210152,,1,0,2,0.850000023842,14.0,960,1,,135.970610809,1
1500000US150010210161,,1,0,1,0.839999973774,23.0,547,1,,165.39156447,1
1500000US150010210162,,1,0,1,0.860000014305,31.0,715,1,,178.656732605,1
1500000US150010210163,,1,0,1,0.819999992847,48.0,377,1,,161.638580685,1
1500000US150010210171,,1,0,1,0.829999983311,24.0,295,1,,184.926430526,1
1500000US150010210172,,1,0,1,0.860000014305,71.0,387,1,,199.933369109,1
1500000US150010210173,,1,0,1,0.560000002384,11.0,922,1,,172.22533778,1
1500000US150010211012,,1,0,1,0.879999995232,76.0,983,1,,124.24688084,1
1500000US150010211083,,1,0,1,0.860000014305,80.0,783,1,,118.719861458,1
1500000US150010212032,,1,0,2,0.920000016689,81.0,685,1,,36.2057248122,1
1500000US150010212033,,1,0,1,0.959999978542,79.0,821,1,,32.7126551754,1
1500000US150010212042,,1,0,1,0.959999978542,58.0,305,1,,28.1883393224,1
1500000US150010213001,,1,1,1,0.939999997616,81.0,526,1,,50.9815055632,1
1500000US150010213002,,1,1,1,0.899999976158,81.0,337,1,,50.8030780445,1
1500000US150010213004,,1,1,1,0.889999985695,81.0,267,1,,41.0042980529,1
1500000US150010214022,,1,1,1,0.930000007153,81.0,615,1,,55.6328289461,3
1500000US150010215021,,1,1,1,0.819999992847,81.0,560,1,,41.4666524114,1
1500000US150010215022,,1,0,2,0.930000007153,81.0,535,1,,36.0796404138,1
1500000US150010215023,,1,1,1,0.810000002384,81.0,218,1,,53.9119311902,1
1500000US150010215041,,2,0,1,0.709999978542,40.0,407,1,,40.5830170558,1
1500000US150010215101,,1,1,1,0.759999990463,81.0,28,1,,33.6707971096,1
1500000US150010215102,,1,1,1,0.889999985695,81.0,200,1,,49.0902254716,1
1500000US150010215111,,1,1,1,0.759999990463,81.0,322,1,,43.1481244975,1
1500000US150010215121,,1,0,1,0.870000004768,81.0,626,1,,40.8711250239,1
1500000US150010215122,,1,0,1,0.930000007153,70.0,345,1,,23.9440340054,1
1500000US150010215132,,1,0,1,0.889999985695,60.0,510,1,,29.346940334,1
1500000US150010215133,,1,0,1,0.75,81.0,546,1,,40.3331415812,1
1500000US150010216051,,1,1,1,0.709999978542,81.0,186,1,,47.8297346751,1
1500000US150010216061,,1,1,1,0.740000009537,55.0,199,1,,31.7942394802,1
1500000US150010216062,,1,1,1,0.620000004768,81.0,628,1,,41.1521871355,1
1500000US150010216071,,1,1,1,0.629999995232,81.0,521,1,,39.2732881308,1
1500000US150010216072,,1,1,1,0.519999980927,81.0,196,1,,36.6661831538,1
1500000US150010216073,,1,1,1,0.740000009537,41.0,424,1,,33.8741086324,5
1500000US150010216082,,1,1,1,0.730000019073,2.0,143,1,,31.1703012907,1
1500000US150010216083,,1,1,1,0.730000019073,22.0,184,1,,29.8490038978,1
1500000US150010216084,,1,1,1,0.75,49.0,154,1,,32.245460701,1
1500000US150010217051,,1,1,1,0.699999988079,81.0,884,1,,77.2894048326,1
1500000US150010217052,,1,1,1,0.649999976158,81.0,386,1,,53.203638189,1
1500000US150010217053,,1,1,1,0.709999978542,79.0,593,1,,28.745037533,1
1500000US150010217061,,1,1,1,0.649999976158,77.0,449,1,,52.2570486018,1
1500000US150010217062,,2,1,2,0.810000002384,81.0,314,1,,30.8048586331,1
1500000US150010217071,,1,0,1,0.97000002861,64.0,1,1,,13.0847623062,1
1500000US150010217072,,1,0,1,0.990000009537,68.0,175,1,,12.5036359363,1
1500000US150010217073,,1,1,1,1.0,76.0,83,1,,15.3586706855,3
1500000US150010217082,,1,0,1,0.959999978542,63.0,218,1,,11.9647485813,1
1500000US150010217083,,1,0,2,0.990000009537,75.0,3,1,,11.4116212119,2
1500000US150010218001,,2,1,1,0.939999997616,68.0,339,1,,55.2061006427,1
1500000US150010219022,,1,1,1,0.920000016689,81.0,179,1,,92.5072666037,1
1500000US150010219023,,1,1,1,0.930000007153,75.0,442,1,,96.1688962369,1
1500000US150019901000,,1,0,1,,0.0,1,1,,,1
1500000US150019903000,,1,1,1,,0.0,1,1,,95.2041756766,1
1500000US150019905000,,1,0,1,,0.0,1,1,,,1
1500000US150019906000,,1,0,1,,0.0,1,1,,,1
1500000US150019907000,,1,0,1,,0.0,1,1,,,1
1500000US150019908000,,1,0,1,,0.0,1,1,,,1
1500000US150019909000,,1,0,1,,0.0,1,1,,,1
1500000US150019911000,,1,0,1,,0.0,1,1,,,1
1500000US150019912000,,1,0,1,,0.0,1,1,,,1
1500000US150019913000,,1,0,1,,0.0,1,1,,,1
1500000US150030001101,,1,0,1,0.910000026226,48.0,1,1,,30.0427088056,1
1500000US150030001103,,1,0,1,0.879999995232,81.0,7,1,,29.9614774571,1
1500000US150030001152,,1,0,1,0.620000004768,20.0,1,1,,42.5008570353,1
1500000US150030001181,,1,0,1,0.939999997616,81.0,16,1,,37.9057005906,1
1500000US150030001192,,1,0,1,0.610000014305,18.0,1,1,,31.8611636162,1
1500000US150030001202,,1,0,1,0.870000004768,81.0,24,1,,31.4598271847,1
1500000US150030001221,,1,0,1,0.810000002384,21.0,1,1,,27.6619714101,1
1500000US150030001222,,1,0,1,0.759999990463,0.0,1,1,,28.6340613365,1
1500000US150030002002,,1,0,1,0.680000007153,81.0,5,1,,38.9147052765,1
1500000US150030003021,,1,1,1,0.660000026226,81.0,6,1,,45.8150683085,1
1500000US150030004011,,1,1,1,0.620000004768,81.0,2,1,,33.6913998922,1
1500000US150030004012,,1,1,1,0.629999995232,81.0,6,1,,52.7081041509,1
1500000US150030004021,,1,0,1,0.52999997139,81.0,1,1,,33.2398271561,1
1500000US150030004023,,1,1,1,0.560000002384,81.0,6,1,,38.6165313721,1
1500000US150030005002,,1,1,1,0.430000007153,0.0,1,1,,29.1876155853,1
1500000US150030006001,,1,0,1,0.649999976158,81.0,11,1,,23.753619247,1
1500000US150030007001,,1,0,1,0.579999983311,28.0,1,1,,26.6556061336,1
1500000US150030007002,,1,1,1,0.550000011921,21.0,1,1,,29.909078598,1
1500000US150030007003,,1,0,1,0.460000008345,32.0,1,1,,27.8158798218,1
1500000US150030007004,,1,0,1,0.550000011921,21.0,1,1,,28.6826753616,1
1500000US150030008001,,1,0,1,0.600000023842,29.0,1,1,,30.264362971,1
1500000US150030008002,,1,0,1,0.579999983311,63.0,76,1,,28.4633655548,1
1500000US150030008003,,1,0,1,0.610000014305,59.0,1,1,,27.4197320938,1
1500000US150030009011,,1,1,1,0.560000002384,81.0,1,1,,38.6720306396,1
1500000US150030009012,,1,1,1,0.579999983311,0.0,1,1,,32.0656614304,1
1500000US150030009031,,1,0,1,0.589999973774,81.0,3,1,,32.4057002068,1
1500000US150030009032,,1,0,1,0.579999983311,73.0,3,1,,32.5895829882,1
1500000US150030009041,,1,0,1,0.610000014305,81.0,20,1,,36.4634527727,1
1500000US150030009051,,1,0,1,0.629999995232,81.0,13,1,,42.8109485081,1
1500000US150030009052,,1,0,1,0.550000011921,76.0,1,1,,41.8945960999,1
1500000US150030010001,,1,1,1,0.75,81.0,44,1,,93.3217267768,1
1500000US150030010002,,1,0,1,0.670000016689,81.0,23,1,,58.3597169604,1
1500000US150030011011,,1,0,1,0.670000016689,55.0,5,1,,46.1256853739,1
1500000US150030011012,,1,0,1,0.670000016689,59.0,2,1,,63.4018297195,1
1500000US150030011021,,1,0,1,0.40000000596,81.0,6,1,,62.1006088257,1
1500000US150030011022,,1,0,1,0.649999976158,9.0,3,1,,52.3765525818,1
1500000US150030012011,,1,1,1,0.560000002384,32.0,6,1,,31.8721173604,1
1500000US150030012012,,1,0,1,0.560000002384,73.0,3,1,,34.1989562988,1
1500000US150030012021,,1,0,1,0.579999983311,81.0,3,1,,39.284532547,1
1500000US150030012022,,1,0,1,0.639999985695,35.0,6,1,,37.1897106171,1
1500000US150030013001,,1,0,1,0.550000011921,4.0,3,1,,29.3654060364,1
1500000US150030013002,,1,0,1,0.579999983311,13.0,2,1,,29.3646812439,1
1500000US150030013003,,1,0,1,0.52999997139,22.0,3,1,,30.2437243462,1
1500000US150030013004,,1,0,1,0.569999992847,26.0,4,1,,30.6329488754,1
1500000US150030014001,,1,0,1,0.52999997139,35.0,3,1,,27.5587018331,1
1500000US150030014002,,1,0,1,0.560000002384,27.0,3,1,,27.9631904602,1
1500000US150030015011,,1,0,1,0.610000014305,0.0,1,1,,28.4846363068,1
1500000US150030015021,,1,0,1,0.519999980927,3.0,1,1,,27.5273141861,1
1500000US150030015022,,1,0,1,0.560000002384,17.0,1,1,,26.5949468613,1
1500000US150030016021,,1,0,1,0.600000023842,3.0,1,1,,26.3360290527,1
1500000US150030016022,,1,0,1,0.620000004768,10.0,1,1,,25.6972994804,1
1500000US150030026001,,1,0,1,0.660000026226,0.0,1,1,,32.6695518494,1
1500000US150030027011,,1,1,1,0.660000026226,57.0,7,1,,40.3927743094,1
1500000US150030027013,,1,1,1,0.670000016689,62.0,1,1,,32.9101498922,1
