GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,fire_stations_count,igtn_prob_test_maximum,n10_landslide_susc_maximum,onsite_sewage_disposal_count,police_stations_count,slrxa_3pt2ft_acres,staterf_inann_mean,wastewater_plants_count
1500000US150070409004,13.0,1,1,1,0.930000007153,0.0,255,1,72.6250656303,19.4138697871,1
1500000US150070409006,12.0,1,1,1,0.939999997616,12.0,427,1,69.6416403387,18.8726531665,1
1500000US150070405004,13.0,3,1,1,0.860000014305,81.0,161,1,51.332224044,41.7036077772,3
1500000US150090302012,9.0,1,1,1,0.730000019073,81.0,209,1,7.79223020554,78.9451658869,1
1500000US150090320001,13.0,1,1,1,0.910000026226,81.0,256,1,469.075123796,19.6861334236,13
1500000US150090315032,9.0,1,1,1,0.899999976158,81.0,8,1,45.533069901,30.804082113,2
1500000US150030078092,11.0,1,0,1,0.839999973774,81.0,2,1,0.973053577238,36.7827000618,1
1500000US150070401042,9.0,1,1,1,0.610000014305,24.0,260,1,112.709975772,81.9408105033,2
1500000US150030005003,10.0,1,1,1,0.600000023842,58.0,54,1,25.8489838178,25.7036335685,1
1500000US150039813001,13.0,1,1,1,0.949999988079,47.0,5,1,81.6908373544,31.8158297385,1
1500000US150030005005,10.0,1,1,1,0.550000011921,3.0,6,1,34.8321939811,29.600108737,1
1500000US150030099022,10.0,1,1,1,0.899999976158,16.0,51,1,40.0306722256,30.7836312188,1
1500000US150030002001,9.0,1,1,1,0.600000023842,4.0,8,1,74.1263253004,30.1143649419,1
1500000US150030110001,8.0,1,1,1,0.40000000596,81.0,43,1,0.265989925568,65.2012669146,2
1500000US150030020061,9.0,1,1,1,0.600000023842,0.0,7,1,4.46227902064,26.5483255386,1
1500000US150030020032,7.0,1,1,1,0.600000023842,0.0,4,1,0.796340016789,,1
1500000US150030025001,12.0,1,1,1,0.620000004768,0.0,11,1,10.8717928831,28.9305217743,1
1500000US150030027012,1.0,1,1,1,0.600000023842,49.0,5,1,,31.9488716125,1
1500000US150030053002,11.0,1,1,1,0.910000026226,33.0,1,1,0.984640714169,35.29413414,1
1500000US150030054001,5.0,1,0,1,0.589999973774,0.0,1,1,,32.3368110657,1
1500000US150030057001,12.0,1,1,1,0.939999997616,0.0,103,1,142.192821334,26.22038594,2
1500000US150030058002,3.0,1,0,1,0.689999997616,0.0,1,1,,30.3361935616,1
1500000US150030059001,12.0,1,1,1,0.939999997616,0.0,78,1,78.9262226617,27.6799721241,1
1500000US150030109011,10.0,1,0,1,0.899999976158,0.0,1,1,0.718479051405,38.3791904449,1
1500000US150030102023,7.0,1,1,1,0.519999980927,32.0,29,1,0.029425414539,52.9363016401,1
1500000US150030111031,12.0,1,1,1,0.899999976158,81.0,29,1,27.8866492451,40.5022796631,1
1500000US150030018011,6.0,1,1,1,0.579999983311,0.0,5,1,3.47627083071,25.3790391286,1
1500000US150030018012,7.0,1,1,1,0.589999973774,0.0,1,1,2.36776128636,24.7151699066,1
1500000US150030040001,11.0,1,0,1,0.899999976158,0.0,4,1,,28.1925721169,1
1500000US150030040002,4.0,1,0,1,0.460000008345,0.0,1,1,,28.6723537445,1
1500000US150030109031,9.0,1,1,1,0.810000002384,0.0,1,1,1.98618889034,41.5447582669,1
1500000US150070409005,11.0,1,1,1,0.949999988079,0.0,146,1,25.7605162156,19.3223173618,1
1500000US150030087021,13.0,1,1,1,0.920000016689,21.0,5,1,2.3615690299,23.4153251648,1
1500000US150030083023,8.0,4,0,1,0.899999976158,0.0,199,1,2.96122121883,21.3739185333,1
1500000US150090307061,11.0,1,1,1,0.949999988079,0.0,3,1,41.8025368063,10.6907188014,1
1500000US150030080021,12.0,1,1,1,0.860000014305,59.0,5,1,4.42113521898,29.6203271151,1
1500000US150030078081,12.0,1,1,1,0.850000023842,0.0,6,1,34.7853752842,29.8075264522,1
1500000US150010201002,9.0,1,0,1,0.759999990463,81.0,371,1,29.4564779065,162.134428826,1
1500000US150010201004,10.0,1,0,1,0.740000009537,81.0,184,1,17.7539437752,150.64951246,1
1500000US150010214021,9.0,1,1,1,0.939999997616,81.0,409,1,10.7586052448,40.025931784,1
1500000US150010202022,13.0,1,1,1,0.769999980927,80.0,442,1,4.84373720478,150.625772732,1
1500000US150010206002,8.0,1,1,1,0.810000002384,35.0,287,1,,133.691039332,2
1500000US150010218004,9.0,1,1,1,0.899999976158,81.0,378,1,26.3787251226,75.6322001892,1
1500000US150010218003,8.0,1,1,1,0.920000016689,80.0,533,1,5.18377157164,62.7589070767,1
1500000US150010201003,14.0,1,0,1,0.77999997139,81.0,274,1,69.5065621688,170.144389179,1
1500000US150010203002,19.0,1,1,1,0.75,75.0,48,1,8.23681586335,143.649039529,1
1500000US150010203003,18.0,1,1,1,0.790000021458,74.0,29,1,1.72398592745,146.983680362,1
1500000US150010206001,15.0,1,1,2,0.829999983311,16.0,75,1,168.434466048,129.356161738,1
1500000US150010206003,7.0,1,1,1,0.790000021458,18.0,258,1,31.348412857,129.611833845,1
1500000US150090307081,7.0,2,1,1,0.889999985695,42.0,74,1,12.117342458,11.7061062043,1
1500000US150010215042,20.0,1,1,1,0.949999988079,81.0,185,1,174.630745944,25.486176608,8
1500000US150090314021,9.0,1,1,1,0.870000004768,81.0,216,1,50.2271662061,21.02970597,1
1500000US150090305011,11.0,1,1,1,0.860000014305,72.0,8,1,54.81423931,30.6084053787,1
1500000US150090318011,12.0,1,1,1,0.930000007153,81.0,204,1,106.711370819,22.2107020987,3
1500000US150090317001,11.0,1,1,1,0.910000026226,81.0,317,1,444.50475195,52.3094938757,1
1500000US150090301002,9.0,1,1,1,0.879999995232,81.0,222,1,37.0138888773,69.392148916,1
1500000US150090309022,11.0,1,1,1,0.920000016689,13.0,1,1,32.3025501412,18.6961418499,1
1500000US150090319003,6.0,1,0,1,0.899999976158,0.0,1,1,,16.6514240901,1
1500000US150030077012,10.0,1,1,1,0.899999976158,36.0,4,1,,33.4771614075,1
1500000US150090302011,9.0,1,1,1,0.819999992847,81.0,452,1,26.9479994061,100.711742302,1
1500000US150070408003,14.0,1,1,1,0.850000023842,75.0,75,1,87.814975465,27.5037330627,1
1500000US150070409002,11.0,1,1,1,0.949999988079,81.0,70,1,24.0379440412,20.9133051918,1
1500000US150090319001,12.0,1,1,1,0.939999997616,63.0,113,1,397.627486553,17.2129626578,4
1500000US150030106011,14.0,1,1,1,0.370000004768,35.0,1,1,26.3381036702,53.238266468,1
1500000US150030107012,2.0,1,0,1,0.579999983311,81.0,1,1,,43.087827955,1
1500000US150050319001,9.0,1,1,1,0.829999983311,81.0,2,1,63.7801172448,59.0469017923,1
1500000US150030109012,10.0,1,1,1,0.879999995232,81.0,1,1,7.15821510526,40.9987771407,1
1500000US150030109032,11.0,1,1,1,0.829999983311,38.0,1,1,5.81389976634,40.0043907166,1
1500000US150030109041,4.0,1,0,1,0.439999997616,0.0,1,1,,39.8912226359,1
1500000US150030109042,5.0,1,0,1,0.899999976158,0.0,1,1,,40.5883204142,1
1500000US150030109051,3.0,1,0,1,0.829999983311,0.0,1,1,,38.5196704865,1
1500000US150030111042,12.0,1,0,1,0.850000023842,38.0,2,1,56.3633355083,38.4308513641,1
1500000US150030111052,11.0,1,1,1,0.860000014305,0.0,1,1,3.3434995066,36.7757148743,1
1500000US150070402053,14.0,1,1,1,0.649999976158,81.0,167,1,66.8384227867,52.5007120039,1
1500000US150070402051,15.0,1,1,1,0.639999985695,77.0,209,1,66.6904854618,46.0582833608,1
1500000US150070408002,1.0,1,1,1,0.689999997616,81.0,285,1,,28.7019055106,1
1500000US150079400001,12.0,1,1,1,0.839999973774,81.0,469,1,158.95888727,55.8454585212,1
1500000US150079400002,12.0,1,1,1,0.860000014305,80.0,336,1,116.921665084,44.2105388348,1
1500000US150070402054,10.0,1,1,1,0.639999985695,81.0,372,1,55.8131471014,50.9135844323,1
1500000US150030053001,10.0,1,1,1,0.899999976158,0.0,1,1,2.89299849061,32.185781002,1
1500000US150010220002,8.0,1,1,1,0.959999978542,81.0,376,1,6.30378180383,87.0411271009,1
1500000US150010221022,9.0,1,0,2,0.910000026226,81.0,354,1,21.1857883832,161.607511911,1
1500000US150010204003,21.0,1,1,2,0.800000011921,26.0,54,1,37.5204073013,140.41590271,1
1500000US150010205001,17.0,1,1,1,0.77999997139,0.0,9,1,30.1416717744,135.796904714,1
1500000US150030003012,4.0,1,1,1,0.629999995232,81.0,6,1,,38.8222872019,1
1500000US150030086111,9.0,1,1,1,0.990000009537,81.0,15,1,35.5410706806,27.6237977892,1
1500000US150030096081,7.0,1,1,1,0.810000002384,3.0,1,1,15.0058962961,23.9611504873,1
1500000US150030074001,13.0,3,1,1,0.949999988079,51.0,1,1,88.4643529273,25.3281305298,1
1500000US150030084082,9.0,1,1,1,0.889999985695,0.0,21,1,31.8345709981,21.381698513,1
1500000US150030100001,9.0,1,1,1,0.899999976158,81.0,307,1,282.184577931,51.2183205399,2
1500000US150030105051,11.0,1,1,1,0.310000002384,50.0,11,1,123.481233727,52.9809368503,1
1500000US150030018041,8.0,1,1,1,0.469999998808,0.0,1,1,0.451620345344,25.6289615631,1
1500000US150030103052,12.0,1,1,1,0.370000004768,48.0,6,1,0.602697272765,65.9311605181,1
1500000US150030003011,8.0,1,1,1,0.639999985695,81.0,11,1,0.455832445451,52.1906440959,1
1500000US150030004022,4.0,1,0,1,0.550000011921,81.0,8,1,0.185910830942,38.1579040245,1
1500000US150039900010,10.0,1,1,1,0.540000021458,38.0,1,1,12.8101580626,34.6788781671,1
1500000US150030006002,9.0,1,1,1,0.600000023842,81.0,176,1,27.6623627745,23.9969530667,1
1500000US150030018033,12.0,1,1,1,0.469999998808,0.0,3,1,6.83279176096,,1
1500000US150030024011,12.0,1,1,1,0.629999995232,0.0,1,1,4.09361167171,28.2790031433,1
1500000US150030050004,8.0,1,1,1,0.889999985695,11.0,2,1,,36.7036933899,1
1500000US150030001071,9.0,1,1,1,0.829999983311,81.0,10,1,0.311099352537,35.138632701,1
1500000US150030078082,4.0,1,0,1,0.829999983311,44.0,2,1,,30.5574817657,1
1500000US150030075041,12.0,1,1,1,0.939999997616,28.0,1,1,10.411557754,31.2282619476,1
1500000US150030105053,11.0,1,0,1,0.340000003576,80.0,24,1,2.08388925806,52.5337280273,1
1500000US150030105081,11.0,1,1,1,0.300000011921,76.0,1,1,16.2597748908,47.7369426381,1
1500000US150030096082,9.0,1,1,1,0.980000019073,81.0,82,1,7.56545716348,26.7059770279,1
1500000US150039800001,7.0,1,1,1,0.819999992847,81.0,2,1,48.4700049858,27.4731634898,1
1500000US150030001141,6.0,1,1,1,0.75,14.0,1,1,3.17918729619,27.0360900334,1
1500000US150030073021,11.0,1,1,1,0.949999988079,0.0,1,1,14.8225032864,22.2564953168,1
1500000US150030083013,11.0,1,1,1,0.910000026226,0.0,1,1,11.9257073748,21.716557312,1
1500000US150030073022,5.0,1,0,1,0.939999997616,0.0,1,1,,22.3621814251,1
1500000US150030103033,12.0,1,1,1,0.439999997616,81.0,244,1,329.748672548,67.421586932,1
1500000US150030112011,9.0,1,0,1,0.839999973774,0.0,1,1,1.58264100186,37.5799429757,1
1500000US150030111061,10.0,1,0,1,0.879999995232,75.0,1,1,,35.7099844615,1
1500000US150030036042,8.0,1,1,1,0.180000007153,0.0,1,1,0.127068371923,27.6184740067,1
1500000US150030102021,10.0,1,1,1,0.52999997139,74.0,43,1,12.4945327277,55.7898105719,1
1500000US150030102024,9.0,1,1,1,0.519999980927,57.0,270,1,90.752871127,52.5937395269,1
1500000US150030111053,11.0,1,1,1,0.899999976158,0.0,1,1,1.68305022203,38.2511854172,1
1500000US150030001082,8.0,1,1,1,0.540000021458,23.0,1,1,19.0902276637,33.5844790141,1
1500000US150030001081,8.0,1,1,1,0.810000002384,0.0,29,1,41.0491644788,31.6914568814,1
1500000US150030103053,12.0,1,1,1,0.330000013113,81.0,103,1,56.9345628886,56.4836331095,1
1500000US150030002003,9.0,1,1,1,0.589999973774,81.0,5,1,2.42872009478,32.1944880852,1
1500000US150030087022,13.0,1,1,1,0.949999988079,49.0,5,1,5.63742487746,23.0638780594,1
1500000US150030111051,11.0,2,1,1,0.829999983311,0.0,5,1,8.38392630586,36.4881695339,1
1500000US150030113002,8.0,1,1,1,0.920000016689,81.0,92,1,26.3973762579,45.5499345429,1
1500000US150030111043,11.0,1,0,1,0.860000014305,0.0,1,1,1.70739104227,37.9329541524,1
1500000US150030085021,11.0,1,1,1,0.899999976158,45.0,70,1,245.31571363,21.2507329976,1
1500000US150030078074,1.0,1,0,1,0.860000014305,42.0,2,1,0.092432506807,33.0225410461,1
1500000US150030111064,5.0,1,0,1,0.899999976158,81.0,1,1,,37.0896844864,1
1500000US150030113003,9.0,1,1,1,0.920000016689,3.0,3,1,0.995341333488,39.619203949,1
1500000US150030003022,9.0,1,1,1,0.639999985695,66.0,2,1,52.589586927,30.3927807278,1
1500000US150030083011,13.0,1,1,1,0.990000009537,42.0,2,1,50.2639043392,21.883534323,1
1500000US150039810001,11.0,1,1,1,0.800000011921,65.0,3,1,42.7966597243,44.3358086231,1
1500000US150039811001,10.0,1,1,1,0.930000007153,81.0,1,1,88.0223410781,35.0708901152,1
1500000US150030112021,10.0,1,1,1,0.889999985695,81.0,1,1,14.664519181,32.9313020706,1
1500000US150039803001,10.0,1,1,1,0.879999995232,12.0,223,1,155.58276001,21.5720771854,6
1500000US150030086101,11.0,1,1,1,0.920000016689,22.0,6,1,94.2026622751,22.6262073517,1
1500000US150030005001,10.0,1,1,1,0.569999992847,1.0,2,1,5.77147999621,28.8645085229,1
1500000US150030001072,11.0,1,1,1,0.810000002384,81.0,5,1,61.0803999579,33.7874554721,1
1500000US150030017002,11.0,1,1,1,0.579999983311,81.0,53,1,46.0946927594,22.9947296489,1
1500000US150030020062,11.0,1,1,1,0.639999985695,0.0,6,1,5.22031152146,26.0849189758,1
1500000US150030024012,8.0,1,1,1,0.670000016689,0.0,1,1,3.30604173075,28.7431564331,1
1500000US150030026004,4.0,1,0,1,0.649999976158,0.0,1,1,,31.1470403671,1
1500000US150030052002,10.0,1,1,1,0.910000026226,7.0,1,1,0.606745162111,29.691904068,1
1500000US150030060003,12.0,1,1,1,0.910000026226,30.0,17,1,3.36329519571,32.7633152008,1
1500000US150030057002,12.0,1,0,1,0.910000026226,0.0,12,1,5.10176371726,32.6419210434,1
1500000US150030018031,9.0,1,1,1,,0.0,1,1,0.854093367883,,1
1500000US150030020031,8.0,1,1,1,,0.0,3,1,0.899402662026,25.9234472911,1
1500000US150030020041,7.0,1,1,1,,0.0,1,1,0.737996806455,26.0760974884,1
1500000US150030019011,11.0,1,1,1,0.660000026226,0.0,28,1,87.9851474624,25.1010868436,1
1500000US150030020052,11.0,1,1,1,0.639999985695,0.0,1,1,5.77604444018,27.0022506714,1
1500000US150039814001,13.0,1,1,1,0.930000007153,0.0,40,1,88.4699145796,26.1995807276,1
1500000US150030026003,4.0,1,0,1,0.680000007153,0.0,6,1,,31.9543471336,1
1500000US150030099021,10.0,1,1,1,0.889999985695,25.0,144,1,132.605512884,31.2148964222,4
1500000US150030112014,10.0,1,0,1,0.860000014305,0.0,1,1,4.8340382612,38.5653794607,1
1500000US150030112015,10.0,1,1,1,0.920000016689,0.0,173,1,23.0698240664,37.7081258673,1
1500000US150030112012,10.0,1,0,1,0.889999985695,0.0,3,1,3.92638539248,36.2235976628,1
1500000US150030039001,12.0,1,1,1,0.920000016689,22.0,17,1,39.7994094432,26.1406326294,1
1500000US150030036031,6.0,1,0,1,0.289999991655,0.0,3,1,,29.2212562561,1
1500000US150030036032,6.0,1,0,1,,0.0,1,1,,,1
1500000US150030036041,8.0,1,0,1,0.699999988079,0.0,2,1,3.28077631921,27.5953941345,1
1500000US150030099023,10.0,1,1,1,0.899999976158,41.0,88,1,10.8462833918,30.9207334518,1
1500000US150030111062,12.0,1,1,1,0.860000014305,81.0,1,1,18.8397217296,34.5079129083,1
1500000US150030071001,14.0,2,0,1,0.959999978542,0.0,1,1,1.06336889878,24.1285744985,1
1500000US150030077013,12.0,1,1,1,0.889999985695,28.0,1,1,21.1765186419,30.1604464395,1
1500000US150030001102,8.0,1,1,1,0.879999995232,81.0,27,1,42.0042588836,27.4009942373,1
1500000US150030052001,9.0,1,1,1,0.910000026226,0.0,5,1,0.90587667663,28.5864782333,1
1500000US150030051001,2.0,1,0,1,,0.0,1,1,,30.3880443573,1
1500000US150030050002,8.0,1,1,1,0.910000026226,46.0,3,1,,37.3025016785,1
1500000US150030099024,8.0,1,1,1,0.899999976158,0.0,180,1,27.0536470074,31.4865318934,3
1500000US150030098011,9.0,1,1,1,0.910000026226,81.0,133,1,139.308214494,37.8500542489,2
1500000US150070406042,10.0,1,1,1,0.959999978542,81.0,353,1,34.1320449544,49.3315343677,4
1500000US150070409001,11.0,1,1,1,0.959999978542,81.0,240,1,1409.45237598,29.0747191593,2
1500000US150070406032,11.0,1,1,1,0.949999988079,81.0,595,1,10.9355481271,49.2491344077,4
1500000US150070403022,14.0,1,1,1,0.839999973774,35.0,253,1,135.052647958,42.3779011536,1
1500000US150070401052,12.0,2,1,1,0.600000023842,81.0,657,1,102.26993994,63.5381108071,1
1500000US150070405003,8.0,1,1,1,0.819999992847,81.0,421,1,0.702015718375,47.2445581876,1
1500000US150070401051,10.0,1,1,1,0.810000002384,81.0,340,1,165.963241723,77.3005854696,1
1500000US150070403021,14.0,2,1,1,0.819999992847,80.0,295,1,80.5897358451,41.5023976239,1
1500000US150070404013,17.0,1,1,1,0.829999983311,81.0,26,1,245.396006305,64.8638013035,2
1500000US150070407023,12.0,1,1,1,0.730000019073,81.0,156,1,17.1019328091,28.7177859516,1
1500000US150070404012,13.0,1,1,1,0.800000011921,81.0,10,1,27.0335555311,42.8656184605,1
1500000US150070407024,10.0,1,1,1,0.930000007153,81.0,233,1,45.2416850011,41.7934821172,1
1500000US150070405002,7.0,1,1,1,0.839999973774,81.0,89,1,0.605849174905,45.4819656372,1
1500000US150070404021,10.0,1,1,1,0.839999973774,81.0,47,1,19.3213852721,49.8143233193,1
1500000US150070403012,8.0,1,1,1,0.629999995232,78.0,674,1,0.0109653588891,48.6694532541,1
1500000US150070403013,12.0,1,1,1,0.670000016689,81.0,569,1,5.37477717323,48.028746865,1
1500000US150070401063,9.0,1,1,1,0.699999988079,81.0,13,1,121.335906785,74.5910271539,1
1500000US150070401061,10.0,1,1,1,0.469999998808,81.0,1,1,4.05295628469,70.825385635,1
1500000US150070401062,8.0,1,1,1,0.52999997139,79.0,2,1,1.29178451789,74.2035285548,1
1500000US150090315041,8.0,1,1,1,0.920000016689,81.0,92,1,45.3349233386,57.4898055168,1
1500000US150090315051,8.0,1,1,1,0.759999990463,10.0,3,1,58.7674507953,25.5479075783,1
1500000US150090302043,9.0,1,1,1,0.730000019073,81.0,139,1,8.57654830702,58.8739985148,1
1500000US150090303071,10.0,1,1,1,0.939999997616,81.0,70,1,122.865066837,14.7075441644,1
1500000US150090307131,11.0,1,1,1,0.930000007153,0.0,1,1,47.75219973,10.9132567814,1
1500000US150090307132,7.0,1,1,1,0.870000004768,1.0,3,1,9.45133246379,11.1770666022,1
1500000US150090310023,4.0,1,1,1,0.910000026226,81.0,7,1,1.79633543557,20.5796700528,1
1500000US150090311063,9.0,1,1,1,0.930000007153,54.0,2,1,13.8311144114,18.2830283301,1
1500000US150090307111,7.0,1,1,1,0.910000026226,0.0,1,1,9.4821094692,10.7190311432,1
1500000US150090303053,8.0,1,1,1,0.810000002384,81.0,475,1,0.0107182011745,27.9152682631,1
1500000US150090303072,2.0,1,1,1,0.870000004768,71.0,1,1,35.1224860924,13.1479313794,1
1500000US150090307121,7.0,1,1,1,0.949999988079,0.0,1,1,1.98951315746,10.9014579773,1
1500000US150030103101,10.0,1,1,1,0.330000013113,81.0,4,1,31.0101621815,56.9290998927,1
1500000US150030103032,12.0,1,1,1,0.270000010729,81.0,446,1,0.493200239515,84.4269915377,1
1500000US150039400061,9.0,1,1,1,0.930000007153,55.0,66,1,24.8652425985,25.6448829875,1
1500000US150030102041,10.0,1,1,1,0.360000014305,81.0,186,1,41.6237318635,73.6500579678,1
1500000US150030098012,9.0,1,1,1,0.920000016689,81.0,2,1,8.02442382053,29.3634649137,1
1500000US150030101032,9.0,2,1,1,0.509999990463,58.0,9,1,48.1457919279,44.0792133447,1
1500000US150030097073,10.0,1,1,1,0.920000016689,23.0,36,1,56.6506287796,21.8838387444,1
1500000US150030101031,11.0,1,1,1,0.540000021458,81.0,74,1,501.183856183,46.5137589802,2
1500000US150030098032,9.0,1,1,1,0.870000004768,80.0,1,1,43.4967764477,23.6371222496,1
1500000US150030084083,11.0,1,1,1,0.930000007153,26.0,7,1,119.831868508,21.1545867496,1
1500000US150030001203,9.0,1,1,1,0.839999973774,81.0,6,1,0.778422392495,32.6762723923,1
1500000US150039820001,3.0,1,1,1,0.97000002861,81.0,1,1,,54.8590998077,1
1500000US150030001151,5.0,1,1,1,0.800000011921,81.0,6,1,0.0154009311133,45.4118752113,1
1500000US150030023011,7.0,1,1,1,0.550000011921,19.0,1,1,0.194798875252,29.8100948334,1
1500000US150030036033,6.0,1,0,1,0.479999989271,0.0,1,1,,28.3742656708,1
1500000US150030099063,8.0,1,1,1,0.959999978542,81.0,4,1,34.2681656781,34.2225083245,1
1500000US150030078083,12.0,1,1,1,0.870000004768,58.0,6,1,2.84956981305,31.8498721653,1
1500000US150039400051,6.0,2,1,1,0.959999978542,81.0,64,1,0.0470524405938,31.1725726904,1
1500000US150030103031,11.0,1,1,1,0.389999985695,81.0,361,1,59.288596359,70.3284625029,1
1500000US150039817001,12.0,1,1,1,0.75,81.0,1,1,187.800133828,37.7695967356,1
1500000US150030084183,10.0,1,1,1,0.920000016689,0.0,5,1,84.6566301344,21.204940033,1
1500000US150030078171,12.0,1,0,1,0.860000014305,81.0,1,1,1.21063727629,34.486913681,1
1500000US150030087062,13.0,1,1,1,0.930000007153,33.0,1,1,0.62422027152,22.8418426514,1
