GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,igtn_prob_test_maximum,n10_landslide_susc_maximum,slrxa_3pt2ft_acres,slrxa_3pt2ft_intersect,slrxa_3pt2ft_pct,staterf_inann_mean
1500000US150030103052,12.0,1,1,0.370000004768,48.0,1.05619369052,1,1.11125,65.4680461884
1500000US150030103053,12.0,1,1,0.330000013113,81.0,17.3202966308,1,2.51475,56.7983282373
1500000US150030103101,10.0,3,1,0.330000013113,81.0,28.5052988151,1,3.69133,57.3268643505
1500000US150030105051,11.0,2,1,0.310000002384,50.0,116.948730354,1,25.7233,53.3217398071
1500000US150030105053,11.0,2,0,0.340000003576,80.0,2.77067720082,1,3.40506,52.5337280273
1500000US150030105081,11.0,1,1,0.300000011921,81.0,15.5382420416,1,14.3453,48.3442401886
1500000US150030105082,7.0,3,0,0.310000002384,81.0,,0,,50.3260293007
1500000US150030105101,11.0,2,1,0.319999992847,28.0,7.07071761677,1,6.42076,51.0167655945
1500000US150030105102,7.0,3,0,0.289999991655,38.0,0.854292961192,1,0.84167,54.5409793854
1500000US150030106011,14.0,3,1,0.370000004768,35.0,23.9748555148,1,15.5346,54.4789534675
1500000US150030107012,4.0,1,0,0.579999983311,81.0,,0,,43.128175354
1500000US150030107013,12.0,2,1,0.670000016689,74.0,12.5031003447,1,6.42299,46.6834869385
1500000US150030109011,10.0,1,0,0.899999976158,0.0,0.726339232753,1,0.588883,38.3791904449
1500000US150030109012,10.0,3,1,0.879999995232,81.0,5.48690947636,1,0.810613,40.9987771407
1500000US150030109031,9.0,2,1,0.810000002384,0.0,2.15542791879,1,1.77582,41.4567494392
1500000US150030109032,11.0,3,1,0.829999983311,38.0,5.92527340473,1,16.1518,40.0043907166
1500000US150030109033,6.0,1,1,0.839999973774,0.0,,0,,40.0722287496
1500000US150030109041,4.0,1,0,0.439999997616,0.0,,0,,39.8912226359
1500000US150030109042,5.0,2,0,0.899999976158,0.0,,0,,40.5883204142
1500000US150030109043,10.0,3,1,0.920000016689,0.0,10.3950693152,1,11.1414,39.9819695609
1500000US150030109044,2.0,2,0,0.850000023842,0.0,,0,,39.7678794861
1500000US150030109051,3.0,2,0,0.829999983311,0.0,,0,,38.5196704865
1500000US150030109052,4.0,2,0,0.829999983311,0.0,,0,,38.6748956953
1500000US150030110001,8.0,1,1,0.40000000596,81.0,0.146403131603,1,0.00791514,65.2012669146
1500000US150030110002,8.0,3,1,0.839999973774,81.0,1.17865825787,1,0.116752,51.1616319021
1500000US150030111031,12.0,6,1,0.899999976158,81.0,27.8753808643,1,5.35759,40.5423134074
1500000US150030111041,12.0,3,1,0.850000023842,0.0,5.09464357389,1,5.4884,36.1422446115
1500000US150030111042,12.0,2,0,0.850000023842,38.0,57.1452822508,1,37.4438,38.4308513641
1500000US150030111043,11.0,2,0,0.860000014305,0.0,1.56796861861,1,1.81803,37.9329541524
1500000US150030111044,12.0,2,0,0.819999992847,32.0,41.158046058,1,27.1285,38.3071330677
1500000US150030111051,11.0,4,1,0.829999983311,0.0,12.2724281702,1,8.82175,36.4881695339
1500000US150030111052,11.0,4,1,0.860000014305,0.0,2.51053485429,1,3.27218,36.7757148743
1500000US150030111053,11.0,2,1,0.899999976158,0.0,2.62327155837,1,4.0168,38.2469161987
1500000US150030111061,10.0,1,0,0.879999995232,74.0,,0,,35.8007293701
1500000US150030111062,12.0,3,1,0.860000014305,81.0,16.1766602484,1,3.68691,34.5066635132
1500000US150030111063,1.0,1,1,0.920000016689,81.0,,0,,40.1395774115
1500000US150030111064,6.0,1,0,0.829999983311,81.0,,0,,37.0896844864
1500000US150030112011,9.0,2,0,0.839999973774,0.0,1.06511060174,1,0.91628,37.5799429757
1500000US150030112012,10.0,3,0,0.889999985695,0.0,4.19616386609,1,2.99379,36.2842910767
1500000US150030112013,11.0,1,1,0.870000004768,81.0,17.8873847774,1,16.4396,34.315788814
1500000US150030112014,10.0,1,0,0.860000014305,0.0,4.73567319835,1,5.56065,38.6928199768
1500000US150030112015,10.0,2,1,0.920000016689,0.0,20.612670972,1,12.1654,37.7826620738
1500000US150030112021,10.0,1,1,0.850000023842,81.0,2.1983379978,1,3.32601,32.8183547974
1500000US150030112022,10.0,1,1,0.930000007153,81.0,17.5639179958,1,6.9629,32.4598423453
1500000US150030113002,8.0,1,1,0.920000016689,81.0,26.4323555047,1,3.62379,45.5499345429
1500000US150030113003,9.0,1,1,0.920000016689,3.0,1.02693322439,1,0.417377,39.619203949
1500000US150030114011,12.0,2,1,0.879999995232,0.0,32.0975206313,1,7.14597,25.4516756351
1500000US150030114012,13.0,2,1,0.899999976158,0.0,28.3119561188,1,10.9314,24.4574269687
1500000US150039400031,10.0,2,1,0.930000007153,31.0,26.015027521,1,7.9592,34.8291438875
1500000US150039400041,10.0,2,1,0.939999997616,81.0,20.7126097982,1,1.56057,36.2562190968
1500000US150039400051,6.0,2,1,0.959999978542,81.0,0.0289506761155,1,0.00221991,31.1725726904
1500000US150039400061,8.0,2,1,0.930000007153,55.0,13.4086789907,1,3.69126,26.1142488321
1500000US150039400071,8.0,2,1,0.769999980927,81.0,8.69230742962,1,4.78176,25.0348397891
1500000US150039800001,6.0,3,1,0.819999992847,81.0,26.2332919289,1,2.52867,27.7611337745
1500000US150039802001,14.0,1,1,0.949999988079,0.0,159.149030385,1,9.6907,23.7512056849
1500000US150039803001,10.0,1,1,0.879999995232,12.0,117.845015766,1,8.34565,21.5495275124
1500000US150039810001,11.0,3,1,0.800000011921,65.0,42.7919106176,1,5.3665,44.2956743974
1500000US150039811001,10.0,2,1,0.930000007153,81.0,88.9294136042,1,6.10587,35.0708901152
1500000US150039813001,13.0,6,1,0.949999988079,47.0,82.5308014989,1,17.5143,31.8158297385
1500000US150039814001,13.0,1,1,0.930000007153,0.0,84.1307684672,1,8.45737,26.2881168365
1500000US150039817001,12.0,1,1,0.75,81.0,152.947211922,1,11.0675,37.6819379253
1500000US150039818011,9.0,1,0,0.730000019073,2.0,3.56679187907,1,1.61142,35.7912569682
1500000US150039818021,8.0,1,1,0.899999976158,81.0,30.5694942782,1,8.55203,34.575391596
1500000US150039818031,11.0,2,1,0.879999995232,31.0,453.650805478,1,50.3112,37.3613441836
1500000US150039819001,13.0,2,1,0.97000002861,12.0,184.030625796,1,9.77014,22.4274291077
1500000US150039820001,3.0,10,1,0.97000002861,81.0,,0,,54.8590998077
1500000US150039822001,14.0,4,1,0.939999997616,36.0,202.981215388,1,9.15561,22.7488167166
1500000US150050319001,9.0,1,1,0.829999983311,81.0,58.7262100857,1,3.42707,59.7187631212
1500000US150070401041,10.0,1,1,0.829999983311,81.0,267.52222792,1,5.05763,94.3502742606
1500000US150070401042,9.0,1,1,0.610000014305,24.0,114.244734085,1,25.7738,82.4000465393
1500000US150070401051,10.0,2,1,0.810000002384,81.0,166.436169177,1,2.3717,78.1183320451
1500000US150070401052,12.0,2,1,0.600000023842,81.0,102.111565488,1,1.68813,63.7495819915
1500000US150070401061,10.0,1,1,0.469999998808,81.0,3.24802797006,1,0.940486,71.2198599243
1500000US150070401062,8.0,1,1,0.52999997139,79.0,1.60205254906,1,0.293486,74.0992756379
1500000US150070401063,9.0,1,1,0.699999988079,81.0,119.869124784,1,14.3848,74.9453093095
1500000US150070402051,15.0,1,1,0.639999985695,77.0,63.2163775204,1,15.8876,46.3255589294
1500000US150070402052,14.0,1,1,0.560000002384,81.0,49.9031711999,1,11.6992,57.1977957317
1500000US150070402053,14.0,1,1,0.649999976158,81.0,71.0065156154,1,3.85506,52.5133764821
1500000US150070402054,10.0,1,1,0.639999985695,81.0,56.3051952494,1,12.9576,50.9861979167
1500000US150070403012,14.0,2,1,0.629999995232,78.0,0.0635914691195,1,0.00788083,48.5138294567
1500000US150070403013,12.0,2,1,0.670000016689,81.0,6.09330209004,1,1.11302,48.2473419414
1500000US150070403021,14.0,3,1,0.769999980927,80.0,69.1610591657,1,12.4898,41.5877662458
1500000US150070403022,14.0,1,1,0.839999973774,35.0,129.635376524,1,47.2966,42.4428476606
1500000US150070404012,13.0,1,1,0.800000011921,81.0,25.5060048482,1,4.6677,42.9131203757
1500000US150070404013,17.0,4,1,0.829999983311,81.0,239.752218392,1,2.42647,65.4266119719
1500000US150070404021,9.0,2,1,0.839999973774,81.0,18.2243248325,1,1.71302,49.7393752734
1500000US150070405002,7.0,3,1,0.839999973774,81.0,0.431490550603,1,0.200495,45.2143560137
1500000US150070405003,8.0,3,1,0.819999992847,81.0,0.868596721309,1,0.250805,47.4236197838
1500000US150070405004,13.0,4,1,0.860000014305,81.0,43.1581941005,1,1.53318,41.8012260199
1500000US150070406031,11.0,1,1,0.920000016689,66.0,34.4080724522,1,5.25908,35.8106821151
1500000US150070406032,11.0,1,1,0.949999988079,81.0,10.7393681879,1,0.3066,49.3482726073
1500000US150070406042,10.0,1,1,0.959999978542,81.0,18.5314148362,1,0.639602,50.3066055726
1500000US150070407023,12.0,1,1,0.730000019073,81.0,11.2267614352,1,2.29093,29.334145546
1500000US150070407024,10.0,2,1,0.930000007153,81.0,37.755088439,1,1.09868,41.740635318
1500000US150070408001,11.0,1,1,0.910000026226,81.0,104.541603389,1,1.69289,36.0165934884
1500000US150070408002,3.0,1,1,0.689999997616,81.0,,0,,28.723314694
1500000US150070408003,14.0,1,1,0.850000023842,75.0,93.1784134427,1,17.8328,27.5647102356
1500000US150070409001,11.0,3,1,0.959999978542,81.0,1367.68505942,1,12.2557,29.6214860789
1500000US150070409002,11.0,2,1,0.949999988079,81.0,19.3616833012,1,6.3648,20.9133051918
1500000US150070409003,14.0,2,1,0.949999988079,21.0,46.4420529844,1,10.9325,20.2919650396
1500000US150070409004,13.0,1,1,0.930000007153,0.0,64.4865609097,1,39.1513,19.6632723375
1500000US150070409005,11.0,1,1,0.949999988079,0.0,27.1381260014,1,27.7778,19.3953615824
1500000US150070409006,11.0,1,1,0.939999997616,0.0,65.9321891877,1,23.8937,18.8914512634
1500000US150079400001,12.0,2,1,0.839999973774,81.0,166.62845797,1,1.92851,56.0300109942
1500000US150079400002,12.0,1,1,0.860000014305,80.0,105.43920745,1,11.9202,44.3634465974
1500000US150090301001,10.0,1,1,0.829999983311,81.0,81.2055387314,1,0.381478,105.366955268
1500000US150090301002,9.0,1,1,0.819999992847,81.0,33.7194187832,1,2.62372,70.2232575189
1500000US150090302011,9.0,1,1,0.819999992847,81.0,20.313342036,1,0.236376,100.938142574
1500000US150090302012,9.0,1,1,0.730000019073,81.0,7.32559483356,1,0.600471,79.1462976903
1500000US150090302043,9.0,1,1,0.730000019073,81.0,7.60688325044,1,0.388743,59.0149764719
1500000US150090303053,8.0,1,1,0.810000002384,81.0,0.00447509475424,1,3.94545e-05,27.9140847689
1500000US150090303071,10.0,1,1,0.939999997616,81.0,113.788376332,1,3.1638,14.8810657797
1500000US150090303072,9.0,1,1,0.870000004768,71.0,35.757352872,1,6.60506,13.12867358
1500000US150090305011,11.0,1,1,0.810000002384,72.0,51.5415264639,1,3.83155,31.1360887035
1500000US150090305012,10.0,1,1,0.829999983311,81.0,32.3616935235,1,4.11593,33.8940220939
1500000US150090307061,11.0,1,1,0.949999988079,0.0,38.2716798899,1,17.1924,10.6949289441
1500000US150090307081,7.0,2,1,0.889999985695,42.0,13.3455662667,1,1.70612,11.7061062043
1500000US150090307082,10.0,1,1,0.879999995232,0.0,36.4111102171,1,31.6819,11.3687691689
1500000US150090307091,11.0,1,1,0.889999985695,52.0,31.7269380846,1,11.2377,11.9918244362
1500000US150090307092,9.0,1,1,0.839999973774,45.0,8.28361680889,1,4.88927,12.3678808212
1500000US150090307101,9.0,1,1,0.879999995232,37.0,17.0890414586,1,6.1041,12.6085943895
1500000US150090307111,11.0,1,1,0.910000026226,0.0,19.6548359816,1,19.6763,10.7182458242
1500000US150090307121,7.0,1,1,0.949999988079,0.0,1.57581804813,1,1.03997,10.9014579773
1500000US150090307131,11.0,1,1,0.930000007153,0.0,33.0568819303,1,22.3982,10.9511841138
1500000US150090307132,7.0,2,1,0.870000004768,1.0,9.5626331569,1,3.58571,11.1770666022
1500000US150090308001,12.0,1,1,0.850000023842,81.0,93.4785748489,1,1.86406,41.6032963887
1500000US150090309022,11.0,1,1,0.920000016689,13.0,21.5715073231,1,30.6999,19.2020271301
1500000US150090309033,11.0,1,1,0.910000026226,79.0,25.9940712406,1,10.1813,21.922057271
1500000US150090310023,11.0,2,1,0.910000026226,81.0,6.11388150178,1,2.09309,20.4538544655
1500000US150090311063,11.0,2,1,0.930000007153,54.0,14.0981915241,1,5.48852,18.2830283301
1500000US150090314021,9.0,4,1,0.870000004768,81.0,39.0268348746,1,2.26026,21.4561262897
1500000US150090314022,9.0,1,1,0.910000026226,21.0,24.0597254813,1,13.0857,14.1044061525
1500000US150090314041,10.0,1,1,0.889999985695,0.0,17.4682257835,1,15.2001,12.7322991235
1500000US150090314042,10.0,1,1,0.870000004768,0.0,48.6845816419,1,23.2148,11.9272634282
1500000US150090314043,11.0,1,1,0.889999985695,0.0,30.1338898044,1,20.9332,13.0795936584
1500000US150090315011,8.0,1,1,0.829999983311,45.0,0.480412100934,1,0.710935,36.0958080292
1500000US150090315012,8.0,1,1,0.879999995232,74.0,23.441492901,1,3.26365,40.9753934982
1500000US150090315031,9.0,1,1,0.920000016689,81.0,57.9580298918,1,3.97855,21.8947926724
1500000US150090315032,8.0,1,1,0.899999976158,81.0,40.6762802627,1,2.30745,33.2476251731
1500000US150090315041,8.0,1,1,0.920000016689,81.0,22.0872104268,1,0.495423,58.9150855359
1500000US150090315051,8.0,1,1,0.759999990463,10.0,46.457133757,1,56.0082,25.5245981216
1500000US150090316011,10.0,1,1,0.920000016689,81.0,40.307230062,1,0.482324,23.2810014454
1500000US150090317001,11.0,1,1,0.910000026226,81.0,405.767661494,1,6.00389,52.5898909906
1500000US150090317002,14.0,1,1,0.910000026226,81.0,277.216064762,1,4.13447,25.5236716627
1500000US150090317003,13.0,1,1,0.899999976158,71.0,80.128150077,1,29.3834,13.3801966274
1500000US150090317004,12.0,1,1,0.870000004768,81.0,3.93178224611,1,0.70376,17.3662137727
1500000US150090317005,13.0,1,1,0.889999985695,71.0,33.0734564654,1,7.26652,13.6742414967
1500000US150090318011,11.0,2,1,0.930000007153,81.0,74.0794926669,1,0.795149,22.4121546122
1500000US150090318012,9.0,2,1,0.860000014305,81.0,9.77195298539,1,0.15131,35.0476644986
1500000US150090319001,12.0,2,1,0.939999997616,63.0,386.671935309,1,6.66791,17.1522834068
1500000US150090319003,6.0,2,0,0.889999985695,0.0,,0,,16.6514240901
1500000US150090320001,13.0,1,1,0.910000026226,81.0,451.249815194,1,6.11672,20.0278294028
1500000US150010201001,,1,0,0.759999990463,81.0,,0,,153.26436841
1500000US150010204001,,1,0,0.759999990463,13.0,,0,,147.06464059
1500000US150010204002,,1,1,0.769999980927,21.0,,0,,149.271696824
1500000US150010205002,,3,1,0.77999997139,5.0,,0,,140.073287964
1500000US150010205003,,3,1,0.839999973774,31.0,,0,,147.678268009
1500000US150010205004,,1,1,0.800000011921,40.0,,0,,142.521500854
1500000US150010206004,,2,1,0.800000011921,30.0,,0,,138.245208958
1500000US150010207011,,4,0,0.819999992847,25.0,,0,,145.004135132
1500000US150010207012,,1,1,0.819999992847,22.0,,0,,145.907062161
1500000US150010207013,,2,1,0.870000004768,32.0,,0,,151.945871735
1500000US150010207021,,1,1,0.769999980927,28.0,,0,,164.009067311
1500000US150010207022,,1,1,0.850000023842,41.0,,0,,158.065896606
1500000US150010207023,,1,1,0.800000011921,31.0,,0,,154.507369995
1500000US150010208011,,1,1,0.829999983311,46.0,,0,,161.516432073
1500000US150010208012,,1,1,0.839999973774,73.0,,0,,198.535483747
1500000US150010208013,,1,1,0.790000021458,73.0,,0,,202.274623017
1500000US150010208021,,1,1,0.829999983311,65.0,,0,,166.51227356
1500000US150010208022,,1,0,0.699999988079,42.0,,0,,169.069308472
1500000US150010208023,,2,1,0.810000002384,77.0,,0,,178.569111386
1500000US150010208024,,3,1,0.889999985695,71.0,,0,,154.592319195
1500000US150010208025,,1,1,0.77999997139,73.0,,0,,160.80281348
1500000US150010209001,,1,1,0.769999980927,47.0,,0,,154.800684938
1500000US150010209002,,1,1,0.800000011921,8.0,,0,,157.145203202
1500000US150010209003,,1,1,0.879999995232,61.0,,0,,175.44909049
1500000US150010209004,,1,1,0.819999992847,25.0,,0,,170.407262802
1500000US150010209005,,1,1,0.860000014305,73.0,,0,,198.770036819
1500000US150010210031,,1,0,0.790000021458,12.0,,0,,146.378451723
1500000US150010210032,,1,0,0.790000021458,14.0,,0,,144.496607854
1500000US150010210033,,1,0,0.769999980927,1.0,,0,,139.680799696
1500000US150010210034,,1,0,0.800000011921,16.0,,0,,144.665248768
1500000US150010210035,,1,0,0.810000002384,16.0,,0,,145.053213685
1500000US150010210111,,1,0,0.839999973774,46.0,,0,,197.253106234
1500000US150010210112,,1,0,0.419999986887,81.0,,0,,116.745165388
1500000US150010210113,,1,0,0.759999990463,70.0,,0,,224.579320806
1500000US150010210132,,2,0,0.850000023842,59.0,,0,,167.988721111
1500000US150010210133,,4,0,0.829999983311,54.0,,0,,152.893839628
1500000US150010210141,,1,0,0.860000014305,9.0,,0,,131.17526081
1500000US150010210142,,1,0,0.790000021458,3.0,,0,,139.112667422
1500000US150010210152,,1,0,0.850000023842,14.0,,0,,135.970610809
1500000US150010210161,,1,0,0.839999973774,23.0,,0,,165.533787569
1500000US150010210162,,1,0,0.860000014305,31.0,,0,,178.706505549
1500000US150010210163,,1,0,0.819999992847,48.0,,0,,161.638580685
1500000US150010210171,,1,0,0.829999983311,24.0,,0,,184.926430526
1500000US150010210172,,1,0,0.860000014305,71.0,,0,,199.975790672
1500000US150010210173,,1,0,0.560000002384,11.0,,0,,172.337900264
1500000US150010211012,,2,0,0.879999995232,76.0,,0,,124.24688084
1500000US150010211083,,2,0,0.860000014305,80.0,,0,,118.777938056
1500000US150010212032,,1,0,0.920000016689,81.0,,0,,36.2009355979
1500000US150010212033,,1,0,0.959999978542,79.0,,0,,32.75062279
1500000US150010212042,,1,0,0.959999978542,58.0,,0,,28.1927249746
1500000US150010213001,,1,1,0.939999997616,81.0,,0,,50.981557364
1500000US150010213002,,1,1,0.899999976158,81.0,,0,,50.8517933381
1500000US150010213004,,1,1,0.889999985695,81.0,,0,,41.0068624755
1500000US150010214022,,1,1,0.930000007153,81.0,,0,,55.6328289461
1500000US150010215021,,1,1,0.819999992847,81.0,,0,,41.4743528366
1500000US150010215022,,1,0,0.930000007153,81.0,,0,,36.1042234884
1500000US150010215023,,1,1,0.810000002384,81.0,,0,,53.9220566492
1500000US150010215041,,2,0,0.709999978542,40.0,,0,,40.4842861938
1500000US150010215102,,1,1,0.879999995232,81.0,,0,,49.0902254716
1500000US150010215111,,1,1,0.759999990463,81.0,,0,,42.6836910248
1500000US150010215121,,1,0,0.870000004768,81.0,,0,,40.794475455
1500000US150010215122,,1,0,0.930000007153,70.0,,0,,24.0872460141
1500000US150010215132,,1,0,0.889999985695,60.0,,0,,29.346940334
1500000US150010215133,,1,0,0.77999997139,81.0,,0,,40.3331415812
1500000US150010216051,,2,1,0.769999980927,81.0,,0,,47.8391325018
1500000US150010216061,,1,1,0.740000009537,55.0,,0,,31.7942394802
1500000US150010216062,,1,1,0.730000019073,81.0,,0,,41.1393958836
1500000US150010216071,,1,1,0.629999995232,81.0,,0,,39.2559061358
1500000US150010216072,,1,1,0.519999980927,81.0,,0,,36.5757157462
1500000US150010216073,,1,1,0.740000009537,41.0,,0,,33.8402064397
1500000US150010216083,,1,1,0.730000019073,22.0,,0,,29.8490038978
1500000US150010216084,,1,1,0.75,49.0,,0,,32.1134696537
1500000US150010217051,,1,1,0.699999988079,81.0,,0,,77.1801108506
1500000US150010217052,,2,1,0.649999976158,81.0,,0,,53.2239669164
1500000US150010217053,,2,1,0.709999978542,79.0,,0,,28.6632476111
1500000US150010217061,,1,1,0.649999976158,77.0,,0,,52.3219773782
1500000US150010217062,,2,1,0.810000002384,81.0,,0,,30.8361107698
1500000US150010217071,,1,0,0.97000002861,64.0,,0,,13.0732168418
1500000US150010217072,,1,0,0.990000009537,68.0,,0,,12.4679649292
1500000US150010217073,,1,1,1.0,76.0,,0,,15.3587922929
1500000US150010217082,,1,0,0.959999978542,63.0,,0,,11.9647485813
1500000US150010217083,,1,0,0.990000009537,75.0,,0,,11.4166835658
1500000US150010218001,,2,1,0.939999997616,68.0,,0,,55.2052035097
1500000US150010219022,,1,1,0.920000016689,81.0,,0,,92.329507192
1500000US150010219023,,1,1,0.930000007153,75.0,,0,,95.9369169871
1500000US150030001101,,1,0,0.910000026226,48.0,,0,,30.0427088056
1500000US150030001103,,1,0,0.879999995232,81.0,,0,,29.9890268372
1500000US150030001104,,1,0,0.829999983311,81.0,,0,,28.163031522
1500000US150030001152,,1,0,0.620000004768,20.0,,0,,42.5008570353
1500000US150030001192,,1,0,0.610000014305,18.0,,0,,32.0145028432
1500000US150030001202,,1,0,0.870000004768,81.0,,0,,31.3496047126
1500000US150030001221,,2,0,0.810000002384,21.0,,0,,27.6619714101
1500000US150030001222,,2,0,0.759999990463,0.0,,0,,28.6340613365
1500000US150030002002,,1,0,0.680000007153,81.0,,0,,38.312651062
1500000US150030003021,,1,1,0.660000026226,81.0,,0,,45.1897411346
1500000US150030004011,,3,1,0.620000004768,81.0,,0,,33.6913998922
1500000US150030004012,,3,1,0.629999995232,81.0,,0,,53.4458107418
1500000US150030004021,,2,0,0.52999997139,81.0,,0,,32.9705760956
1500000US150030004023,,1,1,0.560000002384,81.0,,0,,39.1360092163
1500000US150030005002,,3,1,0.430000007153,0.0,,0,,29.1876155853
1500000US150030007001,,2,0,0.579999983311,23.0,,0,,26.753464063
1500000US150030007002,,5,1,0.569999992847,21.0,,0,,29.909078598
1500000US150030007003,,3,0,0.460000008345,32.0,,0,,27.8158798218
1500000US150030007004,,3,0,0.550000011921,21.0,,0,,28.6826753616
1500000US150030008001,,4,0,0.600000023842,29.0,,0,,30.264362971
1500000US150030008002,,4,0,0.579999983311,63.0,,0,,28.4633655548
1500000US150030008003,,4,0,0.610000014305,59.0,,0,,27.4197320938
1500000US150030009011,,3,1,0.430000007153,81.0,,0,,39.8051355535
1500000US150030009012,,3,1,0.579999983311,0.0,,0,,32.0656614304
1500000US150030009031,,4,0,0.589999973774,81.0,,0,,32.4057002068
1500000US150030009032,,3,0,0.579999983311,73.0,,0,,32.5895829882
1500000US150030009041,,3,0,0.610000014305,81.0,,0,,36.4634527727
1500000US150030009051,,5,0,0.629999995232,81.0,,0,,42.2104640537
1500000US150030009052,,2,0,0.550000011921,76.0,,0,,41.8945960999
1500000US150030010001,,2,1,0.75,81.0,,0,,93.3217267768
1500000US150030010002,,3,0,0.670000016689,81.0,,0,,61.4015417099
1500000US150030011011,,3,0,0.670000016689,55.0,,0,,48.0346298218
1500000US150030011012,,3,0,0.670000016689,77.0,,0,,63.4018297195
1500000US150030011021,,3,0,0.40000000596,81.0,,0,,62.1006088257
1500000US150030011022,,3,0,0.649999976158,9.0,,0,,52.3765525818
1500000US150030012011,,5,1,0.560000002384,51.0,,0,,31.8721173604
1500000US150030012012,,3,0,0.560000002384,73.0,,0,,34.4442132314
1500000US150030012021,,3,0,0.579999983311,81.0,,0,,39.284532547
1500000US150030012022,,3,0,0.639999985695,35.0,,0,,40.5083599091
1500000US150030013001,,5,0,0.550000011921,4.0,,0,,29.3654060364
1500000US150030013002,,3,0,0.579999983311,13.0,,0,,29.3646812439
1500000US150030013003,,5,0,0.52999997139,22.0,,0,,30.2437243462
1500000US150030013004,,3,0,0.569999992847,26.0,,0,,30.6329488754
1500000US150030014001,,2,0,0.52999997139,35.0,,0,,27.5587018331
1500000US150030014002,,3,0,0.560000002384,27.0,,0,,27.9631904602
1500000US150030015011,,4,0,0.610000014305,0.0,,0,,28.4846363068
1500000US150030015021,,2,0,0.519999980927,16.0,,0,,27.5273141861
1500000US150030015022,,3,0,0.560000002384,17.0,,0,,26.5949468613
1500000US150030016021,,3,0,0.600000023842,3.0,,0,,26.3360290527
1500000US150030016022,,3,0,0.620000004768,10.0,,0,,25.6972994804
1500000US150030026001,,3,0,0.660000026226,0.0,,0,,32.6695518494
1500000US150030027011,,2,1,0.660000026226,57.0,,0,,40.3927743094
1500000US150030027013,,3,1,0.670000016689,62.0,,0,,32.9101498922
1500000US150030027021,,1,0,0.72000002861,59.0,,0,,38.7968002319
1500000US150030027022,,2,0,0.730000019073,81.0,,0,,36.3859185113
1500000US150030027023,,2,0,0.289999991655,0.0,,0,,35.4344291687
1500000US150030028011,,4,1,0.639999985695,81.0,,0,,38.4604390462
1500000US150030028021,,5,0,0.629999995232,81.0,,0,,55.5280118422
1500000US150030028022,,3,0,0.629999995232,81.0,,0,,40.6394720078
1500000US150030029001,,3,1,0.670000016689,81.0,,0,,56.5202431452
1500000US150030030001,,2,0,0.680000007153,78.0,,0,,61.8634696007
1500000US150030030002,,1,0,0.730000019073,25.0,,0,,44.3188056946
1500000US150030030003,,2,1,0.680000007153,20.0,,0,,63.4336662292
1500000US150030030004,,1,0,0.730000019073,81.0,,0,,48.7036586761
1500000US150030031021,,1,0,0.439999997616,81.0,,0,,126.532357788
1500000US150030031022,,2,1,0.680000007153,49.0,,0,,93.524564743
1500000US150030031031,,2,1,0.709999978542,81.0,,0,,112.850543167
1500000US150030031041,,1,0,0.680000007153,81.0,,0,,92.2743601118
1500000US150030034041,,5,0,0.759999990463,18.0,,0,,37.3770523071
1500000US150030034042,,5,0,0.689999997616,19.0,,0,,
1500000US150030034043,,5,0,,7.0,,0,,34.5342445374
1500000US150030034044,,4,0,0.270000010729,11.0,,0,,35.9286880493
1500000US150030034081,,5,0,,0.0,,0,,33.3394851685
1500000US150030034082,,5,0,0.649999976158,0.0,,0,,
1500000US150030034091,,4,0,0.280000001192,0.0,,0,,31.7820167542
1500000US150030034092,,4,0,,0.0,,0,,
1500000US150030034101,,4,0,0.660000026226,0.0,,0,,32.7588577271
1500000US150030034111,,5,0,0.300000011921,49.0,,0,,32.7105712891
1500000US150030034121,,5,0,0.75,69.0,,0,,34.458612442
1500000US150030034131,,6,0,0.370000004768,3.0,,0,,32.2893714905
1500000US150030034132,,4,0,,7.0,,0,,30.9667778015
1500000US150030034141,,1,0,0.519999980927,0.0,,0,,40.5450134277
1500000US150030034142,,1,0,0.610000014305,13.0,,0,,35.1212539673
1500000US150030034143,,2,0,0.689999997616,26.0,,0,,37.4140739441
1500000US150030034144,,3,0,0.639999985695,3.0,,0,,33.3433876038
1500000US150030035011,,4,0,0.560000002384,0.0,,0,,30.4019231796
1500000US150030035012,,3,0,0.839999973774,2.0,,0,,29.3417520523
1500000US150030035031,,5,0,0.629999995232,0.0,,0,,30.146241188
1500000US150030035041,,4,0,0.589999973774,0.0,,0,,31.6172993978
1500000US150030035042,,4,1,0.569999992847,0.0,,0,,30.2871875763
1500000US150030041011,,3,0,,17.0,,0,,31.8262367249
1500000US150030041012,,6,0,0.899999976158,46.0,,0,,31.9333963394
1500000US150030041021,,5,0,,0.0,,0,,29.8005504608
1500000US150030041022,,5,0,0.910000026226,13.0,,0,,31.4228420258
1500000US150030042011,,3,0,,0.0,,0,,
1500000US150030042012,,3,0,0.600000023842,0.0,,0,,
1500000US150030042021,,4,0,0.899999976158,9.0,,0,,30.988409996
1500000US150030042022,,4,0,0.730000019073,6.0,,0,,32.3225698471
1500000US150030043011,,4,0,0.959999978542,81.0,,0,,34.7816486359
1500000US150030043012,,8,0,0.949999988079,81.0,,0,,37.0054334913
1500000US150030043021,,4,0,0.920000016689,15.0,,0,,38.7746963501
1500000US150030043022,,5,0,0.939999997616,7.0,,0,,36.657090505
