GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,igtn_prob_test_maximum,n10_landslide_susc_maximum,slrxa_3pt2ft_acres,slrxa_3pt2ft_intersect,slrxa_3pt2ft_pct,staterf_inann_mean
1500000US150010215042,20.0,3,1,0.949999988079,81.0,133.158150447,1,2.22938,25.7061060877
1500000US150010215101,10.0,1,1,0.759999990463,81.0,1.37022789532,1,0.276267,33.4085853946
1500000US150010215103,10.0,1,1,0.910000026226,81.0,2.51803840709,1,0.193852,37.3095200701
1500000US150010215104,10.0,1,1,0.829999983311,81.0,4.90265665996,1,0.695793,34.79832218
1500000US150010215131,11.0,1,1,0.980000019073,81.0,65.130385269,1,0.451329,18.7836067238
1500000US150010216052,10.0,1,1,0.740000009537,50.0,6.08358728687,1,5.0172,28.5621492863
1500000US150010216053,10.0,1,1,0.819999992847,80.0,10.4782126483,1,0.994255,36.779822136
1500000US150010216081,10.0,1,1,0.759999990463,40.0,2.87046237667,1,4.21998,28.6330871582
1500000US150010216082,11.0,1,1,0.730000019073,2.0,0.843028835952,1,0.441361,31.2190168699
1500000US150010217081,16.0,1,1,1.0,81.0,200.067245718,1,2.39909,14.1483175046
1500000US150010218002,11.0,2,1,1.0,81.0,32.4766870923,1,0.155524,36.3474184235
1500000US150010218003,8.0,2,1,0.920000016689,80.0,1.13417280157,1,0.0476883,62.8827080665
1500000US150010218004,9.0,1,1,0.899999976158,81.0,25.2278504881,1,0.285334,75.6207522369
1500000US150010219021,9.0,1,1,0.949999988079,81.0,64.6764206007,1,0.267809,81.8113194364
1500000US150010220001,8.0,1,0,0.939999997616,81.0,2.70547313447,1,0.00997042,71.2261648595
1500000US150010220002,8.0,1,1,0.959999978542,81.0,6.04193763727,1,0.187963,87.1578715201
1500000US150010221021,9.0,1,0,0.97000002861,81.0,36.6651722593,1,0.198827,145.733971747
1500000US150010221022,9.0,1,0,0.910000026226,81.0,12.5927591145,1,0.565857,167.82824498
1500000US150030001071,9.0,1,1,0.829999983311,81.0,0.41877958822,1,0.10909,35.184242912
1500000US150030001072,11.0,2,1,0.810000002384,81.0,59.1332689089,1,32.6627,33.8258197491
1500000US150030001081,8.0,2,1,0.810000002384,0.0,54.6408204747,1,33.2865,31.2814953544
1500000US150030001082,8.0,1,1,0.540000021458,23.0,16.2068504534,1,33.5221,33.5844790141
1500000US150030001083,9.0,1,1,0.579999983311,44.0,67.1839786151,1,48.9255,33.1210070716
1500000US150030001102,8.0,1,1,0.879999995232,81.0,36.5427809679,1,8.82668,27.6415371895
1500000US150030001141,6.0,1,1,0.75,14.0,3.17394485606,1,3.15635,27.0584723949
1500000US150030001142,8.0,1,1,0.819999992847,81.0,29.6710769502,1,14.0689,26.4742834909
1500000US150030001151,7.0,1,1,0.800000011921,81.0,0.3853416706,1,0.0876595,45.456303083
1500000US150030001153,9.0,1,0,0.560000002384,3.0,0.404388803943,1,1.46977,38.211523056
1500000US150030001161,10.0,1,0,0.930000007153,81.0,2.98462914785,1,1.28598,45.4796437158
1500000US150030001171,6.0,1,0,0.819999992847,81.0,0.477823660454,1,0.230073,38.3607541598
1500000US150030001181,2.0,1,0,0.939999997616,81.0,,0,,37.9958619839
1500000US150030001191,1.0,2,0,0.730000019073,63.0,,0,,31.2704273224
1500000US150030001193,9.0,2,1,0.819999992847,0.0,26.3446869858,1,35.5209,32.4396591187
1500000US150030001201,9.0,1,0,0.800000011921,34.0,0.769641162151,1,1.62181,33.1492411296
1500000US150030001203,9.0,1,1,0.839999973774,81.0,0.591179190238,1,0.162077,32.6762723923
1500000US150030001211,7.0,1,1,0.790000021458,0.0,15.2428095527,1,24.1931,30.685667038
1500000US150030001212,7.0,2,1,0.600000023842,0.0,72.6482302258,1,54.0704,29.0619415283
1500000US150030001223,8.0,2,0,0.790000021458,81.0,,0,,29.9263987108
1500000US150030002001,9.0,1,1,0.600000023842,4.0,67.315518006,1,48.4492,30.3491945267
1500000US150030002003,9.0,1,1,0.589999973774,81.0,2.45053143231,1,1.43009,32.1949954033
1500000US150030002004,7.0,1,1,0.620000004768,81.0,0.493442206269,1,0.145052,40.2642137628
1500000US150030002005,8.0,1,1,0.699999988079,81.0,1.17236936167,1,0.546742,42.0761997825
1500000US150030002006,9.0,1,1,0.540000021458,9.0,7.68024899835,1,14.3566,34.4678024292
1500000US150030003011,8.0,1,1,0.639999985695,81.0,0.490971964329,1,0.101998,52.2586156573
1500000US150030003012,4.0,2,1,0.629999995232,81.0,,0,,38.8943030834
1500000US150030003022,9.0,2,1,0.639999985695,71.0,27.6310151091,1,13.9657,30.8903748194
1500000US150030004022,4.0,2,0,0.550000011921,81.0,0.183735092873,1,0.0497889,38.3988398772
1500000US150030005001,10.0,2,1,0.569999992847,1.0,6.77016317641,1,5.40768,29.017472744
1500000US150030005003,10.0,2,1,0.600000023842,58.0,11.8937063347,1,9.3283,25.9633744558
1500000US150030005004,9.0,1,1,0.560000002384,0.0,5.45376456971,1,3.87339,27.4619762897
1500000US150030005005,10.0,4,1,0.550000011921,3.0,21.7191428063,1,9.20528,29.7519917806
1500000US150030006001,5.0,2,1,0.649999976158,81.0,2.71904413769,1,0.506332,23.7123116629
1500000US150030006002,9.0,1,1,0.589999973774,81.0,12.2881544282,1,5.18307,24.6606116295
1500000US150030016011,3.0,2,0,0.600000023842,0.0,,0,,25.6162233353
1500000US150030016012,7.0,2,0,0.52999997139,0.0,0.088254050576,1,0.271736,25.5804347992
1500000US150030017001,4.0,2,1,0.629999995232,41.0,,0,,23.545419693
1500000US150030017002,11.0,2,1,0.579999983311,80.0,33.712578343,1,14.4429,23.2917865753
1500000US150030018011,6.0,1,1,0.579999983311,0.0,3.66213224218,1,15.2362,25.3790391286
1500000US150030018012,7.0,2,1,0.589999973774,0.0,2.46108231381,1,13.7409,24.7151699066
1500000US150030018031,9.0,1,1,,0.0,0.558046180001,1,9.73989,
1500000US150030018032,6.0,1,1,0.419999986887,0.0,0.248062959808,1,6.66311,26.0163021088
1500000US150030018033,12.0,1,1,0.469999998808,0.0,6.94728801512,1,43.9756,
1500000US150030018034,9.0,1,1,,0.0,0.459534102859,1,6.84849,
1500000US150030018041,8.0,1,1,,0.0,0.460212692183,1,3.79186,25.6289615631
1500000US150030018042,7.0,2,1,0.469999998808,0.0,0.44642762665,1,1.8884,25.0393943787
1500000US150030019011,11.0,3,1,0.660000026226,0.0,83.7887073016,1,29.0832,25.2134720484
1500000US150030019051,10.0,2,1,0.540000021458,0.0,3.50422549357,1,59.5927,
1500000US150030019052,11.0,1,1,,0.0,5.6035515768,1,61.3307,25.9729995728
1500000US150030019061,10.0,2,1,,0.0,1.48202596825,1,18.8612,26.440158844
1500000US150030019062,10.0,2,1,,0.0,1.76338330032,1,33.1598,
1500000US150030019063,12.0,2,1,0.449999988079,0.0,5.00239157811,1,49.7099,26.6997013092
1500000US150030019071,11.0,1,1,0.620000004768,0.0,3.95369190093,1,58.8522,
1500000US150030019072,8.0,1,1,0.25,0.0,1.88526468988,1,44.2477,26.1856021881
1500000US150030019073,8.0,2,1,,0.0,2.97851465283,1,59.1007,
1500000US150030020031,8.0,1,1,,0.0,0.739248843197,1,3.20594,25.9684181213
1500000US150030020032,7.0,1,1,0.600000023842,0.0,0.942412456154,1,7.73118,
1500000US150030020041,7.0,1,1,,0.0,0.690697191285,1,14.129,26.0760974884
1500000US150030020042,10.0,1,1,0.319999992847,0.0,9.19789600089,1,27.1631,25.8335056305
1500000US150030020051,11.0,2,1,0.540000021458,0.0,3.54012667211,1,24.7278,26.9794998169
1500000US150030020052,11.0,2,1,0.639999985695,0.0,5.18856580969,1,34.3384,27.0022506714
1500000US150030020061,11.0,1,1,0.600000023842,0.0,4.67484872354,1,27.3235,26.5483255386
1500000US150030020062,10.0,1,1,0.639999985695,0.0,5.14191590652,1,22.3341,26.0849189758
1500000US150030021011,11.0,4,1,0.490000009537,0.0,60.9199911731,1,34.3497,26.9073326928
1500000US150030021012,5.0,1,1,,0.0,,0,,
1500000US150030021013,5.0,2,1,0.52999997139,0.0,,0,,28.1509590149
1500000US150030021021,10.0,3,1,0.389999985695,5.0,1.89413222594,1,4.51031,29.1231822968
1500000US150030021022,7.0,3,1,0.600000023842,11.0,0.681586819883,1,1.20132,29.5005283356
1500000US150030022031,11.0,3,1,0.560000002384,0.0,24.8813592865,1,47.7073,27.4402098656
1500000US150030022041,10.0,2,1,0.340000003576,0.0,1.71933019976,1,13.284,27.5849285126
1500000US150030022051,10.0,2,1,0.610000014305,0.0,7.81748622737,1,17.4485,27.7403116226
1500000US150030022061,5.0,2,1,0.300000011921,0.0,,0,,
1500000US150030022062,10.0,3,1,0.379999995232,28.0,0.974316770764,1,6.05052,28.5007476807
1500000US150030023011,7.0,3,1,0.550000011921,19.0,0.126748666344,1,0.60085,29.8100948334
1500000US150030023012,6.0,3,0,0.230000004172,0.0,,0,,29.9395189285
1500000US150030023013,7.0,3,0,0.25,0.0,,0,,28.9057807922
1500000US150030023021,8.0,2,1,0.300000011921,0.0,0.77389865712,1,4.09687,28.6046524048
1500000US150030023022,8.0,1,1,0.610000014305,0.0,2.4463626241,1,13.3699,29.4541339874
1500000US150030024011,12.0,2,1,0.629999995232,0.0,4.16989239205,1,27.6231,28.2790031433
1500000US150030024012,8.0,3,1,0.670000016689,0.0,3.30635020663,1,33.6162,28.7431564331
1500000US150030024013,8.0,3,1,0.569999992847,0.0,2.53963343952,1,29.9564,
1500000US150030024014,8.0,3,1,,0.0,1.48359168458,1,17.4487,28.3796672821
1500000US150030024031,7.0,3,1,0.569999992847,0.0,,0,,
1500000US150030024032,8.0,3,1,0.689999997616,0.0,0.476482664501,1,4.20347,29.7653217316
1500000US150030024041,11.0,2,0,0.629999995232,0.0,1.26594900932,1,7.04436,30.5530910492
1500000US150030024042,8.0,3,1,0.620000004768,0.0,0.826432582248,1,4.01166,29.6232318878
1500000US150030025001,12.0,4,1,0.620000004768,0.0,10.6675461526,1,17.9403,28.9305217743
1500000US150030025002,9.0,3,1,0.629999995232,0.0,7.86400935397,1,26.4689,28.4809827805
1500000US150030025003,8.0,3,1,0.610000014305,0.0,0.691108978617,1,4.06037,30.4961776733
1500000US150030026002,7.0,3,0,0.639999985695,33.0,,0,,31.5930452347
1500000US150030026003,4.0,3,0,0.680000007153,0.0,,0,,31.9543471336
1500000US150030026004,4.0,3,0,0.649999976158,0.0,,0,,31.1470403671
1500000US150030027012,1.0,4,1,0.600000023842,49.0,,0,,31.9488716125
1500000US150030027024,1.0,3,0,0.610000014305,13.0,,0,,34.2509536743
1500000US150030036031,6.0,5,0,0.289999991655,0.0,,0,,29.2212562561
1500000US150030036032,6.0,3,0,,0.0,,0,,28.3742656708
1500000US150030036033,5.0,4,0,0.479999989271,0.0,,0,,
1500000US150030036041,8.0,3,0,0.699999988079,0.0,3.07267692057,1,11.9516,27.5953941345
1500000US150030036042,8.0,3,1,0.180000007153,0.0,0.127068371938,1,0.597494,27.6184740067
1500000US150030036051,8.0,4,1,0.629999995232,0.0,0.155003825123,1,0.408005,27.6500676473
1500000US150030036061,7.0,5,0,0.660000026226,0.0,,0,,28.7273171743
1500000US150030036062,8.0,3,1,0.72000002861,0.0,0.153026456811,1,1.01009,27.5706634521
1500000US150030037011,10.0,3,1,0.620000004768,0.0,1.90722393789,1,25.4721,26.420042038
1500000US150030037012,10.0,2,1,,0.0,2.38407454231,1,23.7208,
1500000US150030037013,8.0,3,1,,0.0,0.717328681386,1,6.58085,26.8228874207
1500000US150030037014,11.0,3,1,0.439999997616,0.0,3.29156751355,1,22.7457,27.2363529205
1500000US150030037021,9.0,2,1,0.829999983311,0.0,0.557985233774,1,4.74455,26.3286399841
1500000US150030037022,8.0,2,1,,0.0,0.675575878986,1,14.1575,26.4930877686
1500000US150030037023,8.0,2,1,0.579999983311,0.0,8.18672659334,1,18.9725,25.9088973999
1500000US150030037024,8.0,2,1,0.209999993443,0.0,1.04650538096,1,14.2592,
1500000US150030037031,9.0,2,1,0.920000016689,0.0,0.336652182414,1,1.64279,26.716135025
1500000US150030037032,7.0,4,1,0.20000000298,0.0,0.645427810223,1,5.14352,26.9556922913
1500000US150030037033,8.0,2,1,0.730000019073,0.0,5.21713981752,1,26.3306,25.7637739182
1500000US150030037034,12.0,1,1,0.34999999404,11.0,80.9727192651,1,32.9369,25.0258835157
1500000US150030037035,9.0,5,1,0.660000026226,0.0,15.0812279814,1,9.6867,27.0823047638
1500000US150030038011,8.0,1,1,0.810000002384,0.0,0.523333250676,1,2.03037,26.654507637
1500000US150030038012,8.0,2,1,0.829999983311,0.0,6.18339027324,1,22.5444,26.3317661285
1500000US150030038013,8.0,1,1,0.77999997139,51.0,2.7429512358,1,4.97199,24.1704788208
1500000US150030038014,10.0,1,1,0.239999994636,0.0,3.87968728761,1,13.3523,25.7210245132
1500000US150030038015,10.0,1,1,0.899999976158,0.0,52.112081475,1,37.5357,24.7711034255
1500000US150030038021,9.0,2,1,0.550000011921,0.0,2.01668950548,1,9.11907,26.7427024841
1500000US150030038022,7.0,2,0,0.389999985695,0.0,0.0657597660104,1,0.6464,27.2203464508
1500000US150030038023,7.0,1,0,,0.0,,0,,
1500000US150030038024,7.0,2,0,0.759999990463,0.0,,0,,
1500000US150030038025,8.0,3,0,0.360000014305,0.0,0.174040425674,1,0.634515,27.3286552429
1500000US150030039001,12.0,3,1,0.920000016689,22.0,35.3751563559,1,10.2935,26.2465805574
1500000US150030040001,11.0,2,0,0.899999976158,0.0,,0,,28.1925721169
1500000US150030040002,4.0,2,0,0.460000008345,0.0,,0,,28.6723537445
1500000US150030041023,7.0,6,0,0.939999997616,0.0,,0,,29.3808514277
1500000US150030050002,8.0,4,1,0.910000026226,46.0,,0,,37.3025016785
1500000US150030050004,8.0,5,1,0.889999985695,11.0,,0,,36.7036933899
1500000US150030051001,2.0,3,0,,0.0,,0,,30.3880443573
1500000US150030051002,10.0,4,0,0.870000004768,31.0,1.58535235645,1,3.66048,32.6622829437
1500000US150030052001,9.0,1,1,0.910000026226,0.0,0.827698860005,1,2.47097,28.5864782333
1500000US150030052002,10.0,3,1,0.910000026226,7.0,1.06985648851,1,6.11314,29.691904068
1500000US150030053001,10.0,5,1,0.899999976158,0.0,2.21350383522,1,4.19376,32.185781002
1500000US150030053002,11.0,7,1,0.910000026226,33.0,0.929172487966,1,2.79989,35.29413414
1500000US150030054001,5.0,5,0,0.589999973774,0.0,,0,,32.3368110657
1500000US150030056011,3.0,4,0,,0.0,,0,,38.3948364258
1500000US150030056012,10.0,6,0,0.889999985695,0.0,0.823356636101,1,3.1177,36.7488365173
1500000US150030056021,3.0,9,0,0.910000026226,0.0,0.000457226187331,1,0.000553051,38.6369781494
1500000US150030056022,9.0,6,0,0.910000026226,2.0,0.191862181658,1,0.720024,
1500000US150030056023,11.0,10,0,0.939999997616,0.0,1.69073554426,1,1.95103,35.3511726379
1500000US150030057001,12.0,5,1,0.939999997616,0.0,132.150498236,1,11.7887,26.3577872437
1500000US150030057002,12.0,8,0,0.910000026226,0.0,5.09312702023,1,4.01427,32.6419210434
1500000US150030058002,3.0,4,0,0.689999997616,0.0,,0,,30.3361935616
1500000US150030059001,12.0,3,1,0.939999997616,0.0,80.0534209539,1,13.7397,27.6799721241
1500000US150030059002,12.0,3,1,0.860000014305,0.0,2.43486624819,1,5.52732,30.6952749888
1500000US150030060003,12.0,7,1,0.910000026226,30.0,3.35420825983,1,3.11894,32.7633152008
1500000US150030067045,13.0,4,1,0.930000007153,81.0,0.530153496734,1,0.234543,38.3130598068
1500000US150030069003,7.0,1,1,0.930000007153,53.0,,0,,29.7251021067
1500000US150030071001,14.0,4,0,0.959999978542,0.0,1.06382640444,1,0.512737,24.0949853659
1500000US150030071002,15.0,1,0,0.939999997616,14.0,1.24220846159,1,1.25373,24.0447624207
1500000US150030073021,11.0,1,1,0.949999988079,0.0,14.9409741098,1,4.19988,22.2564953168
1500000US150030073022,5.0,1,0,0.939999997616,0.0,,0,,22.3621814251
1500000US150030073023,8.0,1,0,0.939999997616,0.0,,0,,22.8651736123
1500000US150030074001,13.0,8,1,0.949999988079,51.0,91.6950581736,1,4.80325,25.3583311374
1500000US150030074002,12.0,1,1,0.920000016689,37.0,69.2917934244,1,6.29953,23.8911846753
1500000US150030075041,12.0,4,1,0.939999997616,28.0,6.96356426489,1,3.32679,31.2282619476
1500000US150030077012,10.0,3,1,0.899999976158,36.0,,0,,33.4771614075
1500000US150030077013,12.0,2,1,0.889999985695,28.0,20.1567076573,1,6.9463,30.2301569719
1500000US150030078074,1.0,2,0,0.860000014305,42.0,0.114662890634,1,0.347083,33.0225410461
1500000US150030078081,12.0,2,1,0.850000023842,0.0,35.4590412673,1,16.3177,29.7859464792
1500000US150030078082,4.0,2,1,0.829999983311,44.0,,0,,30.5574817657
1500000US150030078083,12.0,2,1,0.870000004768,58.0,2.84956981312,1,2.33602,31.8498721653
1500000US150030078092,12.0,3,0,0.839999973774,81.0,1.27505493095,1,1.3591,36.7054451836
1500000US150030078171,9.0,2,0,0.860000014305,81.0,0.91088330619,1,1.45607,34.486913681
1500000US150030080011,12.0,3,1,0.839999973774,17.0,12.5911864304,1,5.51583,27.8882759639
1500000US150030080012,13.0,2,1,0.860000014305,51.0,1.70954468781,1,1.53978,26.8425533772
1500000US150030080021,12.0,8,1,0.860000014305,59.0,5.36262708979,1,2.22484,29.6478411731
1500000US150030083011,13.0,1,1,0.990000009537,42.0,51.399510125,1,2.05987,21.882661808
1500000US150030083012,12.0,1,1,0.910000026226,0.0,56.3612251781,1,32.0963,21.7170829773
1500000US150030083013,11.0,1,1,0.910000026226,0.0,12.7394589351,1,16.9584,21.6891312599
1500000US150030083014,11.0,4,1,0.930000007153,0.0,110.949809289,1,12.5494,21.4446328943
1500000US150030083023,8.0,5,0,0.899999976158,0.0,2.79302547531,1,1.79864,21.3739185333
1500000US150030084072,2.0,5,0,0.75,0.0,,0,,21.4568822043
1500000US150030084082,9.0,1,1,0.889999985695,0.0,27.3030000605,1,9.54482,21.3927486644
1500000US150030084083,10.0,1,1,0.930000007153,26.0,104.995041826,1,18.212,21.1705870995
1500000US150030084181,6.0,5,0,0.920000016689,0.0,7.48424218927,1,6.49068,21.4153900146
1500000US150030084182,8.0,4,1,0.920000016689,0.0,23.4470021027,1,58.4453,21.4020366669
1500000US150030084183,8.0,4,1,0.920000016689,0.0,76.1718402488,1,89.7213,21.1997108459
1500000US150030085021,10.0,2,1,0.899999976158,45.0,120.564553715,1,2.56426,21.247406793
1500000US150030086101,10.0,1,1,0.920000016689,22.0,76.0554180233,1,12.9392,22.7637183361
1500000US150030086111,5.0,1,1,0.990000009537,81.0,12.7425377223,1,0.718068,27.8961874749
1500000US150030086242,13.0,1,1,0.910000026226,44.0,13.2612912772,1,10.228,21.90701437
1500000US150030086275,10.0,2,1,0.990000009537,66.0,1.00355253666,1,0.0590499,23.2184492858
1500000US150030087021,13.0,4,1,0.920000016689,40.0,3.19482682037,1,2.42235,23.4012039185
1500000US150030087022,13.0,2,1,0.949999988079,49.0,5.39715790889,1,5.29797,23.0638780594
1500000US150030087023,13.0,2,0,0.810000002384,0.0,,0,,23.9665044149
1500000US150030087041,13.0,3,1,0.870000004768,60.0,12.6774040973,1,3.24366,25.3254059278
1500000US150030087042,13.0,1,1,0.930000007153,39.0,5.6175804339,1,5.87462,23.4136412484
1500000US150030087051,14.0,2,1,0.949999988079,31.0,1.38974204077,1,0.940226,22.8561344147
1500000US150030087052,11.0,2,1,0.889999985695,57.0,0.462783111183,1,1.0584,23.433339119
1500000US150030087062,13.0,3,1,0.930000007153,34.0,0.624232335704,1,0.46786,22.8418426514
1500000US150030087063,14.0,1,1,0.97000002861,37.0,42.6666844881,1,9.00845,22.1698841858
1500000US150030087071,12.0,2,0,0.800000011921,0.0,,0,,24.3843135834
1500000US150030087074,13.0,2,1,0.839999973774,0.0,0.712513720338,1,1.43314,23.6100432078
1500000US150030088021,8.0,3,1,0.959999978542,81.0,,0,,24.0046909877
1500000US150030088022,5.0,3,1,0.740000009537,59.0,,0,,23.7586448669
1500000US150030096081,7.0,1,1,0.810000002384,3.0,11.2545319947,1,15.101,23.9611504873
1500000US150030096082,9.0,1,1,0.980000019073,81.0,9.42997753863,1,0.254509,26.7152586405
1500000US150030096083,9.0,1,1,0.959999978542,81.0,20.1900548312,1,7.89755,23.1227738857
1500000US150030096084,8.0,1,1,0.879999995232,50.0,1.17668527499,1,0.651331,24.5253370603
1500000US150030096091,9.0,1,0,0.930000007153,81.0,8.96625836611,1,0.934585,23.1346590447
1500000US150030096101,9.0,1,1,0.939999997616,5.0,18.2978441224,1,22.6938,21.965007782
1500000US150030096102,10.0,1,1,0.959999978542,49.0,18.3062303137,1,13.2074,22.8981348674
1500000US150030096103,9.0,1,1,0.930000007153,29.0,66.1017694921,1,55.9947,22.3027608395
1500000US150030096104,8.0,1,0,0.939999997616,14.0,4.30598561835,1,6.18821,22.0716691017
1500000US150030096105,10.0,1,0,0.939999997616,0.0,7.62194448768,1,10.9843,22.2315357208
1500000US150030097042,9.0,2,1,0.990000009537,81.0,3.46124645789,1,0.796863,22.4443087896
1500000US150030097052,8.0,2,1,0.920000016689,81.0,13.7710783414,1,7.31927,21.8199048723
1500000US150030097071,6.0,3,0,0.97000002861,0.0,0.079617645386,1,0.0896289,22.5389316559
1500000US150030097072,10.0,3,1,0.949999988079,9.0,27.6467055283,1,14.3957,22.4352611814
1500000US150030097073,10.0,2,1,0.920000016689,18.0,47.5186096221,1,28.1274,22.0551998832
1500000US150030097074,10.0,3,1,0.959999978542,81.0,5.75567419821,1,0.32456,34.3263595489
1500000US150030098011,9.0,2,1,0.910000026226,81.0,102.691458367,1,2.89457,38.1520674942
1500000US150030098012,9.0,1,1,0.920000016689,81.0,10.9097853512,1,1.85665,29.2973119689
1500000US150030098031,3.0,1,1,0.879999995232,0.0,2.71867898669,1,5.7312,23.3856658936
1500000US150030098032,9.0,1,1,0.870000004768,80.0,31.6658706141,1,28.5568,24.0536602565
1500000US150030098033,5.0,1,1,0.879999995232,0.0,0.956701919406,1,1.88735,25.0317306519
1500000US150030098042,9.0,2,1,0.930000007153,18.0,12.7073053978,1,4.86765,24.7759116491
1500000US150030099021,10.0,1,1,0.889999985695,25.0,132.176503694,1,28.2492,31.1962995529
1500000US150030099022,10.0,1,1,0.899999976158,16.0,38.6837023022,1,28.5425,30.7836312188
1500000US150030099023,10.0,1,1,0.899999976158,41.0,12.7158431876,1,4.02678,30.9207334518
1500000US150030099024,8.0,1,1,0.899999976158,0.0,26.7270775857,1,14.7302,31.4865318934
1500000US150030099051,9.0,2,1,0.899999976158,48.0,1.08573510478,1,0.308884,32.0633702278
1500000US150030099052,10.0,2,1,0.920000016689,18.0,18.1458807015,1,7.49644,30.9325632731
1500000US150030099053,9.0,1,1,0.939999997616,0.0,80.7486903611,1,39.2169,31.1725479126
1500000US150030099061,9.0,1,1,0.879999995232,0.0,36.1267023442,1,31.9186,32.003895998
1500000US150030099062,10.0,1,1,0.920000016689,81.0,227.796544603,1,3.12665,39.6631442294
1500000US150030099063,8.0,1,1,0.959999978542,81.0,37.2984021874,1,7.70783,34.2481745311
1500000US150030100001,9.0,1,1,0.899999976158,81.0,269.703620751,1,3.71909,51.9335331106
1500000US150030101011,8.0,1,1,0.839999973774,81.0,41.2846051323,1,8.06453,48.5743347168
1500000US150030101012,8.0,1,1,0.409999996424,81.0,3.844554825,1,0.386962,56.311584188
1500000US150030101021,9.0,1,1,0.860000014305,81.0,44.3747966496,1,2.32137,56.68521794
1500000US150030101022,9.0,1,1,0.839999973774,81.0,64.2158157139,1,6.1587,53.313620339
1500000US150030101031,11.0,2,1,0.540000021458,81.0,490.328884358,1,7.71809,46.621453941
1500000US150030101032,9.0,2,1,0.509999990463,63.0,49.6075319813,1,10.1219,44.0229610096
1500000US150030102021,10.0,1,1,0.52999997139,74.0,12.5536302662,1,2.15067,55.7898105719
1500000US150030102022,8.0,2,1,0.540000021458,81.0,10.327247188,1,0.505232,65.7224482636
1500000US150030102023,7.0,1,1,0.519999980927,32.0,0.0294200367197,1,0.0277734,52.9363016401
1500000US150030102024,9.0,2,1,0.519999980927,57.0,84.9582988574,1,18.661,52.1823865175
1500000US150030102031,11.0,1,1,0.310000002384,81.0,96.8763641716,1,8.31703,75.8874401855
1500000US150030102041,10.0,1,1,0.360000014305,81.0,36.2177720902,1,5.86193,75.6465629019
1500000US150030102042,9.0,1,1,0.300000011921,81.0,30.2586427215,1,13.096,69.6418066025
1500000US150030102051,12.0,1,1,0.40000000596,81.0,90.6028043373,1,4.37314,82.7253376529
1500000US150030103031,11.0,2,1,0.389999985695,81.0,41.2590810734,1,3.90003,71.3287585162
1500000US150030103032,11.0,1,1,0.270000010729,81.0,0.0439484095871,1,0.00325189,84.3497253589
1500000US150030103033,12.0,1,1,0.439999997616,81.0,307.039877404,1,12.2107,69.3346842252
