GEO_ID,NAME,S2704_C03_001E,S2704_C03_006E,S2704_C03_002E,S2704_C03_010E,state,county
0500000US18151,"Steuben County, Indiana",39.8,18.4,23.1,2.9,18,151
0500000US18153,"Sullivan County, Indiana",46.4,28.3,22.3,2.0,18,153
0500000US18155,"Switzerland County, Indiana",39.9,21.3,22.5,2.7,18,155
0500000US18157,"Tippecanoe County, Indiana",25.9,14.1,13.3,1.1,18,157
0500000US18159,"Tipton County, Indiana",38.1,16.9,22.4,1.6,18,159
0500000US18161,"Union County, Indiana",33.3,14.0,21.1,1.3,18,161
0500000US18163,"Vanderburgh County, Indiana",39.7,22.3,20.1,2.7,18,163
0500000US18165,"Vermillion County, Indiana",42.9,22.7,22.9,2.1,18,165
0500000US18167,"Vigo County, Indiana",42.6,25.9,19.8,2.9,18,167
0500000US18169,"Wabash County, Indiana",35.7,15.9,22.4,2.3,18,169
0500000US18171,"Warren County, Indiana",38.9,18.6,23.0,2.9,18,171
0500000US18173,"Warrick County, Indiana",30.6,12.1,19.4,2.1,18,173
0500000US18175,"Washington County, Indiana",40.2,21.8,21.3,2.7,18,175
0500000US18177,"Wayne County, Indiana",44.0,26.7,21.1,3.2,18,177
0500000US18179,"Wells County, Indiana",31.5,14.4,18.6,2.0,18,179
0500000US18181,"White County, Indiana",36.6,16.7,22.1,1.8,18,181
0500000US18183,"Whitley County, Indiana",34.0,16.3,20.3,2.0,18,183
0500000US19001,"Adair County, Iowa",42.1,22.4,23.5,3.0,19,001
0500000US19003,"Adams County, Iowa",42.4,21.0,25.4,3.5,19,003
0500000US19005,"Allamakee County, Iowa",41.5,21.2,23.3,3.0,19,005
0500000US19007,"Appanoose County, Iowa",48.4,26.8,26.5,4.1,19,007
0500000US19009,"Audubon County, Iowa",47.1,26.0,25.2,2.4,19,009
0500000US19011,"Benton County, Iowa",33.6,15.3,20.0,2.1,19,011
0500000US19013,"Black Hawk County, Iowa",39.9,23.3,19.5,1.8,19,013
0500000US19015,"Boone County, Iowa",33.6,15.7,19.7,2.2,19,015
0500000US19017,"Bremer County, Iowa",34.7,16.4,20.8,2.2,19,017
0500000US19019,"Buchanan County, Iowa",36.6,18.2,19.5,2.6,19,019
0500000US19021,"Buena Vista County, Iowa",39.9,26.1,16.6,2.0,19,021
0500000US19023,"Butler County, Iowa",41.8,20.1,24.1,2.3,19,023
0500000US19025,"Calhoun County, Iowa",47.7,25.2,25.9,3.6,19,025
0500000US19027,"Carroll County, Iowa",42.9,23.4,22.9,2.4,19,027
0500000US19029,"Cass County, Iowa",49.2,27.3,25.1,3.0,19,029
0500000US19031,"Cedar County, Iowa",36.6,17.2,21.5,2.7,19,031
0500000US19033,"Cerro Gordo County, Iowa",43.4,21.7,24.4,4.0,19,033
0500000US19035,"Cherokee County, Iowa",40.1,17.3,24.7,3.5,19,035
0500000US19037,"Chickasaw County, Iowa",35.9,16.8,22.6,2.4,19,037
0500000US19039,"Clarke County, Iowa",41.9,22.1,21.9,2.8,19,039
0500000US19041,"Clay County, Iowa",43.0,23.2,22.7,2.5,19,041
0500000US19043,"Clayton County, Iowa",44.3,21.8,26.5,3.4,19,043
0500000US19045,"Clinton County, Iowa",43.0,24.4,21.4,3.4,19,045
0500000US19047,"Crawford County, Iowa",40.7,23.5,19.3,2.2,19,047
0500000US19049,"Dallas County, Iowa",23.2,11.8,12.8,1.4,19,049
0500000US19051,"Davis County, Iowa",33.4,18.9,17.3,1.8,19,051
0500000US19053,"Decatur County, Iowa",42.0,23.4,22.3,3.1,19,053
0500000US19055,"Delaware County, Iowa",36.5,18.8,21.3,1.5,19,055
0500000US19057,"Des Moines County, Iowa",45.9,26.9,23.8,3.1,19,057
0500000US19059,"Dickinson County, Iowa",42.7,16.3,29.6,3.1,19,059
0500000US19061,"Dubuque County, Iowa",34.9,17.5,20.1,2.0,19,061
0500000US19063,"Emmet County, Iowa",43.0,21.3,25.4,1.9,19,063
0500000US19065,"Fayette County, Iowa",44.0,23.6,22.9,2.9,19,065
0500000US19067,"Floyd County, Iowa",45.0,24.0,24.3,3.3,19,067
0500000US19069,"Franklin County, Iowa",37.8,18.2,22.2,2.6,19,069
0500000US19071,"Fremont County, Iowa",42.0,19.0,26.4,2.7,19,071
0500000US19073,"Greene County, Iowa",42.2,21.1,26.2,2.0,19,073
0500000US19075,"Grundy County, Iowa",33.8,14.0,20.8,2.2,19,075
0500000US19077,"Guthrie County, Iowa",39.9,18.6,24.0,3.1,19,077
0500000US19079,"Hamilton County, Iowa",40.7,22.0,21.7,2.7,19,079
0500000US19081,"Hancock County, Iowa",37.7,17.7,23.3,2.8,19,081
0500000US19083,"Hardin County, Iowa",41.4,21.6,22.6,2.4,19,083
0500000US19085,"Harrison County, Iowa",34.0,16.5,19.3,2.5,19,085
0500000US19087,"Henry County, Iowa",40.0,21.4,21.8,2.7,19,087
0500000US19089,"Howard County, Iowa",39.3,21.9,19.8,3.2,19,089
0500000US19091,"Humboldt County, Iowa",43.6,23.2,22.7,2.5,19,091
0500000US19093,"Ida County, Iowa",43.4,23.7,20.8,3.1,19,093
0500000US19095,"Iowa County, Iowa",37.3,18.7,20.1,1.7,19,095
0500000US19097,"Jackson County, Iowa",38.8,18.6,23.3,2.5,19,097
0500000US19099,"Jasper County, Iowa",39.6,21.2,21.4,3.1,19,099
0500000US19101,"Jefferson County, Iowa",50.9,26.8,27.0,2.6,19,101
0500000US19103,"Johnson County, Iowa",26.3,13.9,13.4,1.4,19,103
0500000US19105,"Jones County, Iowa",43.6,23.0,23.4,3.1,19,105
0500000US19107,"Keokuk County, Iowa",46.5,26.3,23.0,3.1,19,107
0500000US19109,"Kossuth County, Iowa",41.9,19.3,25.6,3.2,19,109
0500000US19111,"Lee County, Iowa",47.1,26.3,24.5,3.1,19,111
0500000US19113,"Linn County, Iowa",34.5,18.9,17.5,2.3,19,113
0500000US19115,"Louisa County, Iowa",37.3,19.3,19.7,2.6,19,115
0500000US19117,"Lucas County, Iowa",44.6,25.4,23.0,3.0,19,117
0500000US19119,"Lyon County, Iowa",36.1,18.9,18.8,2.0,19,119
0500000US19121,"Madison County, Iowa",31.1,14.2,18.1,2.1,19,121
0500000US19123,"Mahaska County, Iowa",40.2,22.7,19.9,1.7,19,123
0500000US19125,"Marion County, Iowa",33.5,16.0,19.4,3.4,19,125
0500000US19127,"Marshall County, Iowa",41.7,25.0,18.1,2.3,19,127
0500000US19129,"Mills County, Iowa",35.6,15.7,21.4,3.2,19,129
0500000US19131,"Mitchell County, Iowa",39.9,20.6,20.6,2.8,19,131
0500000US19133,"Monona County, Iowa",50.7,28.0,26.2,3.0,19,133
0500000US19135,"Monroe County, Iowa",40.4,25.1,19.3,1.5,19,135
0500000US19137,"Montgomery County, Iowa",48.8,27.6,24.7,2.2,19,137
0500000US19139,"Muscatine County, Iowa",37.2,22.5,18.3,1.6,19,139
0500000US19141,"O'Brien County, Iowa",40.7,22.0,22.6,2.6,19,141
0500000US19143,"Osceola County, Iowa",39.7,18.4,23.0,4.3,19,143
0500000US19145,"Page County, Iowa",49.6,25.8,26.8,4.1,19,145
0500000US19147,"Palo Alto County, Iowa",42.4,23.4,23.0,3.3,19,147
0500000US19149,"Plymouth County, Iowa",33.7,16.8,19.4,2.4,19,149
0500000US19151,"Pocahontas County, Iowa",43.7,23.9,23.8,3.6,19,151
0500000US19153,"Polk County, Iowa",34.1,20.6,14.9,2.2,19,153
0500000US19155,"Pottawattamie County, Iowa",39.7,22.8,20.1,2.6,19,155
0500000US19157,"Poweshiek County, Iowa",34.1,14.0,22.7,2.5,19,157
0500000US19159,"Ringgold County, Iowa",42.6,21.3,22.8,2.4,19,159
0500000US19161,"Sac County, Iowa",45.5,24.8,24.5,3.2,19,161
0500000US19163,"Scott County, Iowa",36.1,19.9,18.2,2.2,19,163
0500000US19165,"Shelby County, Iowa",42.0,20.7,23.2,2.1,19,165
0500000US19167,"Sioux County, Iowa",31.4,17.2,16.3,1.4,19,167
0500000US19169,"Story County, Iowa",22.5,10.1,13.3,1.5,19,169
0500000US19171,"Tama County, Iowa",44.9,25.3,21.3,2.6,19,171
0500000US19173,"Taylor County, Iowa",45.4,24.8,23.3,3.6,19,173
0500000US19175,"Union County, Iowa",47.3,28.0,23.6,3.3,19,175
0500000US19177,"Van Buren County, Iowa",42.6,20.4,25.8,4.4,19,177
0500000US19179,"Wapello County, Iowa",43.1,25.6,20.1,2.6,19,179
0500000US19181,"Warren County, Iowa",30.2,14.4,16.6,2.6,19,181
0500000US19183,"Washington County, Iowa",38.6,20.8,20.0,2.1,19,183
0500000US19185,"Wayne County, Iowa",46.2,26.2,23.0,1.9,19,185
0500000US19187,"Webster County, Iowa",41.5,23.7,20.9,2.5,19,187
0500000US19189,"Winnebago County, Iowa",37.1,16.4,22.1,2.4,19,189
0500000US19191,"Winneshiek County, Iowa",34.9,14.4,22.0,2.7,19,191
0500000US19193,"Woodbury County, Iowa",42.4,27.8,17.6,2.3,19,193
0500000US19195,"Worth County, Iowa",41.0,18.7,23.3,5.2,19,195
0500000US19197,"Wright County, Iowa",43.7,22.1,24.2,3.3,19,197
0500000US20001,"Allen County, Kansas",40.3,19.9,24.5,2.5,20,001
0500000US20003,"Anderson County, Kansas",35.2,15.7,21.4,2.1,20,003
0500000US20005,"Atchison County, Kansas",33.9,16.7,19.3,3.0,20,005
0500000US20007,"Barber County, Kansas",32.9,12.2,23.5,2.3,20,007
0500000US20009,"Barton County, Kansas",39.0,20.4,22.3,2.4,20,009
0500000US20011,"Bourbon County, Kansas",40.3,21.1,21.1,2.1,20,011
0500000US20013,"Brown County, Kansas",39.3,17.8,23.3,3.3,20,013
0500000US20015,"Butler County, Kansas",29.0,13.2,16.9,2.9,20,015
0500000US20017,"Chase County, Kansas",39.1,14.2,25.1,3.3,20,017
0500000US20019,"Chautauqua County, Kansas",43.7,20.7,27.0,2.7,20,019
0500000US20021,"Cherokee County, Kansas",38.2,19.8,22.7,2.0,20,021
0500000US20023,"Cheyenne County, Kansas",37.3,11.4,26.5,1.4,20,023
0500000US20025,"Clark County, Kansas",32.0,11.5,23.2,2.3,20,025
0500000US20027,"Clay County, Kansas",43.4,14.3,26.8,7.9,20,027
0500000US20029,"Cloud County, Kansas",32.6,12.8,22.5,3.5,20,029
0500000US20031,"Coffey County, Kansas",36.1,14.7,23.1,2.4,20,031
0500000US20033,"Comanche County, Kansas",36.3,10.4,29.1,1.1,20,033
0500000US20035,"Cowley County, Kansas",35.6,18.3,20.4,2.8,20,035
0500000US20037,"Crawford County, Kansas",34.9,21.1,17.7,1.5,20,037
0500000US20039,"Decatur County, Kansas",39.3,14.7,29.3,1.9,20,039
0500000US20041,"Dickinson County, Kansas",34.4,13.7,22.1,4.7,20,041
0500000US20043,"Doniphan County, Kansas",32.5,13.6,21.4,2.0,20,043
0500000US20045,"Douglas County, Kansas",23.5,9.8,14.2,1.9,20,045
0500000US20047,"Edwards County, Kansas",38.5,18.0,22.5,2.1,20,047
0500000US20049,"Elk County, Kansas",46.7,20.8,30.1,3.1,20,049
0500000US20051,"Ellis County, Kansas",26.0,12.2,15.9,1.3,20,051
0500000US20053,"Ellsworth County, Kansas",38.9,15.4,26.5,4.2,20,053
0500000US20055,"Finney County, Kansas",30.1,20.5,12.4,0.8,20,055
0500000US20057,"Ford County, Kansas",28.9,19.2,11.5,1.0,20,057
0500000US20059,"Franklin County, Kansas",30.1,10.8,20.4,3.0,20,059
0500000US20061,"Geary County, Kansas",29.6,15.0,11.2,7.1,20,061
0500000US20063,"Gove County, Kansas",37.3,14.9,22.8,2.9,20,063
0500000US20065,"Graham County, Kansas",37.6,14.2,26.7,2.7,20,065
0500000US20067,"Grant County, Kansas",28.0,16.1,12.6,0.0,20,067
0500000US20069,"Gray County, Kansas",28.1,13.8,15.1,1.7,20,069
0500000US20071,"Greeley County, Kansas",29.1,10.2,20.2,2.0,20,071
0500000US20073,"Greenwood County, Kansas",43.4,17.4,29.4,4.3,20,073
0500000US20075,"Hamilton County, Kansas",28.4,15.5,13.6,1.4,20,075
0500000US20077,"Harper County, Kansas",43.2,22.5,24.5,1.9,20,077
0500000US20079,"Harvey County, Kansas",33.9,14.9,20.4,1.8,20,079
0500000US20081,"Haskell County, Kansas",30.2,15.5,15.9,0.8,20,081
0500000US20083,"Hodgeman County, Kansas",32.0,10.4,20.6,2.3,20,083
0500000US20085,"Jackson County, Kansas",35.1,15.4,21.6,2.9,20,085
0500000US20087,"Jefferson County, Kansas",29.7,10.1,20.1,3.1,20,087
0500000US20089,"Jewell County, Kansas",44.1,16.8,30.6,3.9,20,089
0500000US20091,"Johnson County, Kansas",21.5,6.7,15.5,1.5,20,091
0500000US20093,"Kearny County, Kansas",39.9,23.4,18.2,1.0,20,093
0500000US20095,"Kingman County, Kansas",37.4,19.2,20.2,1.9,20,095
0500000US20097,"Kiowa County, Kansas",34.8,14.1,22.2,2.5,20,097
0500000US20099,"Labette County, Kansas",41.6,22.2,23.3,2.3,20,099
0500000US20101,"Lane County, Kansas",36.9,15.6,26.5,3.4,20,101
0500000US20103,"Leavenworth County, Kansas",30.7,11.7,18.2,5.6,20,103
0500000US20105,"Lincoln County, Kansas",39.2,15.7,26.3,3.8,20,105
0500000US20107,"Linn County, Kansas",35.2,13.4,25.3,2.6,20,107
0500000US20109,"Logan County, Kansas",37.5,15.8,22.4,2.2,20,109
0500000US20111,"Lyon County, Kansas",30.9,15.7,16.7,2.8,20,111
0500000US20113,"McPherson County, Kansas",27.6,9.1,19.9,1.3,20,113
0500000US20115,"Marion County, Kansas",35.2,13.9,23.3,2.3,20,115
0500000US20117,"Marshall County, Kansas",34.9,13.7,23.8,2.8,20,117
0500000US20119,"Meade County, Kansas",37.3,19.6,17.0,3.4,20,119
0500000US20121,"Miami County, Kansas",27.3,10.0,19.0,2.2,20,121
0500000US20123,"Mitchell County, Kansas",35.0,13.5,23.7,3.4,20,123
0500000US20125,"Montgomery County, Kansas",41.9,22.3,22.3,2.9,20,125
0500000US20127,"Morris County, Kansas",40.7,14.6,27.0,6.4,20,127
0500000US20129,"Morton County, Kansas",31.0,11.3,20.6,1.1,20,129
0500000US20131,"Nemaha County, Kansas",29.6,11.4,19.9,2.9,20,131
0500000US20133,"Neosho County, Kansas",35.6,17.1,21.0,1.8,20,133
0500000US20135,"Ness County, Kansas",33.8,9.5,24.9,3.2,20,135
0500000US20137,"Norton County, Kansas",42.2,19.0,25.1,2.4,20,137
0500000US20139,"Osage County, Kansas",38.4,17.2,23.6,4.0,20,139
0500000US20141,"Osborne County, Kansas",40.0,16.5,26.7,2.1,20,141
0500000US20143,"Ottawa County, Kansas",33.1,12.2,22.5,2.2,20,143
0500000US20145,"Pawnee County, Kansas",39.8,17.6,24.3,3.2,20,145
0500000US20147,"Phillips County, Kansas",38.3,14.8,26.1,3.6,20,147
0500000US20149,"Pottawatomie County, Kansas",27.2,11.0,16.1,3.3,20,149
0500000US20151,"Pratt County, Kansas",39.3,18.1,24.9,1.8,20,151
0500000US20153,"Rawlins County, Kansas",40.8,15.0,28.1,2.9,20,153
0500000US20155,"Reno County, Kansas",36.7,16.9,21.5,2.7,20,155
0500000US20157,"Republic County, Kansas",40.7,14.3,27.9,4.9,20,157
0500000US20159,"Rice County, Kansas",36.6,18.0,21.4,3.2,20,159
0500000US20161,"Riley County, Kansas",21.8,10.6,11.4,3.1,20,161
0500000US20163,"Rooks County, Kansas",41.0,18.3,25.2,3.6,20,163
0500000US20165,"Rush County, Kansas",40.6,16.0,26.5,4.2,20,165
0500000US20167,"Russell County, Kansas",42.6,20.0,28.3,2.0,20,167
0500000US20169,"Saline County, Kansas",32.1,14.3,19.4,2.7,20,169
0500000US20171,"Scott County, Kansas",34.0,16.9,20.0,1.1,20,171
0500000US20173,"Sedgwick County, Kansas",32.8,17.5,17.0,2.3,20,173
0500000US20175,"Seward County, Kansas",27.5,17.2,11.5,0.7,20,175
0500000US20177,"Shawnee County, Kansas",33.9,15.2,20.2,3.3,20,177
0500000US20179,"Sheridan County, Kansas",31.9,10.0,22.7,2.8,20,179
0500000US20181,"Sherman County, Kansas",37.9,18.5,21.4,1.0,20,181
0500000US20183,"Smith County, Kansas",42.4,15.3,30.8,3.5,20,183
0500000US20185,"Stafford County, Kansas",37.3,14.6,22.0,4.6,20,185
0500000US20187,"Stanton County, Kansas",30.9,14.4,15.8,3.3,20,187
0500000US20189,"Stevens County, Kansas",32.3,19.5,15.3,1.2,20,189
0500000US20191,"Sumner County, Kansas",34.1,14.9,21.0,2.7,20,191
0500000US20193,"Thomas County, Kansas",27.5,12.2,17.7,1.3,20,193
0500000US20195,"Trego County, Kansas",42.4,15.3,28.9,2.3,20,195
0500000US20197,"Wabaunsee County, Kansas",33.9,13.9,22.6,4.2,20,197
0500000US20199,"Wallace County, Kansas",42.2,18.6,25.2,1.5,20,199
0500000US20201,"Washington County, Kansas",34.6,12.5,23.6,3.6,20,201
0500000US20203,"Wichita County, Kansas",36.3,13.0,24.8,0.2,20,203
0500000US20205,"Wilson County, Kansas",40.7,19.1,24.9,2.7,20,205
0500000US20207,"Woodson County, Kansas",46.0,18.9,29.6,4.6,20,207
0500000US20209,"Wyandotte County, Kansas",36.6,24.5,14.5,2.0,20,209
0500000US21001,"Adair County, Kentucky",53.5,35.1,23.0,3.9,21,001
0500000US21003,"Allen County, Kentucky",47.5,29.1,22.1,3.0,21,003
0500000US21005,"Anderson County, Kentucky",39.5,22.0,19.6,2.9,21,005
0500000US21007,"Ballard County, Kentucky",45.2,24.2,25.3,1.6,21,007
0500000US21009,"Barren County, Kentucky",49.9,33.2,21.4,1.3,21,009
0500000US21011,"Bath County, Kentucky",51.0,33.8,23.0,2.0,21,011
0500000US21013,"Bell County, Kentucky",63.6,43.9,25.6,1.6,21,013
0500000US21015,"Boone County, Kentucky",30.0,14.9,15.7,2.5,21,015
0500000US21017,"Bourbon County, Kentucky",46.4,27.7,21.7,2.3,21,017
0500000US21019,"Boyd County, Kentucky",53.0,30.9,26.0,4.3,21,019
0500000US21021,"Boyle County, Kentucky",42.4,24.0,21.3,2.2,21,021
0500000US21023,"Bracken County, Kentucky",51.0,34.2,22.2,2.6,21,023
0500000US21025,"Breathitt County, Kentucky",66.7,49.8,26.5,2.7,21,025
0500000US21027,"Breckinridge County, Kentucky",51.0,32.7,23.8,3.9,21,027
0500000US21029,"Bullitt County, Kentucky",37.4,19.7,19.8,2.6,21,029
0500000US21031,"Butler County, Kentucky",51.0,32.2,22.5,2.7,21,031
0500000US21033,"Caldwell County, Kentucky",40.8,23.1,22.6,2.6,21,033
0500000US21035,"Calloway County, Kentucky",38.7,22.8,18.8,2.3,21,035
0500000US21037,"Campbell County, Kentucky",31.5,14.7,19.5,2.3,21,037
0500000US21039,"Carlisle County, Kentucky",52.9,33.7,23.2,2.6,21,039
0500000US21041,"Carroll County, Kentucky",43.7,29.8,19.3,1.7,21,041
0500000US21043,"Carter County, Kentucky",51.9,31.3,24.6,4.3,21,043
0500000US21045,"Casey County, Kentucky",56.5,37.2,23.7,2.8,21,045
0500000US21047,"Christian County, Kentucky",44.4,29.0,17.3,4.0,21,047
0500000US21049,"Clark County, Kentucky",47.2,29.5,21.6,3.4,21,049
0500000US21051,"Clay County, Kentucky",64.0,48.6,23.4,2.1,21,051
0500000US21053,"Clinton County, Kentucky",58.4,42.8,22.8,2.4,21,053
0500000US21055,"Crittenden County, Kentucky",49.2,27.3,26.6,2.3,21,055
0500000US21057,"Cumberland County, Kentucky",63.8,46.2,26.0,2.3,21,057
0500000US21059,"Daviess County, Kentucky",44.2,27.5,20.2,1.9,21,059
0500000US21061,"Edmonson County, Kentucky",55.1,33.4,27.3,3.5,21,061
0500000US21063,"Elliott County, Kentucky",64.2,46.0,27.7,4.2,21,063
0500000US21065,"Estill County, Kentucky",59.5,42.9,23.7,2.5,21,065
0500000US21067,"Fayette County, Kentucky",34.5,20.4,15.2,2.3,21,067
0500000US21069,"Fleming County, Kentucky",51.7,34.4,21.0,2.1,21,069
0500000US21071,"Floyd County, Kentucky",61.2,41.5,25.4,2.5,21,071
0500000US21073,"Franklin County, Kentucky",41.8,23.5,20.7,2.6,21,073
0500000US21075,"Fulton County, Kentucky",62.4,41.4,27.3,3.5,21,075
0500000US21077,"Gallatin County, Kentucky",41.6,25.4,19.6,2.4,21,077
0500000US21079,"Garrard County, Kentucky",47.2,30.4,20.7,3.3,21,079
0500000US21081,"Grant County, Kentucky",43.4,29.9,16.9,2.6,21,081
0500000US21083,"Graves County, Kentucky",48.2,29.2,21.8,3.2,21,083
0500000US21085,"Grayson County, Kentucky",49.4,32.9,21.6,1.8,21,085
0500000US21087,"Green County, Kentucky",58.8,37.6,26.4,3.0,21,087
0500000US21089,"Greenup County, Kentucky",48.6,25.2,26.1,4.0,21,089
0500000US21091,"Hancock County, Kentucky",43.5,27.0,20.0,1.5,21,091
0500000US21093,"Hardin County, Kentucky",42.7,24.1,17.8,6.2,21,093
0500000US21095,"Harlan County, Kentucky",66.6,44.6,26.9,2.9,21,095
0500000US21097,"Harrison County, Kentucky",47.0,26.4,23.4,2.0,21,097
0500000US21099,"Hart County, Kentucky",54.3,37.5,22.0,2.6,21,099
0500000US21101,"Henderson County, Kentucky",49.3,31.0,21.5,1.8,21,101
0500000US21103,"Henry County, Kentucky",47.1,28.5,21.1,3.6,21,103
0500000US21105,"Hickman County, Kentucky",51.5,30.4,27.6,2.4,21,105
0500000US21107,"Hopkins County, Kentucky",50.5,32.2,21.9,2.3,21,107
0500000US21109,"Jackson County, Kentucky",55.5,37.5,22.8,2.1,21,109
0500000US21111,"Jefferson County, Kentucky",41.5,25.3,18.5,2.3,21,111
0500000US21113,"Jessamine County, Kentucky",41.2,24.5,18.2,2.9,21,113
0500000US21115,"Johnson County, Kentucky",62.6,43.9,23.6,2.6,21,115
0500000US21117,"Kenton County, Kentucky",34.5,19.8,16.8,2.0,21,117
0500000US21119,"Knott County, Kentucky",68.2,47.8,26.2,2.5,21,119
0500000US21121,"Knox County, Kentucky",69.0,53.4,21.8,2.3,21,121
0500000US21123,"Larue County, Kentucky",47.7,31.0,19.4,2.7,21,123
0500000US21125,"Laurel County, Kentucky",51.4,34.6,20.7,3.2,21,125
0500000US21127,"Lawrence County, Kentucky",58.7,38.1,25.7,3.0,21,127
0500000US21129,"Lee County, Kentucky",67.8,49.6,28.1,3.5,21,129
0500000US21131,"Leslie County, Kentucky",69.7,48.5,28.6,1.9,21,131
0500000US21133,"Letcher County, Kentucky",65.6,44.7,27.8,2.9,21,133
0500000US21135,"Lewis County, Kentucky",61.1,42.5,24.3,2.7,21,135
0500000US21137,"Lincoln County, Kentucky",55.4,36.9,23.4,2.8,21,137
0500000US21139,"Livingston County, Kentucky",52.4,31.2,25.1,3.2,21,139
0500000US21141,"Logan County, Kentucky",43.1,23.8,21.6,2.6,21,141
0500000US21143,"Lyon County, Kentucky",50.2,18.2,32.8,6.7,21,143
0500000US21145,"McCracken County, Kentucky",48.1,28.3,23.0,2.8,21,145
0500000US21147,"McCreary County, Kentucky",63.5,49.4,21.8,3.0,21,147
0500000US21149,"McLean County, Kentucky",38.5,19.0,21.6,2.3,21,149
0500000US21151,"Madison County, Kentucky",42.1,26.6,16.4,3.4,21,151
0500000US21153,"Magoffin County, Kentucky",67.7,48.8,24.7,1.6,21,153
0500000US21155,"Marion County, Kentucky",48.8,31.5,21.1,3.0,21,155
0500000US21157,"Marshall County, Kentucky",44.9,22.0,25.3,2.3,21,157
0500000US21159,"Martin County, Kentucky",65.3,46.6,24.6,1.0,21,159
0500000US21161,"Mason County, Kentucky",52.4,33.7,23.8,2.5,21,161
0500000US21163,"Meade County, Kentucky",42.9,24.7,19.3,5.0,21,163
0500000US21165,"Menifee County, Kentucky",62.1,44.0,26.9,2.5,21,165
0500000US21167,"Mercer County, Kentucky",47.2,27.6,21.7,3.1,21,167
0500000US21169,"Metcalfe County, Kentucky",54.6,36.5,24.0,1.5,21,169
0500000US21171,"Monroe County, Kentucky",52.7,34.5,22.7,1.7,21,171
0500000US21173,"Montgomery County, Kentucky",48.1,32.5,19.9,2.6,21,173
0500000US21175,"Morgan County, Kentucky",54.4,34.0,24.3,2.5,21,175
0500000US21177,"Muhlenberg County, Kentucky",53.4,31.2,25.3,2.7,21,177
0500000US21179,"Nelson County, Kentucky",39.1,21.8,19.9,2.5,21,179
0500000US21181,"Nicholas County, Kentucky",50.0,35.5,21.9,1.3,21,181
0500000US21183,"Ohio County, Kentucky",51.6,34.8,22.8,2.8,21,183
0500000US21185,"Oldham County, Kentucky",25.1,10.9,14.6,2.1,21,185
0500000US21187,"Owen County, Kentucky",42.2,26.1,21.3,1.4,21,187
0500000US21189,"Owsley County, Kentucky",67.8,51.3,25.9,1.6,21,189
0500000US21191,"Pendleton County, Kentucky",44.2,26.8,22.3,2.9,21,191
0500000US21193,"Perry County, Kentucky",66.0,48.0,23.8,3.1,21,193
0500000US21195,"Pike County, Kentucky",58.7,36.1,28.0,2.5,21,195
0500000US21197,"Powell County, Kentucky",54.9,38.2,20.3,3.5,21,197
0500000US21199,"Pulaski County, Kentucky",54.6,35.3,24.0,4.2,21,199
0500000US21201,"Robertson County, Kentucky",63.3,45.3,21.1,4.0,21,201
0500000US21203,"Rockcastle County, Kentucky",55.7,39.3,22.7,2.8,21,203
0500000US21205,"Rowan County, Kentucky",42.9,28.1,18.3,2.5,21,205
0500000US21207,"Russell County, Kentucky",58.0,40.6,24.5,2.7,21,207
0500000US21209,"Scott County, Kentucky",29.4,15.9,14.6,2.3,21,209
0500000US21211,"Shelby County, Kentucky",37.1,21.0,18.0,2.1,21,211
0500000US21213,"Simpson County, Kentucky",43.7,26.7,19.2,2.7,21,213
0500000US21215,"Spencer County, Kentucky",32.7,17.1,16.9,1.9,21,215
0500000US21217,"Taylor County, Kentucky",47.5,30.3,19.7,2.4,21,217
0500000US21219,"Todd County, Kentucky",40.1,25.7,19.8,2.0,21,219
0500000US21221,"Trigg County, Kentucky",47.8,24.9,24.6,4.4,21,221
0500000US21223,"Trimble County, Kentucky",44.9,26.1,22.5,4.3,21,223
0500000US21225,"Union County, Kentucky",42.9,21.3,23.2,2.7,21,225
0500000US21227,"Warren County, Kentucky",39.0,25.4,15.3,2.0,21,227
0500000US21229,"Washington County, Kentucky",45.7,28.1,21.9,1.8,21,229
0500000US21231,"Wayne County, Kentucky",60.4,40.3,26.1,3.5,21,231
0500000US21233,"Webster County, Kentucky",42.7,25.5,21.2,1.8,21,233
0500000US21235,"Whitley County, Kentucky",55.6,40.0,20.2,2.6,21,235
0500000US21237,"Wolfe County, Kentucky",82.9,65.0,25.0,2.4,21,237
0500000US21239,"Woodford County, Kentucky",38.7,19.0,21.3,2.4,21,239
0500000US22001,"Acadia Parish, Louisiana",50.7,37.6,19.6,1.6,22,001
0500000US22003,"Allen Parish, Louisiana",54.4,40.2,20.4,1.3,22,003
0500000US22005,"Ascension Parish, Louisiana",32.5,20.6,13.4,1.4,22,005
0500000US22007,"Assumption Parish, Louisiana",46.5,28.9,22.8,1.1,22,007
0500000US22009,"Avoyelles Parish, Louisiana",60.6,44.0,22.4,2.6,22,009
0500000US22011,"Beauregard Parish, Louisiana",47.2,28.8,19.9,6.2,22,011
0500000US22013,"Bienville Parish, Louisiana",62.7,44.7,22.1,3.0,22,013
0500000US22015,"Bossier Parish, Louisiana",40.5,24.6,17.2,4.2,22,015
0500000US22017,"Caddo Parish, Louisiana",53.3,36.6,21.3,3.1,22,017
0500000US22019,"Calcasieu Parish, Louisiana",43.2,28.5,18.1,2.2,22,019
0500000US22021,"Caldwell Parish, Louisiana",54.7,37.7,23.2,1.8,22,021
0500000US22023,"Cameron Parish, Louisiana",44.6,26.7,19.3,3.1,22,023
