GEO_ID,NAME,S2704_C03_001E,S2704_C03_006E,S2704_C03_002E,S2704_C03_010E,state,county
0500000US31071,"Garfield County, Nebraska",32.8,6.4,25.3,5.3,31,071
0500000US31073,"Gosper County, Nebraska",35.5,9.6,28.1,3.7,31,073
0500000US31075,"Grant County, Nebraska",33.1,11.9,22.3,0.9,31,075
0500000US31077,"Greeley County, Nebraska",43.1,18.8,27.3,6.7,31,077
0500000US31079,"Hall County, Nebraska",32.1,17.5,16.2,2.8,31,079
0500000US31081,"Hamilton County, Nebraska",32.4,13.2,23.0,3.8,31,081
0500000US31083,"Harlan County, Nebraska",38.7,14.6,28.0,3.4,31,083
0500000US31085,"Hayes County, Nebraska",36.2,8.0,29.0,6.4,31,085
0500000US31087,"Hitchcock County, Nebraska",40.8,16.9,26.3,2.6,31,087
0500000US31089,"Holt County, Nebraska",38.9,18.4,23.2,3.2,31,089
0500000US31091,"Hooker County, Nebraska",27.7,2.3,25.5,1.2,31,091
0500000US31093,"Howard County, Nebraska",30.2,9.8,23.0,3.9,31,093
0500000US31095,"Jefferson County, Nebraska",40.7,20.6,27.0,3.8,31,095
0500000US31097,"Johnson County, Nebraska",36.1,15.4,23.0,3.1,31,097
0500000US31099,"Kearney County, Nebraska",29.8,11.3,19.9,2.6,31,099
0500000US31101,"Keith County, Nebraska",38.9,13.9,28.5,2.8,31,101
0500000US31103,"Keya Paha County, Nebraska",40.7,19.5,25.0,3.8,31,103
0500000US31105,"Kimball County, Nebraska",46.6,23.1,28.6,3.6,31,105
0500000US31107,"Knox County, Nebraska",41.0,18.8,25.7,3.2,31,107
0500000US31109,"Lancaster County, Nebraska",28.2,13.9,15.7,2.2,31,109
0500000US31111,"Lincoln County, Nebraska",38.8,18.9,22.6,3.4,31,111
0500000US31113,"Logan County, Nebraska",34.7,11.5,23.6,3.7,31,113
0500000US31115,"Loup County, Nebraska",41.3,13.8,31.6,2.8,31,115
0500000US31117,"McPherson County, Nebraska",32.8,11.7,22.2,2.4,31,117
0500000US31119,"Madison County, Nebraska",30.9,15.8,17.8,1.8,31,119
0500000US31121,"Merrick County, Nebraska",34.6,12.3,23.1,4.2,31,121
0500000US31123,"Morrill County, Nebraska",37.0,16.1,22.4,3.0,31,123
0500000US31125,"Nance County, Nebraska",32.3,12.7,22.3,3.4,31,125
0500000US31127,"Nemaha County, Nebraska",33.6,13.9,23.0,2.2,31,127
0500000US31129,"Nuckolls County, Nebraska",37.7,10.1,29.9,3.8,31,129
0500000US31131,"Otoe County, Nebraska",31.2,11.7,21.0,2.3,31,131
0500000US31133,"Pawnee County, Nebraska",43.0,15.5,29.9,4.5,31,133
0500000US31135,"Perkins County, Nebraska",37.5,14.1,25.3,3.1,31,135
0500000US31137,"Phelps County, Nebraska",32.5,15.3,20.4,4.0,31,137
0500000US31139,"Pierce County, Nebraska",27.3,9.3,19.2,2.6,31,139
0500000US31141,"Platte County, Nebraska",31.3,15.3,18.0,1.7,31,141
0500000US31143,"Polk County, Nebraska",34.0,11.5,23.6,3.2,31,143
0500000US31145,"Red Willow County, Nebraska",32.8,11.6,22.2,3.0,31,145
0500000US31147,"Richardson County, Nebraska",35.5,13.4,24.4,1.7,31,147
0500000US31149,"Rock County, Nebraska",36.3,15.0,24.3,2.3,31,149
0500000US31151,"Saline County, Nebraska",29.9,15.2,16.4,3.4,31,151
0500000US31153,"Sarpy County, Nebraska",24.2,10.1,13.5,4.1,31,153
0500000US31155,"Saunders County, Nebraska",27.3,9.5,18.8,2.5,31,155
0500000US31157,"Scotts Bluff County, Nebraska",37.5,18.7,21.9,3.4,31,157
0500000US31159,"Seward County, Nebraska",25.6,8.1,17.8,2.9,31,159
0500000US31161,"Sheridan County, Nebraska",43.8,18.7,26.7,3.6,31,161
0500000US31163,"Sherman County, Nebraska",43.2,16.8,28.4,3.1,31,163
0500000US31165,"Sioux County, Nebraska",35.6,14.0,23.7,3.0,31,165
0500000US31167,"Stanton County, Nebraska",28.0,7.5,21.7,2.3,31,167
0500000US31169,"Thayer County, Nebraska",40.3,18.2,24.9,2.1,31,169
0500000US31171,"Thomas County, Nebraska",36.4,5.8,31.9,3.7,31,171
0500000US31173,"Thurston County, Nebraska",42.2,30.2,13.5,1.7,31,173
0500000US31175,"Valley County, Nebraska",42.9,19.3,25.0,3.9,31,175
0500000US31177,"Washington County, Nebraska",26.0,8.0,19.6,1.9,31,177
0500000US31179,"Wayne County, Nebraska",25.7,11.1,16.6,1.1,31,179
0500000US31181,"Webster County, Nebraska",35.3,15.3,21.3,2.5,31,181
0500000US31183,"Wheeler County, Nebraska",41.3,11.2,31.7,3.3,31,183
0500000US31185,"York County, Nebraska",35.0,16.0,20.9,3.9,31,185
0500000US32001,"Churchill County, Nevada",42.2,20.0,22.6,7.7,32,001
0500000US32003,"Clark County, Nevada",35.9,20.7,16.6,3.0,32,003
0500000US32005,"Douglas County, Nevada",43.6,12.9,31.9,4.7,32,005
0500000US32007,"Elko County, Nevada",28.2,15.5,13.8,3.2,32,007
0500000US32009,"Esmeralda County, Nevada",50.4,9.0,42.1,5.0,32,009
0500000US32011,"Eureka County, Nevada",48.7,25.8,22.6,1.8,32,011
0500000US32013,"Humboldt County, Nevada",29.7,15.3,17.3,3.4,32,013
0500000US32015,"Lander County, Nevada",34.3,20.4,14.6,2.0,32,015
0500000US32017,"Lincoln County, Nevada",39.8,16.8,25.5,2.9,32,017
0500000US32019,"Lyon County, Nevada",40.2,18.0,24.6,5.4,32,019
0500000US32021,"Mineral County, Nevada",56.7,29.3,28.7,2.8,32,021
0500000US32023,"Nye County, Nevada",58.7,27.0,35.0,8.3,32,023
0500000US32027,"Pershing County, Nevada",39.6,19.4,23.0,2.8,32,027
0500000US32029,"Storey County, Nevada",53.1,12.2,43.3,8.1,32,029
0500000US32031,"Washoe County, Nevada",31.8,14.9,18.3,3.1,32,031
0500000US32033,"White Pine County, Nevada",41.3,18.8,24.7,4.4,32,033
0500000US32510,"Carson City, Nevada",37.3,16.0,22.5,3.6,32,510
0500000US33001,"Belknap County, New Hampshire",38.6,15.5,23.7,3.1,33,001
0500000US33003,"Carroll County, New Hampshire",44.7,15.4,30.8,2.9,33,003
0500000US33005,"Cheshire County, New Hampshire",36.4,14.7,23.6,2.7,33,005
0500000US33007,"Coos County, New Hampshire",50.8,23.6,29.9,4.5,33,007
0500000US33009,"Grafton County, New Hampshire",36.8,14.6,24.0,3.0,33,009
0500000US33011,"Hillsborough County, New Hampshire",29.3,12.8,17.6,2.2,33,011
0500000US33013,"Merrimack County, New Hampshire",33.2,13.7,21.0,2.5,33,013
0500000US33015,"Rockingham County, New Hampshire",28.3,8.8,20.4,2.0,33,015
0500000US33017,"Strafford County, New Hampshire",30.7,14.1,18.2,2.1,33,017
0500000US33019,"Sullivan County, New Hampshire",43.4,20.8,25.3,2.9,33,019
0500000US34001,"Atlantic County, New Jersey",41.6,23.4,20.9,1.5,34,001
0500000US34003,"Bergen County, New Jersey",27.6,12.4,17.7,0.8,34,003
0500000US34005,"Burlington County, New Jersey",30.7,13.4,19.0,1.8,34,005
0500000US34007,"Camden County, New Jersey",37.1,22.8,17.6,1.2,34,007
0500000US34009,"Cape May County, New Jersey",42.8,15.5,30.5,2.2,34,009
0500000US34011,"Cumberland County, New Jersey",45.6,31.2,18.3,1.4,34,011
0500000US34013,"Essex County, New Jersey",36.3,24.9,14.8,0.8,34,013
0500000US34015,"Gloucester County, New Jersey",31.3,15.5,17.8,1.6,34,015
0500000US34017,"Hudson County, New Jersey",32.9,23.6,12.8,0.6,34,017
0500000US34019,"Hunterdon County, New Jersey",26.2,7.5,20.0,1.4,34,019
0500000US34021,"Mercer County, New Jersey",31.4,17.7,16.5,0.8,34,021
0500000US34023,"Middlesex County, New Jersey",28.9,15.3,15.9,0.7,34,023
0500000US34025,"Monmouth County, New Jersey",28.2,11.2,18.8,1.0,34,025
0500000US34027,"Morris County, New Jersey",24.2,8.5,17.4,0.7,34,027
0500000US34029,"Ocean County, New Jersey",44.5,23.3,23.4,1.8,34,029
0500000US34031,"Passaic County, New Jersey",39.8,27.7,15.8,0.6,34,031
0500000US34033,"Salem County, New Jersey",42.2,23.4,22.0,1.8,34,033
0500000US34035,"Somerset County, New Jersey",24.1,9.5,16.1,0.9,34,035
0500000US34037,"Sussex County, New Jersey",29.1,11.5,19.2,1.3,34,037
0500000US34039,"Union County, New Jersey",31.1,18.8,15.0,0.8,34,039
0500000US34041,"Warren County, New Jersey",31.7,13.7,20.0,1.5,34,041
0500000US35001,"Bernalillo County, New Mexico",46.1,29.3,19.8,3.3,35,001
0500000US35003,"Catron County, New Mexico",81.3,43.8,46.0,9.6,35,003
0500000US35005,"Chaves County, New Mexico",56.9,42.3,20.1,2.2,35,005
0500000US35006,"Cibola County, New Mexico",61.8,46.6,22.4,3.5,35,006
0500000US35007,"Colfax County, New Mexico",65.8,37.9,32.0,5.0,35,007
0500000US35009,"Curry County, New Mexico",52.1,38.4,15.6,3.8,35,009
0500000US35011,"De Baca County, New Mexico",57.0,37.5,25.5,2.2,35,011
0500000US35013,"Doña Ana County, New Mexico",52.2,36.9,18.4,2.9,35,013
0500000US35015,"Eddy County, New Mexico",39.7,25.6,18.2,2.0,35,015
0500000US35017,"Grant County, New Mexico",62.7,37.7,31.4,4.1,35,017
0500000US35019,"Guadalupe County, New Mexico",68.3,47.6,26.9,5.0,35,019
0500000US35021,"Harding County, New Mexico",43.6,16.4,29.2,9.9,35,021
0500000US35023,"Hidalgo County, New Mexico",57.6,37.4,24.6,2.4,35,023
0500000US35025,"Lea County, New Mexico",43.8,33.9,12.9,1.3,35,025
0500000US35027,"Lincoln County, New Mexico",59.7,30.6,33.6,4.6,35,027
0500000US35028,"Los Alamos County, New Mexico",24.5,7.9,17.9,1.2,35,028
0500000US35029,"Luna County, New Mexico",68.4,52.5,24.0,3.3,35,029
0500000US35031,"McKinley County, New Mexico",65.0,55.8,14.7,1.6,35,031
0500000US35033,"Mora County, New Mexico",71.0,39.1,38.4,4.2,35,033
0500000US35035,"Otero County, New Mexico",54.9,37.1,21.5,4.9,35,035
0500000US35037,"Quay County, New Mexico",63.1,38.7,30.1,4.6,35,037
0500000US35039,"Rio Arriba County, New Mexico",51.8,32.8,23.7,2.0,35,039
0500000US35041,"Roosevelt County, New Mexico",52.5,38.6,17.9,4.6,35,041
0500000US35043,"Sandoval County, New Mexico",46.7,27.2,21.4,3.9,35,043
0500000US35045,"San Juan County, New Mexico",54.9,40.4,19.0,2.1,35,045
0500000US35047,"San Miguel County, New Mexico",62.2,41.1,29.2,4.0,35,047
0500000US35049,"Santa Fe County, New Mexico",50.0,25.1,28.4,2.6,35,049
0500000US35051,"Sierra County, New Mexico",69.6,39.1,39.7,7.1,35,051
0500000US35053,"Socorro County, New Mexico",57.3,42.3,25.0,3.7,35,053
0500000US35055,"Taos County, New Mexico",60.1,33.9,32.5,4.7,35,055
0500000US35057,"Torrance County, New Mexico",59.8,39.6,24.0,3.9,35,057
0500000US35059,"Union County, New Mexico",56.0,34.4,26.8,3.6,35,059
0500000US35061,"Valencia County, New Mexico",55.4,38.0,21.6,4.2,35,061
0500000US36001,"Albany County, New York",36.7,20.4,19.1,1.8,36,001
0500000US36003,"Allegany County, New York",44.9,27.1,21.7,3.6,36,003
0500000US36005,"Bronx County, New York",58.7,50.6,15.4,0.8,36,005
0500000US36007,"Broome County, New York",46.2,28.0,22.1,2.0,36,007
0500000US36009,"Cattaraugus County, New York",50.4,31.7,23.7,3.7,36,009
0500000US36011,"Cayuga County, New York",45.9,26.4,22.9,3.1,36,011
0500000US36013,"Chautauqua County, New York",50.6,31.2,24.1,2.8,36,013
0500000US36015,"Chemung County, New York",47.0,28.4,23.1,3.5,36,015
0500000US36017,"Chenango County, New York",50.0,31.1,24.2,2.6,36,017
0500000US36019,"Clinton County, New York",41.8,23.8,21.7,2.9,36,019
0500000US36021,"Columbia County, New York",46.3,23.5,27.5,2.2,36,021
0500000US36023,"Cortland County, New York",40.2,24.7,18.6,2.7,36,023
0500000US36025,"Delaware County, New York",53.7,29.2,29.0,2.1,36,025
0500000US36027,"Dutchess County, New York",34.4,17.3,19.8,1.6,36,027
0500000US36029,"Erie County, New York",42.8,25.7,20.6,2.1,36,029
0500000US36031,"Essex County, New York",49.1,23.3,29.7,3.2,36,031
0500000US36033,"Franklin County, New York",46.8,28.1,23.2,2.9,36,033
0500000US36035,"Fulton County, New York",51.3,31.3,25.2,2.5,36,035
0500000US36037,"Genesee County, New York",40.8,22.1,21.9,3.1,36,037
0500000US36039,"Greene County, New York",46.5,24.8,26.2,2.7,36,039
0500000US36041,"Hamilton County, New York",50.0,23.7,33.2,2.1,36,041
0500000US36043,"Herkimer County, New York",46.1,26.4,24.1,2.6,36,043
0500000US36045,"Jefferson County, New York",42.4,26.1,18.0,4.5,36,045
0500000US36047,"Kings County, New York",47.3,38.2,15.4,0.5,36,047
0500000US36049,"Lewis County, New York",47.6,28.4,22.6,3.1,36,049
0500000US36051,"Livingston County, New York",40.0,20.8,22.5,2.7,36,051
0500000US36053,"Madison County, New York",40.9,21.8,21.1,2.9,36,053
0500000US36055,"Monroe County, New York",40.6,24.5,20.0,1.5,36,055
0500000US36057,"Montgomery County, New York",47.6,30.7,21.5,2.0,36,057
0500000US36059,"Nassau County, New York",30.3,15.0,18.3,0.7,36,059
0500000US36061,"New York County, New York",35.1,22.7,18.0,0.6,36,061
0500000US36063,"Niagara County, New York",44.5,26.0,22.2,2.7,36,063
0500000US36065,"Oneida County, New York",48.0,29.9,22.0,2.5,36,065
0500000US36067,"Onondaga County, New York",41.1,24.5,19.6,2.3,36,067
0500000US36069,"Ontario County, New York",40.6,20.3,23.3,2.6,36,069
0500000US36071,"Orange County, New York",40.7,27.7,15.6,1.5,36,071
0500000US36073,"Orleans County, New York",44.9,25.9,22.7,3.6,36,073
0500000US36075,"Oswego County, New York",44.7,27.8,19.4,3.2,36,075
0500000US36077,"Otsego County, New York",42.6,23.1,23.4,2.4,36,077
0500000US36079,"Putnam County, New York",30.9,13.3,19.7,1.5,36,079
0500000US36081,"Queens County, New York",43.8,31.8,17.1,0.5,36,081
0500000US36083,"Rensselaer County, New York",38.6,21.6,19.9,1.9,36,083
0500000US36085,"Richmond County, New York",37.6,23.4,17.7,0.8,36,085
0500000US36087,"Rockland County, New York",46.6,33.5,16.1,0.9,36,087
0500000US36089,"St. Lawrence County, New York",44.2,26.6,21.9,2.7,36,089
0500000US36091,"Saratoga County, New York",33.6,15.0,20.8,2.1,36,091
0500000US36093,"Schenectady County, New York",40.2,24.5,19.2,1.7,36,093
0500000US36095,"Schoharie County, New York",45.7,23.6,25.5,2.8,36,095
0500000US36097,"Schuyler County, New York",49.5,28.6,25.8,3.2,36,097
0500000US36099,"Seneca County, New York",44.4,24.8,24.4,2.6,36,099
0500000US36101,"Steuben County, New York",45.6,26.4,22.9,3.4,36,101
0500000US36103,"Suffolk County, New York",31.3,15.7,18.4,1.2,36,103
0500000US36105,"Sullivan County, New York",47.7,30.7,21.7,1.4,36,105
0500000US36107,"Tioga County, New York",47.2,27.1,22.9,2.3,36,107
0500000US36109,"Tompkins County, New York",31.6,16.8,16.8,1.1,36,109
0500000US36111,"Ulster County, New York",42.2,23.3,22.3,1.8,36,111
0500000US36113,"Warren County, New York",43.6,22.5,26.2,2.5,36,113
0500000US36115,"Washington County, New York",48.0,27.6,24.3,2.9,36,115
0500000US36117,"Wayne County, New York",41.7,23.2,22.4,2.4,36,117
0500000US36119,"Westchester County, New York",33.3,18.4,17.9,0.8,36,119
0500000US36121,"Wyoming County, New York",41.6,21.6,22.8,2.2,36,121
0500000US36123,"Yates County, New York",43.4,20.6,26.3,2.3,36,123
0500000US37001,"Alamance County, North Carolina",37.0,19.6,18.8,2.7,37,001
0500000US37003,"Alexander County, North Carolina",42.3,22.2,24.0,2.9,37,003
0500000US37005,"Alleghany County, North Carolina",51.3,21.7,33.9,2.6,37,005
0500000US37007,"Anson County, North Carolina",50.7,31.7,24.8,3.7,37,007
0500000US37009,"Ashe County, North Carolina",45.8,20.8,29.3,2.2,37,009
0500000US37011,"Avery County, North Carolina",42.2,16.6,27.8,4.0,37,011
0500000US37013,"Beaufort County, North Carolina",46.3,24.0,26.6,3.3,37,013
0500000US37015,"Bertie County, North Carolina",49.5,25.6,30.3,2.6,37,015
0500000US37017,"Bladen County, North Carolina",51.4,29.3,28.5,3.6,37,017
0500000US37019,"Brunswick County, North Carolina",48.4,15.3,34.8,4.1,37,019
0500000US37021,"Buncombe County, North Carolina",35.0,15.3,22.2,2.9,37,021
0500000US37023,"Burke County, North Carolina",42.0,21.2,23.9,3.2,37,023
0500000US37025,"Cabarrus County, North Carolina",30.3,16.8,14.8,2.0,37,025
0500000US37027,"Caldwell County, North Carolina",42.5,20.9,24.4,3.2,37,027
0500000US37029,"Camden County, North Carolina",27.8,10.4,19.1,2.7,37,029
0500000US37031,"Carteret County, North Carolina",41.5,15.0,28.4,4.8,37,031
0500000US37033,"Caswell County, North Carolina",46.4,24.8,27.0,2.6,37,033
0500000US37035,"Catawba County, North Carolina",36.9,19.0,20.8,2.4,37,035
0500000US37037,"Chatham County, North Carolina",37.5,13.4,25.3,1.8,37,037
0500000US37039,"Cherokee County, North Carolina",51.1,19.6,35.0,4.9,37,039
0500000US37041,"Chowan County, North Carolina",50.1,23.9,27.0,5.4,37,041
0500000US37043,"Clay County, North Carolina",45.3,13.9,35.5,3.1,37,043
0500000US37045,"Cleveland County, North Carolina",44.6,26.0,22.3,2.8,37,045
0500000US37047,"Columbus County, North Carolina",47.8,27.7,25.7,2.9,37,047
0500000US37049,"Craven County, North Carolina",42.7,19.5,24.5,4.8,37,049
0500000US37051,"Cumberland County, North Carolina",43.4,26.0,16.5,8.4,37,051
0500000US37053,"Currituck County, North Carolina",30.1,11.3,19.0,3.8,37,053
0500000US37055,"Dare County, North Carolina",33.1,9.7,24.7,2.1,37,055
0500000US37057,"Davidson County, North Carolina",38.9,19.7,21.3,2.5,37,057
0500000US37059,"Davie County, North Carolina",37.1,14.8,24.8,3.1,37,059
0500000US37061,"Duplin County, North Carolina",42.7,24.3,21.8,3.1,37,061
0500000US37063,"Durham County, North Carolina",28.4,15.0,14.9,1.9,37,063
0500000US37065,"Edgecombe County, North Carolina",49.9,31.3,23.2,2.7,37,065
0500000US37067,"Forsyth County, North Carolina",36.1,19.9,18.5,2.0,37,067
0500000US37069,"Franklin County, North Carolina",37.3,19.8,19.7,2.9,37,069
0500000US37071,"Gaston County, North Carolina",37.0,20.9,18.9,2.4,37,071
0500000US37073,"Gates County, North Carolina",43.0,21.0,24.6,4.5,37,073
0500000US37075,"Graham County, North Carolina",48.3,24.3,29.5,3.5,37,075
0500000US37077,"Granville County, North Carolina",37.7,19.9,20.4,2.5,37,077
0500000US37079,"Greene County, North Carolina",45.9,28.5,20.9,2.0,37,079
0500000US37081,"Guilford County, North Carolina",34.9,19.8,17.5,1.8,37,081
0500000US37083,"Halifax County, North Carolina",52.6,33.4,25.3,3.1,37,083
0500000US37085,"Harnett County, North Carolina",36.2,20.3,16.2,5.0,37,085
0500000US37087,"Haywood County, North Carolina",43.2,18.9,27.9,4.2,37,087
0500000US37089,"Henderson County, North Carolina",43.4,18.0,27.2,2.7,37,089
0500000US37091,"Hertford County, North Carolina",50.9,31.0,25.6,3.5,37,091
0500000US37093,"Hoke County, North Carolina",40.8,23.5,15.3,9.0,37,093
0500000US37095,"Hyde County, North Carolina",49.7,20.3,32.3,2.9,37,095
0500000US37097,"Iredell County, North Carolina",31.7,15.4,18.1,2.2,37,097
0500000US37099,"Jackson County, North Carolina",38.5,17.6,21.8,3.3,37,099
0500000US37101,"Johnston County, North Carolina",32.0,18.1,15.7,2.4,37,101
0500000US37103,"Jones County, North Carolina",47.6,24.7,27.9,4.7,37,103
0500000US37105,"Lee County, North Carolina",39.1,21.6,19.1,3.1,37,105
0500000US37107,"Lenoir County, North Carolina",51.9,32.3,26.2,4.1,37,107
0500000US37109,"Lincoln County, North Carolina",33.7,15.6,20.5,2.5,37,109
0500000US37111,"McDowell County, North Carolina",43.4,22.9,25.9,4.6,37,111
0500000US37113,"Macon County, North Carolina",46.0,17.9,31.0,4.6,37,113
0500000US37115,"Madison County, North Carolina",42.8,19.6,25.0,3.4,37,115
0500000US37117,"Martin County, North Carolina",49.1,25.0,27.8,4.0,37,117
0500000US37119,"Mecklenburg County, North Carolina",26.0,14.8,12.5,1.6,37,119
0500000US37121,"Mitchell County, North Carolina",40.3,17.0,27.9,3.0,37,121
0500000US37123,"Montgomery County, North Carolina",46.5,25.5,24.7,2.9,37,123
0500000US37125,"Moore County, North Carolina",39.9,14.1,26.4,4.3,37,125
0500000US37127,"Nash County, North Carolina",40.7,22.1,21.7,3.4,37,127
0500000US37129,"New Hanover County, North Carolina",31.6,13.2,20.4,2.5,37,129
0500000US37131,"Northampton County, North Carolina",49.7,24.9,31.7,3.0,37,131
0500000US37133,"Onslow County, North Carolina",38.7,21.3,14.1,8.3,37,133
0500000US37135,"Orange County, North Carolina",23.9,9.0,15.7,1.7,37,135
0500000US37137,"Pamlico County, North Carolina",49.2,19.1,34.1,3.8,37,137
0500000US37139,"Pasquotank County, North Carolina",39.8,21.5,21.6,3.1,37,139
0500000US37141,"Pender County, North Carolina",36.8,18.0,20.9,4.4,37,141
0500000US37143,"Perquimans County, North Carolina",50.3,22.4,31.8,6.2,37,143
0500000US37145,"Person County, North Carolina",43.1,23.0,23.0,3.3,37,145
0500000US37147,"Pitt County, North Carolina",32.0,18.1,16.2,2.4,37,147
0500000US37149,"Polk County, North Carolina",46.0,16.0,33.6,3.2,37,149
0500000US37151,"Randolph County, North Carolina",40.7,22.1,20.3,2.4,37,151
0500000US37153,"Richmond County, North Carolina",51.8,35.7,22.3,1.9,37,153
0500000US37155,"Robeson County, North Carolina",50.2,35.1,19.3,1.9,37,155
0500000US37157,"Rockingham County, North Carolina",45.3,25.3,24.9,2.3,37,157
0500000US37159,"Rowan County, North Carolina",40.9,23.2,19.9,3.7,37,159
0500000US37161,"Rutherford County, North Carolina",46.7,23.7,26.6,3.7,37,161
0500000US37163,"Sampson County, North Carolina",43.7,26.7,20.7,3.0,37,163
0500000US37165,"Scotland County, North Carolina",51.1,33.3,22.8,1.9,37,165
0500000US37167,"Stanly County, North Carolina",39.8,20.8,21.4,2.4,37,167
0500000US37169,"Stokes County, North Carolina",42.8,20.4,25.4,3.0,37,169
0500000US37171,"Surry County, North Carolina",41.8,21.9,23.8,2.6,37,171
0500000US37173,"Swain County, North Carolina",42.6,25.3,20.7,1.3,37,173
0500000US37175,"Transylvania County, North Carolina",45.1,15.4,32.3,3.9,37,175
0500000US37177,"Tyrrell County, North Carolina",52.9,26.0,32.7,1.7,37,177
0500000US37179,"Union County, North Carolina",26.3,13.1,14.1,1.7,37,179
0500000US37181,"Vance County, North Carolina",48.8,32.8,21.5,2.8,37,181
0500000US37183,"Wake County, North Carolina",23.6,11.2,13.0,1.8,37,183
0500000US37185,"Warren County, North Carolina",54.7,28.5,32.3,3.5,37,185
0500000US37187,"Washington County, North Carolina",56.9,34.4,29.6,2.8,37,187
0500000US37189,"Watauga County, North Carolina",26.9,10.5,18.3,1.5,37,189
0500000US37191,"Wayne County, North Carolina",44.3,26.4,20.0,4.5,37,191
0500000US37193,"Wilkes County, North Carolina",45.6,24.5,26.6,2.6,37,193
0500000US37195,"Wilson County, North Carolina",43.3,25.7,21.4,2.9,37,195
0500000US37197,"Yadkin County, North Carolina",40.4,20.5,22.6,2.4,37,197
0500000US37199,"Yancey County, North Carolina",50.2,24.9,30.2,3.1,37,199
0500000US38001,"Adams County, North Dakota",38.6,12.9,28.1,4.8,38,001
0500000US38003,"Barnes County, North Dakota",32.6,11.8,22.5,3.6,38,003
0500000US38005,"Benson County, North Dakota",54.7,41.0,17.2,2.7,38,005
0500000US38007,"Billings County, North Dakota",34.1,6.8,29.4,1.9,38,007
0500000US38009,"Bottineau County, North Dakota",37.6,14.6,25.1,4.1,38,009
0500000US38011,"Bowman County, North Dakota",29.3,8.8,22.5,1.4,38,011
0500000US38013,"Burke County, North Dakota",28.5,8.4,22.0,1.9,38,013
0500000US38015,"Burleigh County, North Dakota",28.5,11.0,18.0,2.9,38,015
0500000US38017,"Cass County, North Dakota",23.3,10.5,13.3,2.6,38,017
0500000US38019,"Cavalier County, North Dakota",35.6,11.2,26.8,3.9,38,019
0500000US38021,"Dickey County, North Dakota",29.3,10.6,19.1,3.3,38,021
0500000US38023,"Divide County, North Dakota",35.7,14.3,24.3,4.4,38,023
0500000US38025,"Dunn County, North Dakota",27.9,12.2,18.7,3.2,38,025
0500000US38027,"Eddy County, North Dakota",38.1,15.4,27.4,3.0,38,027
0500000US38029,"Emmons County, North Dakota",37.6,13.1,27.9,3.7,38,029
0500000US38031,"Foster County, North Dakota",34.3,14.3,23.1,1.9,38,031
0500000US38033,"Golden Valley County, North Dakota",47.4,24.5,27.4,2.0,38,033
0500000US38035,"Grand Forks County, North Dakota",26.5,12.3,14.5,3.7,38,035
0500000US38037,"Grant County, North Dakota",48.6,23.8,27.3,3.4,38,037
0500000US38039,"Griggs County, North Dakota",36.7,10.1,29.1,2.8,38,039
0500000US38041,"Hettinger County, North Dakota",40.5,14.4,27.4,3.1,38,041
0500000US38043,"Kidder County, North Dakota",39.0,12.8,27.8,4.9,38,043
0500000US38045,"LaMoure County, North Dakota",35.5,11.4,26.2,2.9,38,045
0500000US38047,"Logan County, North Dakota",40.0,15.6,26.4,3.5,38,047
0500000US38049,"McHenry County, North Dakota",37.6,16.1,22.5,3.2,38,049
0500000US38051,"McIntosh County, North Dakota",42.1,15.1,28.8,2.5,38,051
0500000US38053,"McKenzie County, North Dakota",17.3,8.4,10.5,1.4,38,053
0500000US38055,"McLean County, North Dakota",32.8,8.2,25.3,4.3,38,055
0500000US38057,"Mercer County, North Dakota",32.4,11.2,21.8,4.6,38,057
0500000US38059,"Morton County, North Dakota",25.8,9.5,16.9,3.0,38,059
0500000US38061,"Mountrail County, North Dakota",31.4,19.1,13.9,2.4,38,061
0500000US38063,"Nelson County, North Dakota",37.1,11.7,27.4,3.6,38,063
0500000US38065,"Oliver County, North Dakota",32.8,6.2,25.6,4.0,38,065
0500000US38067,"Pembina County, North Dakota",35.0,12.7,25.3,2.8,38,067
0500000US38069,"Pierce County, North Dakota",37.1,13.7,25.6,2.9,38,069
0500000US38071,"Ramsey County, North Dakota",40.2,22.9,22.0,3.7,38,071
0500000US38073,"Ransom County, North Dakota",33.3,13.5,21.0,3.2,38,073
0500000US38075,"Renville County, North Dakota",29.1,9.7,20.2,4.5,38,075
0500000US38077,"Richland County, North Dakota",31.3,13.4,20.4,3.9,38,077
0500000US38079,"Rolette County, North Dakota",50.0,38.5,13.1,1.2,38,079
0500000US38081,"Sargent County, North Dakota",32.9,11.9,22.7,3.3,38,081
0500000US38083,"Sheridan County, North Dakota",42.5,11.6,32.1,3.2,38,083
0500000US38085,"Sioux County, North Dakota",51.3,43.5,9.6,1.1,38,085
0500000US38087,"Slope County, North Dakota",42.4,15.5,28.9,0.6,38,087
0500000US38089,"Stark County, North Dakota",25.7,12.7,13.5,2.3,38,089
0500000US38091,"Steele County, North Dakota",39.1,9.9,30.9,4.3,38,091
0500000US38093,"Stutsman County, North Dakota",33.4,15.5,21.1,2.9,38,093
0500000US38095,"Towner County, North Dakota",40.2,18.5,26.2,1.7,38,095
0500000US38097,"Traill County, North Dakota",28.7,10.0,20.2,3.2,38,097
0500000US38099,"Walsh County, North Dakota",34.2,14.4,22.8,3.5,38,099
0500000US38101,"Ward County, North Dakota",25.7,9.9,15.1,3.8,38,101
0500000US38103,"Wells County, North Dakota",40.5,17.5,26.2,1.7,38,103
