GEO_ID,NAME,B27010_001E,B27010_002E,B27010_018E,B27010_034E,B27010_051E,B27010_007E,B27010_013E,B27010_023E,B27010_029E,B27010_039E,B27010_046E,B27010_062E,state,county,tract,block group,GEO_ID_2,GEO_ID_2
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1505,404,294,541,266,269,0,82,0,179,6,81,15,001,020100,1,1500000US150010201001,1500000US150010201002
1500000US150010207023,Block Group 3; Census Tract 207.02; Hawaii County; Hawaii,1316,193,204,527,392,21,0,0,0,19,0,4,15,001,020702,3,1500000US150010207023,1500000US150010208012
1500000US150010208011,Block Group 1; Census Tract 208.01; Hawaii County; Hawaii,1596,217,285,669,425,0,0,17,0,45,0,0,15,001,020801,1,1500000US150010208011,1500000US150010208011
1500000US150010208012,Block Group 2; Census Tract 208.01; Hawaii County; Hawaii,2217,485,405,767,560,139,0,21,0,107,2,54,15,001,020801,2,1500000US150010208012,1500000US150010208013
1500000US150010208013,Block Group 3; Census Tract 208.01; Hawaii County; Hawaii,1206,420,225,348,213,173,0,27,0,45,0,0,15,001,020801,3,1500000US150010208013,1500000US150010208022
1500000US150010208021,Block Group 1; Census Tract 208.02; Hawaii County; Hawaii,1088,101,154,513,320,89,0,12,0,55,0,2,15,001,020802,1,1500000US150010208021,1500000US150010208025
1500000US150010208022,Block Group 2; Census Tract 208.02; Hawaii County; Hawaii,419,23,43,186,167,23,0,0,0,1,0,0,15,001,020802,2,1500000US150010208022,1500000US150010208021
1500000US150010208023,Block Group 3; Census Tract 208.02; Hawaii County; Hawaii,3175,784,403,1258,730,47,0,119,0,204,36,49,15,001,020802,3,1500000US150010208023,1500000US150010208023
1500000US150010208024,Block Group 4; Census Tract 208.02; Hawaii County; Hawaii,952,134,128,324,366,0,0,0,0,55,0,0,15,001,020802,4,1500000US150010208024,1500000US150010208024
1500000US150010208025,Block Group 5; Census Tract 208.02; Hawaii County; Hawaii,1343,306,114,559,364,0,0,0,0,20,0,0,15,001,020802,5,1500000US150010208025,1500000US150010209003
1500000US150010209001,Block Group 1; Census Tract 209; Hawaii County; Hawaii,977,245,135,463,134,0,0,15,0,30,0,12,15,001,020900,1,1500000US150010209001,1500000US150010209001
1500000US150010209002,Block Group 2; Census Tract 209; Hawaii County; Hawaii,1509,403,170,684,252,141,0,14,2,89,0,0,15,001,020900,2,1500000US150010209002,1500000US150010209002
1500000US150010209003,Block Group 3; Census Tract 209; Hawaii County; Hawaii,882,239,135,397,111,14,0,0,0,17,0,0,15,001,020900,3,1500000US150010209003,1500000US150010209004
1500000US150010209004,Block Group 4; Census Tract 209; Hawaii County; Hawaii,762,90,145,271,256,2,0,0,0,0,0,0,15,001,020900,4,1500000US150010209004,1500000US150010209005
1500000US150010209005,Block Group 5; Census Tract 209; Hawaii County; Hawaii,1005,230,171,436,168,42,0,7,0,56,0,0,15,001,020900,5,1500000US150010209005,1500000US150010210031
1500000US150010210031,Block Group 1; Census Tract 210.03; Hawaii County; Hawaii,1925,491,316,879,239,297,0,152,0,371,43,0,15,001,021003,1,1500000US150010210031,1500000US150010210033
1500000US150010210032,Block Group 2; Census Tract 210.03; Hawaii County; Hawaii,1488,399,270,544,275,254,46,104,30,163,22,74,15,001,021003,2,1500000US150010210032,1500000US150010210111
1500000US150010210033,Block Group 3; Census Tract 210.03; Hawaii County; Hawaii,2005,444,398,826,337,203,0,46,0,168,30,53,15,001,021003,3,1500000US150010210033,1500000US150010210113
1500000US150010210034,Block Group 4; Census Tract 210.03; Hawaii County; Hawaii,362,87,32,155,88,63,0,15,0,125,0,81,15,001,021003,4,1500000US150010210034,1500000US150010207012
1500000US150010210035,Block Group 5; Census Tract 210.03; Hawaii County; Hawaii,1424,266,327,613,218,221,0,167,0,121,22,0,15,001,021003,5,1500000US150010210035,1500000US150010210032
1500000US150010210111,Block Group 1; Census Tract 210.11; Hawaii County; Hawaii,2213,850,364,820,179,538,0,226,0,75,59,34,15,001,021011,1,1500000US150010210111,1500000US150010210034
1500000US150010210112,Block Group 2; Census Tract 210.11; Hawaii County; Hawaii,1489,152,180,523,634,18,0,0,0,7,0,28,15,001,021011,2,1500000US150010210112,1500000US150010210035
1500000US150010210113,Block Group 3; Census Tract 210.11; Hawaii County; Hawaii,909,212,102,456,139,103,0,33,0,113,0,21,15,001,021011,3,1500000US150010210113,1500000US150010210112
1500000US150010210131,Block Group 1; Census Tract 210.13; Hawaii County; Hawaii,1060,217,214,351,278,117,0,47,0,78,6,22,15,001,021013,1,1500000US150010210131,1500000US150010210131
1500000US150010210132,Block Group 2; Census Tract 210.13; Hawaii County; Hawaii,1154,278,133,462,281,137,0,5,0,117,0,12,15,001,021013,2,1500000US150010210132,1500000US150010210132
1500000US150010210133,Block Group 3; Census Tract 210.13; Hawaii County; Hawaii,2855,537,474,1046,798,192,0,164,0,122,0,52,15,001,021013,3,1500000US150010210133,1500000US150010210133
1500000US150010210141,Block Group 1; Census Tract 210.14; Hawaii County; Hawaii,1389,454,214,548,173,163,0,17,0,158,0,0,15,001,021014,1,1500000US150010210141,1500000US150010210141
1500000US150010210142,Block Group 2; Census Tract 210.14; Hawaii County; Hawaii,3713,1162,827,1386,338,463,0,0,0,177,60,56,15,001,021014,2,1500000US150010210142,1500000US150010210142
1500000US150010210143,Block Group 3; Census Tract 210.14; Hawaii County; Hawaii,3509,542,376,1458,1133,324,0,189,0,489,46,107,15,001,021014,3,1500000US150010210143,1500000US150010210143
1500000US150010210151,Block Group 1; Census Tract 210.15; Hawaii County; Hawaii,1772,226,158,896,492,66,0,45,0,298,0,68,15,001,021015,1,1500000US150010210151,1500000US150010210151
1500000US150010210152,Block Group 2; Census Tract 210.15; Hawaii County; Hawaii,2588,628,162,1249,549,177,0,0,0,227,0,99,15,001,021015,2,1500000US150010210152,1500000US150010210152
1500000US150010210161,Block Group 1; Census Tract 210.16; Hawaii County; Hawaii,2918,1013,395,909,601,491,0,188,0,256,0,48,15,001,021016,1,1500000US150010210161,1500000US150010210162
1500000US150010210162,Block Group 2; Census Tract 210.16; Hawaii County; Hawaii,2065,329,410,771,555,272,0,220,0,243,55,26,15,001,021016,2,1500000US150010210162,1500000US150010210161
1500000US150010210163,Block Group 3; Census Tract 210.16; Hawaii County; Hawaii,535,136,32,237,130,0,0,0,0,41,0,0,15,001,021016,3,1500000US150010210163,1500000US150010210163
1500000US150010210171,Block Group 1; Census Tract 210.17; Hawaii County; Hawaii,973,217,130,518,108,134,0,35,0,173,26,27,15,001,021017,1,1500000US150010210171,1500000US150010210171
1500000US150010210172,Block Group 2; Census Tract 210.17; Hawaii County; Hawaii,990,89,89,482,330,21,0,9,0,89,0,61,15,001,021017,2,1500000US150010210172,1500000US150010210172
1500000US150010210173,Block Group 3; Census Tract 210.17; Hawaii County; Hawaii,1820,253,307,603,657,155,0,75,0,92,0,19,15,001,021017,3,1500000US150010210173,1500000US150010210173
1500000US150010211011,Block Group 1; Census Tract 211.01; Hawaii County; Hawaii,23,0,9,0,14,0,0,9,0,0,0,14,15,001,021101,1,1500000US150010211011,1500000US150010211011
1500000US150010211012,Block Group 2; Census Tract 211.01; Hawaii County; Hawaii,1760,329,274,723,434,286,0,133,0,277,12,49,15,001,021101,2,1500000US150010211012,1500000US150010211012
1500000US150010211013,Block Group 3; Census Tract 211.01; Hawaii County; Hawaii,897,41,15,437,404,9,0,0,0,142,29,59,15,001,021101,3,1500000US150010211013,1500000US150010211013
1500000US150010211071,Block Group 1; Census Tract 211.07; Hawaii County; Hawaii,1039,179,133,424,303,119,0,19,0,104,60,62,15,001,021107,1,1500000US150010211071,1500000US150010211071
1500000US150010211081,Block Group 1; Census Tract 211.08; Hawaii County; Hawaii,1759,360,265,652,482,91,0,0,0,150,34,0,15,001,021108,1,1500000US150010211081,1500000US150010211083
1500000US150010211082,Block Group 2; Census Tract 211.08; Hawaii County; Hawaii,3026,679,429,1105,813,426,0,198,0,336,1,33,15,001,021108,2,1500000US150010211082,1500000US150010211081
1500000US150010211083,Block Group 3; Census Tract 211.08; Hawaii County; Hawaii,1866,619,257,698,292,338,0,109,0,244,32,50,15,001,021108,3,1500000US150010211083,1500000US150010211082
1500000US150010212031,Block Group 1; Census Tract 212.03; Hawaii County; Hawaii,1822,553,420,474,375,479,0,159,0,80,10,1,15,001,021203,1,1500000US150010212031,1500000US150010212033
1500000US150010212032,Block Group 2; Census Tract 212.03; Hawaii County; Hawaii,1863,425,41,931,466,273,0,41,0,200,0,29,15,001,021203,2,1500000US150010212032,1500000US150010212031
1500000US150010212033,Block Group 3; Census Tract 212.03; Hawaii County; Hawaii,1628,153,399,468,608,153,0,200,0,91,0,27,15,001,021203,3,1500000US150010212033,1500000US150010212032
1500000US150010212034,Block Group 4; Census Tract 212.03; Hawaii County; Hawaii,195,27,22,103,43,10,0,9,0,10,0,7,15,001,021203,4,1500000US150010212034,1500000US150010212034
1500000US150010212041,Block Group 1; Census Tract 212.04; Hawaii County; Hawaii,780,285,141,267,87,125,0,43,6,64,0,19,15,001,021204,1,1500000US150010212041,1500000US150010212041
1500000US150010212042,Block Group 2; Census Tract 212.04; Hawaii County; Hawaii,318,0,24,171,123,0,0,0,0,20,34,0,15,001,021204,2,1500000US150010212042,1500000US150010212042
1500000US150010212043,Block Group 3; Census Tract 212.04; Hawaii County; Hawaii,1552,224,170,514,644,150,0,66,0,153,13,69,15,001,021204,3,1500000US150010212043,1500000US150010212043
1500000US150010213001,Block Group 1; Census Tract 213; Hawaii County; Hawaii,1966,365,394,718,489,144,0,18,0,118,8,76,15,001,021300,1,1500000US150010213001,1500000US150010213001
1500000US150010213002,Block Group 2; Census Tract 213; Hawaii County; Hawaii,1723,202,428,748,345,105,0,42,0,199,0,40,15,001,021300,2,1500000US150010213002,1500000US150010213002
1500000US150010213003,Block Group 3; Census Tract 213; Hawaii County; Hawaii,2194,294,75,1037,788,46,0,18,0,69,0,6,15,001,021300,3,1500000US150010213003,1500000US150010214022
1500000US150010213004,Block Group 4; Census Tract 213; Hawaii County; Hawaii,896,136,128,410,222,49,0,0,0,97,0,0,15,001,021300,4,1500000US150010213004,1500000US150010213003
1500000US150010214021,Block Group 1; Census Tract 214.02; Hawaii County; Hawaii,1099,254,176,377,292,165,0,0,0,33,0,9,15,001,021402,1,1500000US150010214021,1500000US150010213004
1500000US150010214022,Block Group 2; Census Tract 214.02; Hawaii County; Hawaii,2526,601,481,780,664,459,0,232,0,231,25,49,15,001,021402,2,1500000US150010214022,1500000US150010214021
1500000US150010215021,Block Group 1; Census Tract 215.02; Hawaii County; Hawaii,1884,391,323,649,521,258,0,97,4,178,0,13,15,001,021502,1,1500000US150010215021,1500000US150010215021
1500000US150010215022,Block Group 2; Census Tract 215.02; Hawaii County; Hawaii,2298,560,474,814,450,177,0,123,0,137,11,0,15,001,021502,2,1500000US150010215022,1500000US150010215022
1500000US150010215023,Block Group 3; Census Tract 215.02; Hawaii County; Hawaii,920,234,155,373,158,123,0,83,0,18,0,0,15,001,021502,3,1500000US150010215023,1500000US150010215023
1500000US150010215041,Block Group 1; Census Tract 215.04; Hawaii County; Hawaii,3381,1096,847,1045,393,756,0,334,0,192,0,11,15,001,021504,1,1500000US150010215041,1500000US150010215041
1500000US150010215042,Block Group 2; Census Tract 215.04; Hawaii County; Hawaii,3315,900,830,994,591,472,20,249,0,158,2,25,15,001,021504,2,1500000US150010215042,1500000US150010215042
1500000US150010215101,Block Group 1; Census Tract 215.10; Hawaii County; Hawaii,2231,518,205,922,586,307,0,36,0,69,0,110,15,001,021510,1,1500000US150010215101,1500000US150010215103
1500000US150010215102,Block Group 2; Census Tract 215.10; Hawaii County; Hawaii,724,147,98,209,270,35,0,14,0,42,0,3,15,001,021510,2,1500000US150010215102,1500000US150010215101
1500000US150010215103,Block Group 3; Census Tract 215.10; Hawaii County; Hawaii,1076,52,83,388,553,10,0,0,65,0,0,0,15,001,021510,3,1500000US150010215103,1500000US150010215102
1500000US150010215104,Block Group 4; Census Tract 215.10; Hawaii County; Hawaii,494,149,15,190,140,30,0,0,0,29,0,0,15,001,021510,4,1500000US150010215104,1500000US150010215104
1500000US150010215111,Block Group 1; Census Tract 215.11; Hawaii County; Hawaii,2298,629,257,827,585,159,0,49,0,42,0,0,15,001,021511,1,1500000US150010215111,1500000US150010215111
1500000US150010215121,Block Group 1; Census Tract 215.12; Hawaii County; Hawaii,2289,451,428,792,618,24,0,25,0,127,29,0,15,001,021512,1,1500000US150010215121,1500000US150010215121
1500000US150010215122,Block Group 2; Census Tract 215.12; Hawaii County; Hawaii,2333,266,780,904,383,76,0,38,0,53,0,0,15,001,021512,2,1500000US150010215122,1500000US150010215122
1500000US150010215131,Block Group 1; Census Tract 215.13; Hawaii County; Hawaii,1597,305,214,728,350,127,0,33,0,0,0,0,15,001,021513,1,1500000US150010215131,1500000US150010215132
1500000US150010215132,Block Group 2; Census Tract 215.13; Hawaii County; Hawaii,1690,124,397,735,434,82,0,37,0,7,2,0,15,001,021513,2,1500000US150010215132,1500000US150010215131
1500000US150010215133,Block Group 3; Census Tract 215.13; Hawaii County; Hawaii,2119,467,559,721,372,407,0,100,0,57,0,13,15,001,021513,3,1500000US150010215133,1500000US150010215133
1500000US150010216051,Block Group 1; Census Tract 216.05; Hawaii County; Hawaii,1699,447,229,721,302,241,0,31,0,132,0,0,15,001,021605,1,1500000US150010216051,1500000US150010216052
1500000US150010216052,Block Group 2; Census Tract 216.05; Hawaii County; Hawaii,800,99,36,434,231,28,0,12,0,42,0,0,15,001,021605,2,1500000US150010216052,1500000US150010216051
1500000US150010216053,Block Group 3; Census Tract 216.05; Hawaii County; Hawaii,1666,350,396,601,319,169,0,79,0,93,0,0,15,001,021605,3,1500000US150010216053,1500000US150010216062
1500000US150010216061,Block Group 1; Census Tract 216.06; Hawaii County; Hawaii,2142,715,521,613,293,544,0,145,0,59,53,0,15,001,021606,1,1500000US150010216061,1500000US150010216081
1500000US150010216062,Block Group 2; Census Tract 216.06; Hawaii County; Hawaii,2087,384,619,553,531,182,0,192,0,19,0,0,15,001,021606,2,1500000US150010216062,1500000US150010216053
1500000US150010216071,Block Group 1; Census Tract 216.07; Hawaii County; Hawaii,1484,380,33,719,352,0,0,0,0,31,0,26,15,001,021607,1,1500000US150010216071,1500000US150010216061
1500000US150010216072,Block Group 2; Census Tract 216.07; Hawaii County; Hawaii,1449,262,87,711,389,107,0,10,0,52,0,0,15,001,021607,2,1500000US150010216072,1500000US150010216071
1500000US150010216073,Block Group 3; Census Tract 216.07; Hawaii County; Hawaii,1318,171,384,544,219,9,0,17,0,9,0,0,15,001,021607,3,1500000US150010216073,1500000US150010216072
1500000US150010216081,Block Group 1; Census Tract 216.08; Hawaii County; Hawaii,483,0,149,142,192,0,0,0,0,44,0,0,15,001,021608,1,1500000US150010216081,1500000US150010216073
1500000US150010216082,Block Group 2; Census Tract 216.08; Hawaii County; Hawaii,1632,324,339,837,132,204,0,48,0,236,0,0,15,001,021608,2,1500000US150010216082,1500000US150010216082
1500000US150010216083,Block Group 3; Census Tract 216.08; Hawaii County; Hawaii,1729,217,213,816,483,40,0,36,0,51,0,0,15,001,021608,3,1500000US150010216083,1500000US150010216083
1500000US150010216084,Block Group 4; Census Tract 216.08; Hawaii County; Hawaii,995,93,222,323,357,70,0,133,0,0,0,10,15,001,021608,4,1500000US150010216084,1500000US150010216084
1500000US150010217051,Block Group 1; Census Tract 217.05; Hawaii County; Hawaii,3660,946,620,1496,598,0,0,61,0,150,0,0,15,001,021705,1,1500000US150010217051,1500000US150010217051
1500000US150010217052,Block Group 2; Census Tract 217.05; Hawaii County; Hawaii,902,131,81,504,186,0,0,23,0,210,0,0,15,001,021705,2,1500000US150010217052,1500000US150010217052
1500000US150010217053,Block Group 3; Census Tract 217.05; Hawaii County; Hawaii,2265,646,319,683,617,492,0,0,0,66,2,133,15,001,021705,3,1500000US150010217053,1500000US150010217053
1500000US150010217061,Block Group 1; Census Tract 217.06; Hawaii County; Hawaii,2129,606,181,860,482,67,0,33,0,56,0,10,15,001,021706,1,1500000US150010217061,1500000US150010217061
1500000US150010217062,Block Group 2; Census Tract 217.06; Hawaii County; Hawaii,1764,277,198,750,539,101,0,28,0,94,33,25,15,001,021706,2,1500000US150010217062,1500000US150010217062
1500000US150010217071,Block Group 1; Census Tract 217.07; Hawaii County; Hawaii,2646,500,449,913,784,203,0,89,22,31,0,16,15,001,021707,1,1500000US150010217071,1500000US150010217072
1500000US150010217072,Block Group 2; Census Tract 217.07; Hawaii County; Hawaii,1511,520,267,647,77,319,0,54,51,49,20,0,15,001,021707,2,1500000US150010217072,1500000US150010217071
1500000US150010217073,Block Group 3; Census Tract 217.07; Hawaii County; Hawaii,351,100,90,67,94,33,0,9,0,13,0,0,15,001,021707,3,1500000US150010217073,1500000US150010217073
1500000US150010217081,Block Group 1; Census Tract 217.08; Hawaii County; Hawaii,1162,90,46,450,576,14,0,0,0,14,0,21,15,001,021708,1,1500000US150010217081,1500000US150010217082
1500000US150010217082,Block Group 2; Census Tract 217.08; Hawaii County; Hawaii,1653,341,308,740,264,138,0,33,0,101,0,10,15,001,021708,2,1500000US150010217082,1500000US150010217081
1500000US150010217083,Block Group 3; Census Tract 217.08; Hawaii County; Hawaii,1218,260,108,512,338,203,0,28,0,0,0,0,15,001,021708,3,1500000US150010217083,1500000US150010217083
1500000US150010218001,Block Group 1; Census Tract 218; Hawaii County; Hawaii,1342,328,234,438,342,62,0,10,0,35,0,33,15,001,021800,1,1500000US150010218001,1500000US150010218002
1500000US150010218002,Block Group 2; Census Tract 218; Hawaii County; Hawaii,2067,342,192,794,739,61,0,43,0,62,0,8,15,001,021800,2,1500000US150010218002,1500000US150010218004
1500000US150010218003,Block Group 3; Census Tract 218; Hawaii County; Hawaii,1830,364,339,641,486,139,0,130,0,73,0,7,15,001,021800,3,1500000US150010218003,1500000US150010218001
1500000US150010218004,Block Group 4; Census Tract 218; Hawaii County; Hawaii,1274,393,180,277,424,78,0,17,0,28,0,18,15,001,021800,4,1500000US150010218004,1500000US150010218003
1500000US150010219021,Block Group 1; Census Tract 219.02; Hawaii County; Hawaii,1609,308,295,683,323,156,0,101,0,174,0,33,15,001,021902,1,1500000US150010219021,1500000US150010219023
1500000US150010219022,Block Group 2; Census Tract 219.02; Hawaii County; Hawaii,664,156,96,246,166,87,0,21,0,3,27,43,15,001,021902,2,1500000US150010219022,1500000US150010219021
1500000US150010219023,Block Group 3; Census Tract 219.02; Hawaii County; Hawaii,1470,470,205,529,266,249,0,79,0,96,14,37,15,001,021902,3,1500000US150010219023,1500000US150010219022
1500000US150010220001,Block Group 1; Census Tract 220; Hawaii County; Hawaii,1098,299,154,511,134,64,0,28,0,59,0,7,15,001,022000,1,1500000US150010220001,1500000US150010220001
1500000US150010220002,Block Group 2; Census Tract 220; Hawaii County; Hawaii,1517,396,372,475,274,230,0,148,0,102,0,6,15,001,022000,2,1500000US150010220002,1500000US150010220002
1500000US150010221021,Block Group 1; Census Tract 221.02; Hawaii County; Hawaii,753,183,70,203,297,22,0,13,0,19,0,0,15,001,022102,1,1500000US150010221021,1500000US150010221021
1500000US150010221022,Block Group 2; Census Tract 221.02; Hawaii County; Hawaii,980,223,206,342,209,164,0,80,0,37,0,14,15,001,022102,2,1500000US150010221022,1500000US150010221022
1500000US150019900000,Block Group 0; Census Tract 9900; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990000,0,1500000US150019900000,1500000US150019900000
1500000US150019901000,Block Group 0; Census Tract 9901; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990100,0,1500000US150019901000,1500000US150019901000
1500000US150019903000,Block Group 0; Census Tract 9903; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990300,0,1500000US150019903000,1500000US150019903000
1500000US150019904000,Block Group 0; Census Tract 9904; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990400,0,1500000US150019904000,1500000US150019904000
1500000US150019905000,Block Group 0; Census Tract 9905; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990500,0,1500000US150019905000,1500000US150019905000
1500000US150019906000,Block Group 0; Census Tract 9906; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990600,0,1500000US150019906000,1500000US150019906000
1500000US150019907000,Block Group 0; Census Tract 9907; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990700,0,1500000US150019907000,1500000US150019907000
1500000US150019908000,Block Group 0; Census Tract 9908; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990800,0,1500000US150019908000,1500000US150019911000
1500000US150019909000,Block Group 0; Census Tract 9909; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,990900,0,1500000US150019909000,1500000US150019908000
1500000US150019910000,Block Group 0; Census Tract 9910; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991000,0,1500000US150019910000,1500000US150019909000
1500000US150019911000,Block Group 0; Census Tract 9911; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991100,0,1500000US150019911000,1500000US150019910000
1500000US150019912000,Block Group 0; Census Tract 9912; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991200,0,1500000US150019912000,1500000US150019912000
1500000US150019913000,Block Group 0; Census Tract 9913; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991300,0,1500000US150019913000,1500000US150019913000
1500000US150019914000,Block Group 0; Census Tract 9914; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991400,0,1500000US150019914000,1500000US150019914000
1500000US150019915000,Block Group 0; Census Tract 9915; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991500,0,1500000US150019915000,1500000US150019915000
1500000US150019916000,Block Group 0; Census Tract 9916; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991600,0,1500000US150019916000,1500000US150019916000
1500000US150019917000,Block Group 0; Census Tract 9917; Hawaii County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,001,991700,0,1500000US150019917000,1500000US150019917000
1500000US150030001071,Block Group 1; Census Tract 1.07; Honolulu County; Hawaii,1804,595,293,657,259,84,0,8,0,88,2,0,15,003,000107,1,1500000US150030001071,1500000US150030001072
1500000US150030001072,Block Group 2; Census Tract 1.07; Honolulu County; Hawaii,1179,218,104,452,405,19,0,0,0,27,0,0,15,003,000107,2,1500000US150030001072,1500000US150030001071
1500000US150030001081,Block Group 1; Census Tract 1.08; Honolulu County; Hawaii,1081,115,90,426,450,0,0,0,0,33,0,0,15,003,000108,1,1500000US150030001081,1500000US150030001083
1500000US150030001082,Block Group 2; Census Tract 1.08; Honolulu County; Hawaii,1030,340,119,420,151,26,0,5,0,28,24,0,15,003,000108,2,1500000US150030001082,1500000US150030001081
