GEO_ID,NAME,B27010_001E,B27010_002E,B27010_018E,B27010_034E,B27010_051E,B27010_007E,B27010_013E,B27010_023E,B27010_029E,B27010_039E,B27010_046E,B27010_062E,state,county,tract,block group,GEO_ID_2,GEO_ID_2
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1505,404,294,541,266,269,0,82,0,179,6,81,15,001,020100,1,1500000US150010201001,1500000US150010201002
1500000US150030020062,Block Group 2; Census Tract 20.06; Honolulu County; Hawaii,1166,115,189,607,255,69,0,22,0,44,0,13,15,003,002006,2,1500000US150030020062,1500000US150030020061
1500000US150030021011,Block Group 1; Census Tract 21.01; Honolulu County; Hawaii,333,39,178,78,38,7,0,22,0,8,0,0,15,003,002101,1,1500000US150030021011,1500000US150030020062
1500000US150030021012,Block Group 2; Census Tract 21.01; Honolulu County; Hawaii,677,192,80,247,158,69,0,0,0,6,0,0,15,003,002101,2,1500000US150030021012,1500000US150030021012
1500000US150030021013,Block Group 3; Census Tract 21.01; Honolulu County; Hawaii,746,60,166,313,207,25,0,22,0,19,0,19,15,003,002101,3,1500000US150030021013,1500000US150030021013
1500000US150030021021,Block Group 1; Census Tract 21.02; Honolulu County; Hawaii,371,0,38,158,175,0,0,0,0,0,0,0,15,003,002102,1,1500000US150030021021,1500000US150030021021
1500000US150030021022,Block Group 2; Census Tract 21.02; Honolulu County; Hawaii,1256,220,332,420,284,60,0,25,0,78,0,12,15,003,002102,2,1500000US150030021022,1500000US150030021022
1500000US150030022031,Block Group 1; Census Tract 22.03; Honolulu County; Hawaii,1610,264,309,627,410,65,0,7,0,98,0,16,15,003,002203,1,1500000US150030022031,1500000US150030022031
1500000US150030022041,Block Group 1; Census Tract 22.04; Honolulu County; Hawaii,1191,108,428,368,287,0,0,12,0,26,0,3,15,003,002204,1,1500000US150030022041,1500000US150030022041
1500000US150030022051,Block Group 1; Census Tract 22.05; Honolulu County; Hawaii,1904,314,282,960,348,0,0,43,0,14,6,3,15,003,002205,1,1500000US150030022051,1500000US150030022051
1500000US150030022061,Block Group 1; Census Tract 22.06; Honolulu County; Hawaii,1024,116,264,408,236,77,0,26,0,79,0,8,15,003,002206,1,1500000US150030022061,1500000US150030022061
1500000US150030022062,Block Group 2; Census Tract 22.06; Honolulu County; Hawaii,1074,217,228,452,177,157,0,108,0,102,0,9,15,003,002206,2,1500000US150030022062,1500000US150030023011
1500000US150030023011,Block Group 1; Census Tract 23.01; Honolulu County; Hawaii,752,191,239,124,198,0,0,75,0,16,0,17,15,003,002301,1,1500000US150030023011,1500000US150030023021
1500000US150030023012,Block Group 2; Census Tract 23.01; Honolulu County; Hawaii,1417,203,435,606,173,0,0,37,0,37,0,0,15,003,002301,2,1500000US150030023012,1500000US150030023022
1500000US150030023013,Block Group 3; Census Tract 23.01; Honolulu County; Hawaii,1184,119,293,664,108,19,0,0,0,79,0,0,15,003,002301,3,1500000US150030023013,1500000US150030022062
1500000US150030023021,Block Group 1; Census Tract 23.02; Honolulu County; Hawaii,1237,121,353,308,455,56,0,110,0,7,0,34,15,003,002302,1,1500000US150030023021,1500000US150030023012
1500000US150030023022,Block Group 2; Census Tract 23.02; Honolulu County; Hawaii,670,43,322,274,31,10,0,0,0,9,0,0,15,003,002302,2,1500000US150030023022,1500000US150030023013
1500000US150030024011,Block Group 1; Census Tract 24.01; Honolulu County; Hawaii,748,162,101,381,104,61,0,24,0,53,0,2,15,003,002401,1,1500000US150030024011,1500000US150030024012
1500000US150030024012,Block Group 2; Census Tract 24.01; Honolulu County; Hawaii,853,113,225,338,177,59,0,0,0,60,0,0,15,003,002401,2,1500000US150030024012,1500000US150030024011
1500000US150030024013,Block Group 3; Census Tract 24.01; Honolulu County; Hawaii,567,22,148,224,173,0,0,11,0,8,0,22,15,003,002401,3,1500000US150030024013,1500000US150030024013
1500000US150030024014,Block Group 4; Census Tract 24.01; Honolulu County; Hawaii,709,207,242,134,126,183,0,169,0,12,0,0,15,003,002401,4,1500000US150030024014,1500000US150030024014
1500000US150030024031,Block Group 1; Census Tract 24.03; Honolulu County; Hawaii,822,75,276,291,180,51,0,42,0,32,0,110,15,003,002403,1,1500000US150030024031,1500000US150030024031
1500000US150030024032,Block Group 2; Census Tract 24.03; Honolulu County; Hawaii,716,23,338,187,168,0,0,27,0,46,0,0,15,003,002403,2,1500000US150030024032,1500000US150030024032
1500000US150030024041,Block Group 1; Census Tract 24.04; Honolulu County; Hawaii,608,25,294,163,126,0,0,26,0,0,0,34,15,003,002404,1,1500000US150030024041,1500000US150030024042
1500000US150030024042,Block Group 2; Census Tract 24.04; Honolulu County; Hawaii,878,167,104,447,160,0,0,0,0,52,0,7,15,003,002404,2,1500000US150030024042,1500000US150030024041
1500000US150030025001,Block Group 1; Census Tract 25; Honolulu County; Hawaii,2205,235,548,918,504,95,0,37,0,180,4,18,15,003,002500,1,1500000US150030025001,1500000US150030025003
1500000US150030025002,Block Group 2; Census Tract 25; Honolulu County; Hawaii,873,83,157,450,183,20,0,53,0,65,0,0,15,003,002500,2,1500000US150030025002,1500000US150030025001
1500000US150030025003,Block Group 3; Census Tract 25; Honolulu County; Hawaii,387,0,45,255,87,0,0,0,0,38,0,12,15,003,002500,3,1500000US150030025003,1500000US150030025002
1500000US150030026001,Block Group 1; Census Tract 26; Honolulu County; Hawaii,885,93,135,376,281,24,0,14,0,12,0,21,15,003,002600,1,1500000US150030026001,1500000US150030026002
1500000US150030026002,Block Group 2; Census Tract 26; Honolulu County; Hawaii,664,148,140,246,130,91,0,18,0,28,0,0,15,003,002600,2,1500000US150030026002,1500000US150030026001
1500000US150030026003,Block Group 3; Census Tract 26; Honolulu County; Hawaii,757,58,210,371,118,34,0,73,0,45,0,6,15,003,002600,3,1500000US150030026003,1500000US150030026003
1500000US150030026004,Block Group 4; Census Tract 26; Honolulu County; Hawaii,1584,239,592,557,196,198,0,110,0,71,0,0,15,003,002600,4,1500000US150030026004,1500000US150030026004
1500000US150030027011,Block Group 1; Census Tract 27.01; Honolulu County; Hawaii,924,120,492,189,123,0,0,35,0,20,0,0,15,003,002701,1,1500000US150030027011,1500000US150030027011
1500000US150030027012,Block Group 2; Census Tract 27.01; Honolulu County; Hawaii,1083,171,298,409,205,142,0,0,0,32,0,12,15,003,002701,2,1500000US150030027012,1500000US150030027012
1500000US150030027013,Block Group 3; Census Tract 27.01; Honolulu County; Hawaii,2015,595,1331,84,5,48,0,47,0,10,0,0,15,003,002701,3,1500000US150030027013,1500000US150030027013
1500000US150030027021,Block Group 1; Census Tract 27.02; Honolulu County; Hawaii,712,47,198,293,174,0,0,58,0,16,35,0,15,003,002702,1,1500000US150030027021,1500000US150030027021
1500000US150030027022,Block Group 2; Census Tract 27.02; Honolulu County; Hawaii,990,123,517,188,162,0,0,13,0,0,0,14,15,003,002702,2,1500000US150030027022,1500000US150030027024
1500000US150030027023,Block Group 3; Census Tract 27.02; Honolulu County; Hawaii,1560,281,270,653,356,103,0,28,0,29,29,0,15,003,002702,3,1500000US150030027023,1500000US150030027022
1500000US150030027024,Block Group 4; Census Tract 27.02; Honolulu County; Hawaii,1207,184,219,444,360,0,0,24,0,12,0,0,15,003,002702,4,1500000US150030027024,1500000US150030027023
1500000US150030028011,Block Group 1; Census Tract 28.01; Honolulu County; Hawaii,1641,278,322,599,442,61,0,24,0,13,0,9,15,003,002801,1,1500000US150030028011,1500000US150030028011
1500000US150030028021,Block Group 1; Census Tract 28.02; Honolulu County; Hawaii,624,85,81,260,198,9,0,23,0,0,0,11,15,003,002802,1,1500000US150030028021,1500000US150030028021
1500000US150030028022,Block Group 2; Census Tract 28.02; Honolulu County; Hawaii,1662,230,320,705,407,0,18,50,0,0,0,6,15,003,002802,2,1500000US150030028022,1500000US150030029001
1500000US150030029001,Block Group 1; Census Tract 29; Honolulu County; Hawaii,2403,525,366,1074,438,24,0,32,0,32,5,0,15,003,002900,1,1500000US150030029001,1500000US150030030001
1500000US150030030001,Block Group 1; Census Tract 30; Honolulu County; Hawaii,836,104,70,477,185,0,0,0,0,0,0,0,15,003,003000,1,1500000US150030030001,1500000US150030030003
1500000US150030030002,Block Group 2; Census Tract 30; Honolulu County; Hawaii,1165,247,204,425,289,21,0,11,0,5,0,10,15,003,003000,2,1500000US150030030002,1500000US150030031021
1500000US150030030003,Block Group 3; Census Tract 30; Honolulu County; Hawaii,1441,282,204,572,383,0,0,21,0,35,0,4,15,003,003000,3,1500000US150030030003,1500000US150030031022
1500000US150030030004,Block Group 4; Census Tract 30; Honolulu County; Hawaii,1071,205,135,467,264,25,0,14,0,12,0,0,15,003,003000,4,1500000US150030030004,1500000US150030031031
1500000US150030031021,Block Group 1; Census Tract 31.02; Honolulu County; Hawaii,2589,430,366,868,925,0,0,29,0,2,0,0,15,003,003102,1,1500000US150030031021,1500000US150030028022
1500000US150030031022,Block Group 2; Census Tract 31.02; Honolulu County; Hawaii,1014,183,63,402,366,32,0,6,0,30,0,7,15,003,003102,2,1500000US150030031022,1500000US150030030002
1500000US150030031031,Block Group 1; Census Tract 31.03; Honolulu County; Hawaii,1519,225,196,600,498,9,0,33,0,0,0,26,15,003,003103,1,1500000US150030031031,1500000US150030030004
1500000US150030031041,Block Group 1; Census Tract 31.04; Honolulu County; Hawaii,2477,526,265,1082,604,28,0,16,0,94,0,23,15,003,003104,1,1500000US150030031041,1500000US150030031041
1500000US150030034041,Block Group 1; Census Tract 34.04; Honolulu County; Hawaii,1977,217,349,939,472,0,0,44,0,0,0,20,15,003,003404,1,1500000US150030034041,1500000US150030034042
1500000US150030034042,Block Group 2; Census Tract 34.04; Honolulu County; Hawaii,628,181,95,289,63,120,0,0,0,10,17,0,15,003,003404,2,1500000US150030034042,1500000US150030034041
1500000US150030034043,Block Group 3; Census Tract 34.04; Honolulu County; Hawaii,226,29,42,68,87,0,0,0,0,0,0,0,15,003,003404,3,1500000US150030034043,1500000US150030034043
1500000US150030034044,Block Group 4; Census Tract 34.04; Honolulu County; Hawaii,1834,219,776,567,272,23,0,84,0,43,23,0,15,003,003404,4,1500000US150030034044,1500000US150030034044
1500000US150030034081,Block Group 1; Census Tract 34.08; Honolulu County; Hawaii,973,112,43,600,218,0,0,0,0,103,0,0,15,003,003408,1,1500000US150030034081,1500000US150030034081
1500000US150030034082,Block Group 2; Census Tract 34.08; Honolulu County; Hawaii,1024,177,162,535,150,86,0,13,0,22,20,65,15,003,003408,2,1500000US150030034082,1500000US150030034092
1500000US150030034091,Block Group 1; Census Tract 34.09; Honolulu County; Hawaii,1154,135,252,570,197,7,0,7,0,18,0,7,15,003,003409,1,1500000US150030034091,1500000US150030034111
1500000US150030034092,Block Group 2; Census Tract 34.09; Honolulu County; Hawaii,526,14,163,252,97,14,0,26,0,18,0,0,15,003,003409,2,1500000US150030034092,1500000US150030034082
1500000US150030034101,Block Group 1; Census Tract 34.10; Honolulu County; Hawaii,2363,511,888,697,267,362,0,29,0,53,0,45,15,003,003410,1,1500000US150030034101,1500000US150030034091
1500000US150030034111,Block Group 1; Census Tract 34.11; Honolulu County; Hawaii,1280,135,246,590,309,10,0,6,0,103,0,24,15,003,003411,1,1500000US150030034111,1500000US150030034101
1500000US150030034121,Block Group 1; Census Tract 34.12; Honolulu County; Hawaii,1914,241,397,796,480,86,0,82,0,171,0,9,15,003,003412,1,1500000US150030034121,1500000US150030034121
1500000US150030034131,Block Group 1; Census Tract 34.13; Honolulu County; Hawaii,1385,323,467,336,259,271,0,142,0,105,0,44,15,003,003413,1,1500000US150030034131,1500000US150030034131
1500000US150030034132,Block Group 2; Census Tract 34.13; Honolulu County; Hawaii,989,69,150,432,338,26,0,0,0,104,18,57,15,003,003413,2,1500000US150030034132,1500000US150030034132
1500000US150030034141,Block Group 1; Census Tract 34.14; Honolulu County; Hawaii,675,156,119,292,108,44,0,21,0,35,0,0,15,003,003414,1,1500000US150030034141,1500000US150030034141
1500000US150030034142,Block Group 2; Census Tract 34.14; Honolulu County; Hawaii,1513,394,340,548,231,110,0,36,0,54,0,44,15,003,003414,2,1500000US150030034142,1500000US150030034142
1500000US150030034143,Block Group 3; Census Tract 34.14; Honolulu County; Hawaii,1401,146,491,476,288,32,0,0,0,0,0,46,15,003,003414,3,1500000US150030034143,1500000US150030034143
1500000US150030034144,Block Group 4; Census Tract 34.14; Honolulu County; Hawaii,839,7,157,280,395,7,0,6,0,69,0,0,15,003,003414,4,1500000US150030034144,1500000US150030034144
1500000US150030035011,Block Group 1; Census Tract 35.01; Honolulu County; Hawaii,622,52,89,293,188,12,0,12,0,3,4,31,15,003,003501,1,1500000US150030035011,1500000US150030035011
1500000US150030035012,Block Group 2; Census Tract 35.01; Honolulu County; Hawaii,1596,138,455,636,367,90,0,39,0,96,12,15,15,003,003501,2,1500000US150030035012,1500000US150030035042
1500000US150030035031,Block Group 1; Census Tract 35.03; Honolulu County; Hawaii,1291,284,246,495,266,144,0,10,0,107,31,47,15,003,003503,1,1500000US150030035031,1500000US150030035012
1500000US150030035041,Block Group 1; Census Tract 35.04; Honolulu County; Hawaii,608,21,69,295,223,0,0,11,0,53,0,7,15,003,003504,1,1500000US150030035041,1500000US150030035031
1500000US150030035042,Block Group 2; Census Tract 35.04; Honolulu County; Hawaii,2233,190,397,838,808,29,0,0,0,23,0,171,15,003,003504,2,1500000US150030035042,1500000US150030035041
1500000US150030036031,Block Group 1; Census Tract 36.03; Honolulu County; Hawaii,1244,155,247,678,164,8,0,30,0,46,0,30,15,003,003603,1,1500000US150030036031,1500000US150030036031
1500000US150030036032,Block Group 2; Census Tract 36.03; Honolulu County; Hawaii,1756,298,119,745,594,256,34,0,0,411,10,223,15,003,003603,2,1500000US150030036032,1500000US150030036032
1500000US150030036033,Block Group 3; Census Tract 36.03; Honolulu County; Hawaii,315,115,5,143,52,0,0,0,0,7,0,14,15,003,003603,3,1500000US150030036033,1500000US150030036033
1500000US150030036041,Block Group 1; Census Tract 36.04; Honolulu County; Hawaii,859,84,84,411,280,47,0,32,0,79,0,88,15,003,003604,1,1500000US150030036041,1500000US150030036041
1500000US150030036042,Block Group 2; Census Tract 36.04; Honolulu County; Hawaii,1261,87,371,485,318,0,0,67,0,11,0,0,15,003,003604,2,1500000US150030036042,1500000US150030036042
1500000US150030036051,Block Group 1; Census Tract 36.05; Honolulu County; Hawaii,850,103,210,339,198,23,7,26,0,13,0,0,15,003,003605,1,1500000US150030036051,1500000US150030036051
1500000US150030036061,Block Group 1; Census Tract 36.06; Honolulu County; Hawaii,1417,301,273,487,356,69,0,51,0,77,0,65,15,003,003606,1,1500000US150030036061,1500000US150030036061
1500000US150030036062,Block Group 2; Census Tract 36.06; Honolulu County; Hawaii,1322,125,367,610,220,0,0,0,0,7,0,0,15,003,003606,2,1500000US150030036062,1500000US150030036062
1500000US150030037011,Block Group 1; Census Tract 37.01; Honolulu County; Hawaii,445,0,138,138,169,0,0,0,0,57,0,0,15,003,003701,1,1500000US150030037011,1500000US150030037011
1500000US150030037012,Block Group 2; Census Tract 37.01; Honolulu County; Hawaii,861,58,241,425,137,1,0,26,0,48,1,1,15,003,003701,2,1500000US150030037012,1500000US150030037014
1500000US150030037013,Block Group 3; Census Tract 37.01; Honolulu County; Hawaii,1189,113,431,463,182,33,0,113,0,181,0,4,15,003,003701,3,1500000US150030037013,1500000US150030037012
1500000US150030037014,Block Group 4; Census Tract 37.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,003,003701,4,1500000US150030037014,1500000US150030037013
1500000US150030037021,Block Group 1; Census Tract 37.02; Honolulu County; Hawaii,520,139,14,244,123,0,0,0,0,0,0,0,15,003,003702,1,1500000US150030037021,1500000US150030037023
1500000US150030037022,Block Group 2; Census Tract 37.02; Honolulu County; Hawaii,1609,112,118,1021,358,0,0,0,0,56,0,0,15,003,003702,2,1500000US150030037022,1500000US150030037021
1500000US150030037023,Block Group 3; Census Tract 37.02; Honolulu County; Hawaii,1630,57,367,773,433,0,0,46,0,67,0,131,15,003,003702,3,1500000US150030037023,1500000US150030037022
1500000US150030037024,Block Group 4; Census Tract 37.02; Honolulu County; Hawaii,141,13,9,108,11,0,0,0,0,18,0,0,15,003,003702,4,1500000US150030037024,1500000US150030037024
1500000US150030037031,Block Group 1; Census Tract 37.03; Honolulu County; Hawaii,1147,86,431,539,91,0,0,64,0,0,0,0,15,003,003703,1,1500000US150030037031,1500000US150030037032
1500000US150030037032,Block Group 2; Census Tract 37.03; Honolulu County; Hawaii,437,109,18,310,0,0,0,0,0,0,0,0,15,003,003703,2,1500000US150030037032,1500000US150030037035
1500000US150030037033,Block Group 3; Census Tract 37.03; Honolulu County; Hawaii,953,30,246,330,347,1,0,0,0,2,0,22,15,003,003703,3,1500000US150030037033,1500000US150030037031
1500000US150030037034,Block Group 4; Census Tract 37.03; Honolulu County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,003,003703,4,1500000US150030037034,1500000US150030037033
1500000US150030037035,Block Group 5; Census Tract 37.03; Honolulu County; Hawaii,616,59,110,250,197,0,0,0,0,0,0,21,15,003,003703,5,1500000US150030037035,1500000US150030037034
1500000US150030038011,Block Group 1; Census Tract 38.01; Honolulu County; Hawaii,1605,109,333,608,555,43,0,13,0,145,0,138,15,003,003801,1,1500000US150030038011,1500000US150030038013
1500000US150030038012,Block Group 2; Census Tract 38.01; Honolulu County; Hawaii,1157,268,286,557,46,95,0,0,0,0,0,33,15,003,003801,2,1500000US150030038012,1500000US150030038011
1500000US150030038013,Block Group 3; Census Tract 38.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,003,003801,3,1500000US150030038013,1500000US150030038012
1500000US150030038014,Block Group 4; Census Tract 38.01; Honolulu County; Hawaii,1879,67,453,1065,294,0,0,35,0,0,0,4,15,003,003801,4,1500000US150030038014,1500000US150030038014
1500000US150030038015,Block Group 5; Census Tract 38.01; Honolulu County; Hawaii,6,0,0,3,3,0,0,0,0,3,0,3,15,003,003801,5,1500000US150030038015,1500000US150030038015
1500000US150030038021,Block Group 1; Census Tract 38.02; Honolulu County; Hawaii,314,0,25,180,109,0,0,0,0,0,0,0,15,003,003802,1,1500000US150030038021,1500000US150030038021
1500000US150030038022,Block Group 2; Census Tract 38.02; Honolulu County; Hawaii,2471,330,427,1569,145,0,0,0,0,144,0,0,15,003,003802,2,1500000US150030038022,1500000US150030038023
1500000US150030038023,Block Group 3; Census Tract 38.02; Honolulu County; Hawaii,875,117,73,649,36,0,0,0,0,0,0,0,15,003,003802,3,1500000US150030038023,1500000US150030038022
1500000US150030038024,Block Group 4; Census Tract 38.02; Honolulu County; Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,15,003,003802,4,1500000US150030038024,1500000US150030038024
1500000US150030038025,Block Group 5; Census Tract 38.02; Honolulu County; Hawaii,1189,203,430,458,98,0,0,23,0,0,0,0,15,003,003802,5,1500000US150030038025,1500000US150030038025
1500000US150030039001,Block Group 1; Census Tract 39; Honolulu County; Hawaii,396,66,93,51,186,0,0,13,0,0,0,27,15,003,003900,1,1500000US150030039001,1500000US150030039001
1500000US150030040001,Block Group 1; Census Tract 40; Honolulu County; Hawaii,1135,76,320,501,238,0,0,0,0,72,0,0,15,003,004000,1,1500000US150030040001,1500000US150030040001
1500000US150030040002,Block Group 2; Census Tract 40; Honolulu County; Hawaii,479,97,60,232,90,0,0,7,0,0,9,8,15,003,004000,2,1500000US150030040002,1500000US150030040002
1500000US150030041011,Block Group 1; Census Tract 41.01; Honolulu County; Hawaii,602,46,134,331,91,0,0,23,0,0,7,0,15,003,004101,1,1500000US150030041011,1500000US150030041011
1500000US150030041012,Block Group 2; Census Tract 41.01; Honolulu County; Hawaii,685,59,149,254,223,0,0,17,0,17,40,44,15,003,004101,2,1500000US150030041012,1500000US150030041012
1500000US150030041021,Block Group 1; Census Tract 41.02; Honolulu County; Hawaii,752,80,118,364,190,51,0,30,0,110,0,0,15,003,004102,1,1500000US150030041021,1500000US150030041022
1500000US150030041022,Block Group 2; Census Tract 41.02; Honolulu County; Hawaii,845,119,148,422,156,0,0,33,0,0,0,0,15,003,004102,2,1500000US150030041022,1500000US150030041021
1500000US150030041023,Block Group 3; Census Tract 41.02; Honolulu County; Hawaii,544,198,27,173,146,169,0,13,0,55,0,0,15,003,004102,3,1500000US150030041023,1500000US150030041023
1500000US150030042011,Block Group 1; Census Tract 42.01; Honolulu County; Hawaii,646,73,178,257,138,47,0,25,0,0,0,17,15,003,004201,1,1500000US150030042011,1500000US150030042012
1500000US150030042012,Block Group 2; Census Tract 42.01; Honolulu County; Hawaii,892,117,65,432,278,51,0,0,0,17,0,0,15,003,004201,2,1500000US150030042012,1500000US150030042011
1500000US150030042021,Block Group 1; Census Tract 42.02; Honolulu County; Hawaii,933,201,164,469,99,0,0,0,0,23,0,0,15,003,004202,1,1500000US150030042021,1500000US150030042021
1500000US150030042022,Block Group 2; Census Tract 42.02; Honolulu County; Hawaii,731,28,119,315,269,7,0,11,0,8,0,9,15,003,004202,2,1500000US150030042022,1500000US150030043011
1500000US150030043011,Block Group 1; Census Tract 43.01; Honolulu County; Hawaii,523,60,147,153,163,39,0,0,0,0,0,0,15,003,004301,1,1500000US150030043011,1500000US150030043022
1500000US150030043012,Block Group 2; Census Tract 43.01; Honolulu County; Hawaii,1654,185,606,395,468,28,0,38,0,69,0,6,15,003,004301,2,1500000US150030043012,1500000US150030043023
1500000US150030043021,Block Group 1; Census Tract 43.02; Honolulu County; Hawaii,978,286,245,361,86,96,0,49,0,12,13,19,15,003,004302,1,1500000US150030043021,1500000US150030042022
1500000US150030043022,Block Group 2; Census Tract 43.02; Honolulu County; Hawaii,920,349,220,232,119,349,0,119,0,82,5,62,15,003,004302,2,1500000US150030043022,1500000US150030043012
1500000US150030043023,Block Group 3; Census Tract 43.02; Honolulu County; Hawaii,790,86,284,314,106,0,0,65,0,26,0,7,15,003,004302,3,1500000US150030043023,1500000US150030043021
1500000US150030044011,Block Group 1; Census Tract 44.01; Honolulu County; Hawaii,629,75,213,221,120,0,0,7,0,6,0,9,15,003,004401,1,1500000US150030044011,1500000US150030044011
1500000US150030044012,Block Group 2; Census Tract 44.01; Honolulu County; Hawaii,1242,342,328,292,280,10,0,16,0,0,0,0,15,003,004401,2,1500000US150030044012,1500000US150030044012
1500000US150030044013,Block Group 3; Census Tract 44.01; Honolulu County; Hawaii,809,123,133,322,231,1,0,0,0,1,0,26,15,003,004401,3,1500000US150030044013,1500000US150030044013
1500000US150030044021,Block Group 1; Census Tract 44.02; Honolulu County; Hawaii,1732,440,353,626,313,120,0,46,0,87,6,19,15,003,004402,1,1500000US150030044021,1500000US150030044021
1500000US150030044022,Block Group 2; Census Tract 44.02; Honolulu County; Hawaii,973,120,155,322,376,5,0,0,0,6,0,9,15,003,004402,2,1500000US150030044022,1500000US150030044022
1500000US150030045001,Block Group 1; Census Tract 45; Honolulu County; Hawaii,1498,306,225,568,399,8,0,19,0,10,9,0,15,003,004500,1,1500000US150030045001,1500000US150030045001
1500000US150030045002,Block Group 2; Census Tract 45; Honolulu County; Hawaii,1215,208,298,353,356,0,0,33,0,0,0,17,15,003,004500,2,1500000US150030045002,1500000US150030046004
1500000US150030045003,Block Group 3; Census Tract 45; Honolulu County; Hawaii,1421,139,119,533,630,16,0,21,0,58,0,0,15,003,004500,3,1500000US150030045003,1500000US150030045003
1500000US150030045004,Block Group 4; Census Tract 45; Honolulu County; Hawaii,811,266,87,332,126,16,0,19,0,0,0,0,15,003,004500,4,1500000US150030045004,1500000US150030045004
1500000US150030046001,Block Group 1; Census Tract 46; Honolulu County; Hawaii,1028,174,235,378,241,0,0,38,0,0,0,0,15,003,004600,1,1500000US150030046001,1500000US150030046001
1500000US150030046002,Block Group 2; Census Tract 46; Honolulu County; Hawaii,748,205,64,279,200,0,0,0,0,0,0,0,15,003,004600,2,1500000US150030046002,1500000US150030046002
1500000US150030046003,Block Group 3; Census Tract 46; Honolulu County; Hawaii,1265,258,133,542,332,134,0,12,0,139,0,0,15,003,004600,3,1500000US150030046003,1500000US150030045002
1500000US150030046004,Block Group 4; Census Tract 46; Honolulu County; Hawaii,795,104,213,258,220,16,0,49,0,62,0,0,15,003,004600,4,1500000US150030046004,1500000US150030046003
1500000US150030047011,Block Group 1; Census Tract 47.01; Honolulu County; Hawaii,1436,261,202,406,567,92,0,31,0,58,0,9,15,003,004701,1,1500000US150030047011,1500000US150030047012
1500000US150030047012,Block Group 2; Census Tract 47.01; Honolulu County; Hawaii,1141,214,168,395,364,44,0,5,0,8,0,10,15,003,004701,2,1500000US150030047012,1500000US150030047011
1500000US150030047021,Block Group 1; Census Tract 47.02; Honolulu County; Hawaii,838,113,80,319,326,6,0,7,0,5,0,0,15,003,004702,1,1500000US150030047021,1500000US150030047023
1500000US150030047022,Block Group 2; Census Tract 47.02; Honolulu County; Hawaii,667,152,98,235,182,0,0,0,0,17,0,0,15,003,004702,2,1500000US150030047022,1500000US150030047021
1500000US150030047023,Block Group 3; Census Tract 47.02; Honolulu County; Hawaii,1116,198,246,401,271,12,0,17,0,0,0,0,15,003,004702,3,1500000US150030047023,1500000US150030047022
1500000US150030048011,Block Group 1; Census Tract 48.01; Honolulu County; Hawaii,670,80,122,310,158,20,0,69,0,72,32,12,15,003,004801,1,1500000US150030048011,1500000US150030048013
1500000US150030048012,Block Group 2; Census Tract 48.01; Honolulu County; Hawaii,668,60,44,442,122,18,0,14,0,47,0,12,15,003,004801,2,1500000US150030048012,1500000US150030048011
1500000US150030048013,Block Group 3; Census Tract 48.01; Honolulu County; Hawaii,1215,251,192,642,130,129,0,39,0,112,0,0,15,003,004801,3,1500000US150030048013,1500000US150030048012
1500000US150030048021,Block Group 1; Census Tract 48.02; Honolulu County; Hawaii,1858,380,352,775,351,153,0,88,0,193,0,28,15,003,004802,1,1500000US150030048021,1500000US150030048023
1500000US150030048022,Block Group 2; Census Tract 48.02; Honolulu County; Hawaii,591,28,138,275,150,9,0,0,0,0,0,11,15,003,004802,2,1500000US150030048022,1500000US150030048021
1500000US150030048023,Block Group 3; Census Tract 48.02; Honolulu County; Hawaii,1284,411,222,452,199,112,0,15,0,62,0,22,15,003,004802,3,1500000US150030048023,1500000US150030048022
1500000US150030049001,Block Group 1; Census Tract 49; Honolulu County; Hawaii,1432,276,316,598,242,191,0,40,12,229,18,8,15,003,004900,1,1500000US150030049001,1500000US150030049003
1500000US150030049002,Block Group 2; Census Tract 49; Honolulu County; Hawaii,1299,320,211,478,290,112,0,45,0,111,0,11,15,003,004900,2,1500000US150030049002,1500000US150030049001
1500000US150030049003,Block Group 3; Census Tract 49; Honolulu County; Hawaii,693,85,82,260,266,0,0,9,0,13,8,9,15,003,004900,3,1500000US150030049003,1500000US150030049002
1500000US150030050001,Block Group 1; Census Tract 50; Honolulu County; Hawaii,1069,57,257,343,412,29,0,34,0,13,0,66,15,003,005000,1,1500000US150030050001,1500000US150030050003
1500000US150030050002,Block Group 2; Census Tract 50; Honolulu County; Hawaii,937,175,253,280,229,62,0,59,0,21,0,7,15,003,005000,2,1500000US150030050002,1500000US150030050001
1500000US150030050003,Block Group 3; Census Tract 50; Honolulu County; Hawaii,492,53,144,217,78,0,0,10,0,11,0,0,15,003,005000,3,1500000US150030050003,1500000US150030050002
1500000US150030050004,Block Group 4; Census Tract 50; Honolulu County; Hawaii,838,250,81,421,86,185,0,47,0,29,0,0,15,003,005000,4,1500000US150030050004,1500000US150030050004
1500000US150030051001,Block Group 1; Census Tract 51; Honolulu County; Hawaii,1624,147,253,761,463,0,0,9,0,27,0,10,15,003,005100,1,1500000US150030051001,1500000US150030051001
1500000US150030051002,Block Group 2; Census Tract 51; Honolulu County; Hawaii,1218,131,72,618,397,131,0,35,0,267,43,151,15,003,005100,2,1500000US150030051002,1500000US150030051002
