GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_acres,FEMA_SFHA_intersect,igtn_prob_test_maximum,n10_landslide_susc_maximum,slrxa_3pt2ft_acres,slrxa_3pt2ft_intersect,slrxa_3pt2ft_pct,staterf_inann_mean
1500000US150010204003,21.0,1,15.0315180133,1,0.800000011921,26.0,34.4223185321,1,8.50411,141.098942096
1500000US150010204003,21.0,1,164.153003763,1,0.800000011921,26.0,34.4223185321,1,8.50411,141.098942096
1500000US150010205001,17.0,1,0.0277651750629,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,1.40218213415,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,8.12503596512,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,3.26697435596,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,1.56183134585,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,0.848493030618,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,0.0161696489988,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,1.74210744248,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,4.10951468387,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,0.029976524935,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,0.0715987994286,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,0.165805982507,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010205001,17.0,1,76.498018048,1,0.77999997139,0.0,32.7401979309,1,9.88766,135.796904714
1500000US150010206001,14.0,1,0.214926865487,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.69021011887,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.202192625847,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,7.8239492185,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,3.43135475032,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.0809262055665,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,2.25957537188,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.232059772187,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.216115811669,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,2.41406961581,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,5.66705822139,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.557154232315,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,5.36026111205,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.58386344618,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.83008003039,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.241586951843,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.36668551845,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.43520891187,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.625112811826,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.23461569861,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.705202506166,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,15.7441754305,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.130899917761,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,20.6137028171,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.286510427504,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.37148072242,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,1.66171364233,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,4.52403456503,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,0.725345635888,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,10.2513139379,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,10.5695453303,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,3.10005925958,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,6.35220111183,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,10.7313221834,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,9.39879711476,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206001,14.0,1,588.488077271,1,0.829999983311,13.0,154.704684622,1,8.66938,129.101178465
1500000US150010206002,8.0,1,1.56146029862,1,0.810000002384,35.0,,0,,133.691039332
1500000US150010206003,7.0,1,0.94404954448,1,0.790000021458,18.0,31.348412859,1,5.521,129.611833845
1500000US150010206003,7.0,1,0.586977117763,1,0.790000021458,18.0,31.348412859,1,5.521,129.611833845
1500000US150010206003,7.0,1,19.714280579,1,0.790000021458,18.0,31.348412859,1,5.521,129.611833845
1500000US150010206003,7.0,1,17.1943459258,1,0.790000021458,18.0,31.348412859,1,5.521,129.611833845
1500000US150010206003,7.0,1,6.24540024371,1,0.790000021458,18.0,31.348412859,1,5.521,129.611833845
1500000US150010206003,7.0,1,67.4789269463,1,0.790000021458,18.0,31.348412859,1,5.521,129.611833845
1500000US150010210131,11.0,3,1.62108067483,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,4.75183019705,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,1.56348905107,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,0.18482702011,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,0.544756123687,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,1.23378760348,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,0.259714440322,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,5.93614709742,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,2.1097541808,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,2.07059268829,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,77.6189339058,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,1.18182514289,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210131,11.0,3,11.5565771039,1,0.829999983311,43.0,24.9289747476,1,0.35948,134.416234162
1500000US150010210143,9.0,1,6.1470772196,1,0.819999992847,23.0,6.76276479061,1,0.27384,129.531043148
1500000US150010210151,9.0,1,43.1411611358,1,0.819999992847,26.0,8.57878549774,1,0.330657,128.470465891
1500000US150010211011,9.0,1,0.248649431712,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,11.2057360567,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,3.6257707749,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,9.74688875965,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,2.89738914314,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,6.34290705917,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,3.85816612304,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,4.44060433023,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,3.78311427644,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.0329383967143,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.462448618658,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,1.4577918158,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.108380729334,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,3.65878063156,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.388643387528,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.298012971479,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.190974783751,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.109981694101,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,2.18073050084,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.358578135135,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.877690305829,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.000567482825624,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.879977309567,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.0548505054141,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,1.4320653189,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.0728387721897,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,7.16903236986,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,16.8536398451,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,2.27638124974,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,11.486912209,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,2.07076411726,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,10.0595465765,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.31873793219,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,25.9301241031,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,0.100762511382,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211011,9.0,1,341.765495873,1,0.819999992847,81.0,170.490077896,1,2.16017,100.156311302
1500000US150010211013,8.0,1,7.57237173236,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,5.18544937681,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,7.08738407608,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,10.0053804266,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,3.6473461037,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,1.56209087936,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,6.88752822222,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,11.2742160666,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,2.24172643464,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,3.22633673837,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,4.21180523695,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,16.7291134605,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,4.87370750522,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,5.2330450255,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,0.864994735865,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,5.22947345375,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,4.35676051481,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,0.201156557469,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,1.04012968087,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,6.90217302515,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,0.990246457684,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,14.491096278,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,6.12517192477,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,11.0586513286,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,2.33524235987,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211013,8.0,1,15.671618559,1,0.850000023842,81.0,56.9271816409,1,0.7074,104.315653799
1500000US150010211071,8.0,2,1.2478815709,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211071,8.0,2,4.66273947315,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211071,8.0,2,0.654956482274,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211071,8.0,2,2.38415282635,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211071,8.0,2,70.9667322004,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211071,8.0,2,2.13401764334,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211071,8.0,2,83.9101881002,1,0.850000023842,81.0,1.15664410092,1,0.00770283,124.768762649
1500000US150010211081,9.0,1,112.652362545,1,0.839999973774,81.0,43.4423265359,1,0.662439,111.649257732
1500000US150010211082,9.0,1,75.42792103,1,0.829999983311,43.0,25.0567880811,1,0.479453,130.240188845
1500000US150010212031,9.0,1,0.364560970713,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,12.3856809856,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,1.9699648087,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,5.57356328113,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,2.39645194691,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,9.5814349365,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,1.42636390617,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,2.63162661022,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,0.18842836473,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,3.46141843783,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,0.204449434993,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,0.615987887674,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212031,9.0,1,2.79351293869,1,0.910000026226,81.0,27.9586472773,1,0.228036,66.4265093168
1500000US150010212034,9.0,1,11.063753363,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,0.0650043710303,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,3.02970585398,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,5.31791818981,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,5.90278833776,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,5.94377754215,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,5.08277387768,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,3.56013496697,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,2.67544838722,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,0.114992596713,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,39.8338141177,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,3.76828873153,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212034,9.0,1,92.4977986408,1,0.850000023842,81.0,31.1370670356,1,0.34548,55.0799652537
1500000US150010212041,9.0,1,0.00077859737232,1,0.910000026226,81.0,5.52573707124,1,0.158018,32.1057514719
1500000US150010212041,9.0,1,11.9178566748,1,0.910000026226,81.0,5.52573707124,1,0.158018,32.1057514719
1500000US150010212041,9.0,1,5.13717886775,1,0.910000026226,81.0,5.52573707124,1,0.158018,32.1057514719
1500000US150010212041,9.0,1,6.1302307147,1,0.910000026226,81.0,5.52573707124,1,0.158018,32.1057514719
1500000US150010212043,9.0,1,2.09967086585,1,0.930000007153,81.0,0.728181385631,1,0.00829566,41.3493408075
1500000US150010213003,11.0,1,6.67740815996,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.339855748556,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,14.373369699,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,16.552719981,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,2.46622527791,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,6.7375427909,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,3.46198127918,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0247916732327,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,11.4640953767,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,6.34833532668,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0959311339115,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0471245447764,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00321997454011,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.222520172994,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,2.79776630984,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,6.20393383281,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,1.03166665053,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00482284058623,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00512639870813,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0125648454693,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00108693398824,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0443309567263,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00304371687614,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,14.0189594035,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,35.3451198385,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.392453190742,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.197165196919,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,28.3057433255,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,6.12503844472,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,10.3150466541,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0369552653572,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,5.42505331611,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,2.19977257028,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,26.5147717341,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,24.0248866307,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,17.964966199,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00052964402256,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00992921135443,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.000529289095529,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.149698072115,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,2.10615023312,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.755852010222,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,1.21421558937,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.894903743411,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,1.31988122716,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00468313295284,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0749143106092,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0436131073711,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0567105911775,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.0322899264835,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,0.00187485745801,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
1500000US150010213003,11.0,1,8.44701873548e-05,1,0.939999997616,81.0,108.229817825,1,0.786921,35.853100505
