GEOIDFQ,emergency_shelters_count,fire_stations_count,police_stations_count,wastewater_plants_count
1500000US150030003021,1,1,1,1
1500000US150030003022,1,1,1,1
1500000US150030004011,1,1,1,1
1500000US150030004012,1,1,1,1
1500000US150030004021,1,1,1,1
1500000US150030004022,1,1,1,1
1500000US150030004023,1,1,1,1
1500000US150030005001,1,1,1,1
1500000US150030005002,1,1,1,1
1500000US150030005003,1,1,1,1
1500000US150030005004,1,1,1,1
1500000US150030005005,1,1,1,1
1500000US150030006001,1,1,1,1
1500000US150030006002,1,1,1,1
1500000US150030007001,1,1,1,1
1500000US150030007002,1,1,1,1
1500000US150030007003,1,1,1,1
1500000US150030007004,1,1,1,1
1500000US150030008001,1,1,1,1
1500000US150030008002,1,1,1,1
1500000US150030008003,1,1,1,1
1500000US150030009011,1,1,1,1
1500000US150030009012,1,1,1,1
1500000US150030009031,1,1,1,1
1500000US150030009032,1,1,1,1
1500000US150030009041,1,1,1,1
1500000US150030009051,1,1,1,1
1500000US150030009052,1,1,1,1
1500000US150030010001,1,1,1,1
1500000US150030010002,1,1,1,1
1500000US150030011011,1,1,1,1
1500000US150030011012,1,1,1,1
1500000US150030011021,1,1,1,1
1500000US150030011022,1,1,1,1
1500000US150030012011,1,1,1,1
1500000US150030012012,1,1,1,1
1500000US150030012021,1,1,1,1
1500000US150030012022,1,1,1,1
1500000US150030013001,1,1,1,1
1500000US150030013002,1,1,1,1
1500000US150030013003,1,1,1,1
1500000US150030013004,1,1,1,1
1500000US150030014001,1,1,1,1
1500000US150030014002,1,1,1,1
1500000US150030015011,1,1,1,1
1500000US150030015021,1,1,1,1
1500000US150030015022,1,1,1,1
1500000US150030016011,1,1,1,1
1500000US150030016012,1,1,1,1
1500000US150030016021,1,1,1,1
1500000US150030016022,1,1,1,1
1500000US150030017001,1,1,1,1
1500000US150030017002,1,1,1,1
1500000US150030018011,1,1,1,1
1500000US150030018012,1,1,1,1
1500000US150030018031,1,1,1,1
1500000US150030018032,1,1,1,1
1500000US150030018033,1,1,1,1
1500000US150030018034,1,1,1,1
1500000US150030018041,1,1,1,1
1500000US150030018042,1,1,1,1
1500000US150030019011,1,1,1,1
1500000US150030019051,1,1,1,1
1500000US150030019052,1,1,1,1
1500000US150030019061,1,1,1,1
1500000US150030019062,1,1,1,1
1500000US150030019063,1,1,1,1
1500000US150030019071,1,1,1,1
1500000US150030019072,1,1,1,1
1500000US150030019073,1,1,1,1
1500000US150030020031,1,1,1,1
1500000US150030020032,1,1,1,1
1500000US150030020041,1,1,1,1
1500000US150030020042,1,1,1,1
1500000US150030020051,1,1,1,1
1500000US150030020052,1,1,1,1
1500000US150030020061,1,1,1,1
1500000US150030020062,1,1,1,1
1500000US150030021011,1,1,1,1
1500000US150030021012,1,1,1,1
1500000US150030021013,1,1,1,1
1500000US150030021021,1,1,1,1
1500000US150030021022,1,1,1,1
1500000US150030022031,1,1,1,1
1500000US150030022041,1,1,1,1
1500000US150030022051,1,1,1,1
1500000US150030022061,1,1,1,1
1500000US150030022062,1,1,1,1
1500000US150030023011,1,1,1,1
1500000US150030023012,1,1,1,1
1500000US150030023013,1,1,1,1
1500000US150030023021,1,1,1,1
1500000US150030023022,1,1,1,1
1500000US150030024011,1,1,1,1
1500000US150030024012,1,1,1,1
1500000US150030024013,1,1,1,1
1500000US150030024014,1,1,1,1
1500000US150030024031,1,1,1,1
1500000US150030024032,1,1,1,1
1500000US150030024041,1,1,1,1
1500000US150030024042,1,1,1,1
1500000US150030025001,1,1,1,1
1500000US150030025002,1,1,1,1
1500000US150030025003,1,1,1,1
1500000US150030026001,1,1,1,1
1500000US150030026002,1,1,1,1
1500000US150030026003,1,1,1,1
1500000US150030026004,1,1,1,1
1500000US150030027011,1,1,1,1
1500000US150030027012,1,1,1,1
1500000US150030027013,1,1,1,1
1500000US150030027021,1,1,1,1
1500000US150030027022,1,1,1,1
1500000US150030027023,1,1,1,1
1500000US150030027024,1,1,1,1
1500000US150030028011,1,1,1,1
1500000US150030028021,1,1,1,1
1500000US150030028022,1,1,1,1
1500000US150030029001,1,1,1,1
1500000US150030030001,1,1,1,1
1500000US150030030002,1,1,1,1
1500000US150030030003,1,1,1,1
1500000US150030030004,1,1,1,1
1500000US150030031021,1,1,1,1
1500000US150030031022,1,1,1,1
1500000US150030031031,1,1,1,1
1500000US150030031041,1,1,1,1
1500000US150030034041,1,1,1,1
1500000US150030034042,1,1,1,1
1500000US150030034043,1,1,1,1
1500000US150030034044,1,1,1,1
1500000US150030034081,1,1,1,1
1500000US150030034082,1,1,1,1
1500000US150030034091,1,1,1,1
1500000US150030034092,1,1,1,1
1500000US150030034101,1,1,1,1
1500000US150030034111,1,1,1,1
1500000US150030034121,1,1,1,1
1500000US150030034131,1,1,1,1
1500000US150030034132,1,1,1,1
1500000US150030034141,1,1,1,1
1500000US150030034142,1,1,1,1
1500000US150030034143,1,1,1,1
1500000US150030034144,1,1,1,1
1500000US150030035011,1,1,1,1
1500000US150030035012,1,1,1,1
1500000US150030035031,1,1,1,1
1500000US150030035041,1,1,1,1
1500000US150030035042,1,1,1,1
1500000US150030036031,1,1,1,1
1500000US150030036032,1,1,1,1
1500000US150030036033,1,1,1,1
1500000US150030036041,1,1,1,1
1500000US150030036042,1,1,1,1
1500000US150030036051,1,1,1,1
1500000US150030036061,1,1,1,1
1500000US150030036062,1,1,1,1
1500000US150030037011,1,1,1,1
1500000US150030037012,1,1,1,1
1500000US150030037013,1,1,1,1
1500000US150030037014,1,1,1,1
1500000US150030037021,1,1,1,1
1500000US150030037022,1,1,1,1
1500000US150030037023,1,1,1,1
1500000US150030037024,1,1,1,1
1500000US150030037031,1,1,1,1
1500000US150030037032,1,1,1,1
1500000US150030037033,1,1,1,1
1500000US150030037034,1,1,1,1
1500000US150030037035,2,1,1,1
1500000US150030038011,1,1,1,1
1500000US150030038012,1,1,1,1
1500000US150030038013,1,1,1,1
1500000US150030038014,1,1,1,1
1500000US150030038015,1,1,1,1
1500000US150030038021,1,1,1,1
1500000US150030038022,1,1,1,1
1500000US150030038023,1,1,1,1
1500000US150030038024,1,1,1,1
1500000US150030038025,1,1,1,1
1500000US150030039001,1,1,1,1
1500000US150030040001,1,1,1,1
1500000US150030040002,1,1,1,1
1500000US150030041011,1,1,1,1
1500000US150030041012,1,1,1,1
1500000US150030041021,1,1,1,1
1500000US150030041022,1,1,1,1
1500000US150030041023,2,1,1,1
1500000US150030042011,1,1,1,1
1500000US150030042012,1,1,1,1
1500000US150030042021,1,1,1,1
1500000US150030042022,1,1,1,1
1500000US150030043011,1,1,1,1
1500000US150030043012,1,1,1,1
1500000US150030043021,1,1,1,1
1500000US150030043022,1,1,1,1
1500000US150030043023,1,1,1,1
1500000US150030044011,1,1,1,1
1500000US150030044012,1,1,1,1
1500000US150030044013,1,1,1,1
1500000US150030044021,1,1,1,1
1500000US150030044022,1,1,1,1
1500000US150030045001,1,1,1,1
1500000US150030045002,1,1,1,1
1500000US150030045003,1,1,1,1
1500000US150030045004,1,1,1,1
1500000US150030046001,1,1,1,1
1500000US150030046002,1,1,1,1
1500000US150030046003,1,1,1,1
1500000US150030046004,1,1,1,1
1500000US150030047011,1,1,1,1
1500000US150030047012,1,1,1,1
1500000US150030047021,1,1,1,1
1500000US150030047022,1,1,1,1
1500000US150030047023,1,1,1,1
1500000US150030048011,1,1,1,1
1500000US150030048012,1,1,1,1
1500000US150030048013,1,1,1,1
1500000US150030048021,1,1,1,1
1500000US150030048022,1,1,1,1
1500000US150030048023,1,1,1,1
1500000US150030049001,1,1,1,1
1500000US150030049002,2,1,1,1
1500000US150030049003,1,1,1,1
1500000US150030050001,1,1,1,1
1500000US150030050002,1,1,1,1
1500000US150030050003,1,1,1,1
1500000US150030050004,1,1,1,1
1500000US150030051001,1,1,1,1
1500000US150030051002,1,1,1,1
1500000US150030052001,1,1,1,1
1500000US150030052002,1,1,1,1
1500000US150030053001,1,1,1,1
1500000US150030053002,1,1,1,1
1500000US150030054001,1,1,1,1
1500000US150030055001,1,1,1,1
1500000US150030056011,1,1,1,1
1500000US150030056012,1,1,1,1
1500000US150030056021,1,1,1,1
1500000US150030056022,1,1,1,1
1500000US150030056023,1,1,1,1
1500000US150030057001,1,1,1,2
1500000US150030057002,1,1,1,1
1500000US150030058001,1,1,1,1
1500000US150030058002,1,1,1,1
1500000US150030059001,1,1,1,1
1500000US150030059002,1,1,1,1
1500000US150030060001,1,1,1,1
1500000US150030060002,1,1,1,1
1500000US150030060003,1,1,1,1
1500000US150030061001,1,1,1,1
1500000US150030061002,1,1,1,1
1500000US150030062021,1,1,1,1
1500000US150030062022,1,1,1,1
1500000US150030062031,1,1,1,1
1500000US150030062032,1,1,1,1
1500000US150030063011,1,1,1,1
1500000US150030063012,1,1,1,1
1500000US150030063013,2,1,1,1
1500000US150030063021,1,1,1,1
1500000US150030063022,1,1,1,1
1500000US150030064011,1,1,1,1
1500000US150030064021,1,1,1,1
1500000US150030064022,1,1,1,1
1500000US150030064023,1,1,1,1
1500000US150030064024,1,1,1,1
1500000US150030065001,1,1,1,1
1500000US150030065002,1,1,1,1
1500000US150030067031,1,1,1,1
1500000US150030067041,1,1,1,1
1500000US150030067042,1,1,1,1
1500000US150030067043,1,1,1,1
1500000US150030067044,1,1,1,1
1500000US150030067045,2,1,1,1
1500000US150030068061,1,1,1,1
1500000US150030068062,1,1,1,1
1500000US150030068101,1,1,1,1
1500000US150030068102,1,1,1,1
1500000US150030068111,1,1,1,1
1500000US150030068121,1,1,1,1
1500000US150030068131,1,1,1,1
1500000US150030068132,1,1,1,1
1500000US150030068133,1,1,1,1
1500000US150030068134,1,1,1,1
1500000US150030068141,1,1,1,1
1500000US150030068142,1,1,1,1
1500000US150030068151,1,1,1,1
1500000US150030068152,1,1,1,1
1500000US150030068161,1,1,1,1
1500000US150030068171,1,1,1,1
1500000US150030068172,1,1,1,1
1500000US150030068173,1,1,1,1
1500000US150030068181,1,1,1,1
1500000US150030068191,1,1,1,1
1500000US150030068192,1,1,1,1
1500000US150030069001,1,1,1,1
1500000US150030069002,1,1,1,1
1500000US150030069003,1,1,1,1
1500000US150030070011,1,1,1,1
1500000US150030070012,1,1,1,1
1500000US150030070021,1,1,1,1
1500000US150030070022,1,1,1,1
1500000US150030071001,2,1,1,1
1500000US150030071002,1,1,1,1
1500000US150030073021,1,1,1,1
1500000US150030073022,1,1,1,1
1500000US150030073023,1,1,1,1
1500000US150030073024,1,1,1,1
1500000US150030074001,3,1,1,1
1500000US150030074002,1,1,1,1
1500000US150030075041,1,1,1,1
1500000US150030075042,1,1,1,1
1500000US150030075071,2,1,1,1
1500000US150030075072,1,1,1,1
1500000US150030075073,1,1,1,1
1500000US150030075074,1,1,1,1
1500000US150030075081,1,1,1,1
1500000US150030075082,1,1,1,1
1500000US150030075083,1,1,1,1
1500000US150030075084,1,1,1,1
1500000US150030075085,1,1,1,1
1500000US150030077011,1,1,1,1
1500000US150030077012,1,1,1,1
1500000US150030077013,1,1,1,1
1500000US150030077021,1,1,1,1
1500000US150030077022,1,1,1,1
1500000US150030077023,1,1,1,1
1500000US150030077024,1,1,1,1
1500000US150030078041,1,1,1,1
1500000US150030078042,1,1,1,1
1500000US150030078071,1,1,1,1
1500000US150030078072,1,1,1,1
1500000US150030078073,1,1,1,1
1500000US150030078074,1,1,1,1
1500000US150030078075,1,1,1,1
1500000US150030078081,1,1,1,1
1500000US150030078082,1,1,1,1
1500000US150030078083,1,1,1,1
1500000US150030078091,1,1,1,1
1500000US150030078092,1,1,1,1
1500000US150030078093,1,1,1,1
1500000US150030078121,1,1,1,1
1500000US150030078122,1,1,1,1
1500000US150030078131,1,1,1,1
1500000US150030078132,1,1,1,1
1500000US150030078133,1,1,1,1
1500000US150030078141,1,1,1,1
1500000US150030078142,1,1,1,1
1500000US150030078151,2,1,1,1
1500000US150030078161,1,1,1,1
1500000US150030078162,1,1,1,1
1500000US150030078163,1,1,1,1
1500000US150030078171,1,1,1,1
1500000US150030078172,1,1,1,1
1500000US150030080011,1,1,1,1
1500000US150030080012,1,1,1,1
1500000US150030080021,1,1,1,1
1500000US150030080022,1,1,1,1
1500000US150030080051,1,1,1,1
1500000US150030080052,1,1,1,1
1500000US150030080053,1,1,1,1
1500000US150030080054,1,1,1,1
1500000US150030080081,1,1,1,1
1500000US150030080082,1,1,1,1
1500000US150030080091,1,1,1,1
1500000US150030080092,1,1,1,1
1500000US150030080101,1,1,1,1
1500000US150030080102,1,1,1,1
1500000US150030080111,1,1,1,1
1500000US150030080121,1,1,1,1
1500000US150030080122,2,1,1,1
1500000US150030080131,1,1,1,1
1500000US150030080132,1,1,1,1
1500000US150030083011,1,1,1,1
1500000US150030083012,1,1,1,1
1500000US150030083013,1,1,1,1
1500000US150030083014,1,1,1,1
1500000US150030083021,1,1,1,1
1500000US150030083022,1,1,1,1
1500000US150030083023,4,1,1,1
1500000US150030084051,1,1,1,1
1500000US150030084052,1,1,1,1
1500000US150030084053,1,1,1,1
1500000US150030084071,1,1,1,1
1500000US150030084072,1,1,1,1
1500000US150030084081,1,1,1,1
1500000US150030084082,1,1,1,1
1500000US150030084083,1,1,1,1
1500000US150030084101,1,1,1,1
1500000US150030084102,1,1,1,1
1500000US150030084111,1,1,1,2
1500000US150030084112,1,1,1,1
1500000US150030084113,1,1,1,1
1500000US150030084131,1,1,1,1
1500000US150030084132,1,1,1,1
1500000US150030084141,1,1,1,1
1500000US150030084151,1,1,1,1
1500000US150030084152,1,1,1,1
1500000US150030084161,1,1,1,1
1500000US150030084162,1,1,1,1
1500000US150030084171,1,1,1,1
1500000US150030084172,1,1,1,1
1500000US150030084173,1,1,1,1
1500000US150030084181,1,1,1,1
1500000US150030084182,1,1,1,1
1500000US150030084183,1,1,1,1
1500000US150030085021,1,1,1,1
1500000US150030086091,1,1,1,1
1500000US150030086101,1,1,1,1
1500000US150030086111,1,1,1,1
1500000US150030086231,1,1,1,1
1500000US150030086232,1,1,1,1
1500000US150030086233,1,1,1,1
1500000US150030086234,1,1,1,1
1500000US150030086241,1,1,1,1
1500000US150030086242,1,1,1,1
1500000US150030086251,1,1,1,1
1500000US150030086252,1,1,1,1
1500000US150030086261,1,1,1,1
1500000US150030086262,1,1,1,1
1500000US150030086271,1,1,1,2
1500000US150030086272,1,1,1,1
1500000US150030086273,1,1,1,1
1500000US150030086274,1,1,1,1
1500000US150030086275,1,1,1,1
1500000US150030086281,1,1,1,1
1500000US150030086282,1,1,1,1
1500000US150030086291,1,1,1,1
1500000US150030086301,1,1,1,1
1500000US150030086302,1,1,1,1
1500000US150030086311,1,1,1,1
1500000US150030086312,1,1,1,1
1500000US150030086321,1,1,1,1
1500000US150030086322,1,1,1,1
1500000US150030086323,1,1,1,1
1500000US150030086324,1,1,1,1
1500000US150030086331,1,1,1,1
1500000US150030086341,1,1,1,1
1500000US150030086342,1,1,1,1
1500000US150030086343,1,1,1,1
1500000US150030087021,1,1,1,1
1500000US150030087022,1,1,1,1
1500000US150030087023,1,1,1,1
1500000US150030087041,1,1,1,1
1500000US150030087042,1,1,1,1
1500000US150030087051,1,1,1,1
1500000US150030087052,1,1,1,1
1500000US150030087061,1,1,1,1
1500000US150030087062,1,1,1,1
1500000US150030087063,1,1,1,1
1500000US150030087071,1,1,1,1
1500000US150030087072,1,1,1,1
1500000US150030087073,1,1,1,1
1500000US150030087074,1,1,1,1
1500000US150030088011,1,1,1,1
1500000US150030088012,1,1,1,1
1500000US150030088021,1,1,1,1
1500000US150030088022,1,1,1,1
1500000US150030088023,1,1,1,1
1500000US150030089061,1,1,1,1
1500000US150030089062,1,1,1,1
1500000US150030089063,1,1,1,1
1500000US150030089091,1,1,1,1
1500000US150030089092,1,1,1,1
1500000US150030089093,1,1,1,1
1500000US150030089121,1,1,1,1
1500000US150030089122,1,1,1,1
1500000US150030089131,1,1,1,1
1500000US150030089132,1,1,1,1
1500000US150030089133,1,1,1,1
1500000US150030089171,1,1,1,1
1500000US150030089172,1,1,1,1
1500000US150030089173,1,1,1,1
1500000US150030089174,1,1,1,1
1500000US150030089175,1,1,1,1
1500000US150030089181,1,1,1,1
1500000US150030089182,1,1,1,1
1500000US150030089183,1,1,1,1
1500000US150030089184,1,1,1,1
1500000US150030089185,1,1,1,1
1500000US150030089211,1,1,1,1
1500000US150030089212,1,1,1,1
1500000US150030089261,1,1,1,1
1500000US150030089281,1,1,1,1
1500000US150030089282,1,1,1,1
1500000US150030089291,1,1,1,1
1500000US150030089292,1,1,1,1
1500000US150030089293,1,1,1,1
1500000US150030089294,1,1,1,1
1500000US150030089295,1,1,1,1
1500000US150030089301,1,1,1,1
1500000US150030089302,1,1,1,1
1500000US150030089311,1,1,1,2
1500000US150030089312,1,1,1,1
1500000US150030089313,1,1,1,1
1500000US150030089321,1,1,1,1
1500000US150030089322,1,1,1,1
1500000US150030089331,1,1,1,1
1500000US150030089332,1,1,1,1
1500000US150030089341,1,1,1,1
1500000US150030089342,1,1,1,1
1500000US150030089343,1,1,1,1
1500000US150030089351,1,1,1,1
1500000US150030089352,1,1,1,1
1500000US150030089361,1,1,1,1
1500000US150030089362,1,1,1,1
1500000US150030089371,1,1,1,1
1500000US150030089381,1,1,1,1
1500000US150030089382,1,1,1,1
1500000US150030089391,1,1,1,1
1500000US150030089392,1,1,1,1
1500000US150030089393,1,1,1,1
1500000US150030089401,1,1,1,1
1500000US150030089402,1,1,1,1
1500000US150030089411,2,1,1,1
1500000US150030089421,1,1,1,1
1500000US150030089422,1,1,1,1
1500000US150030089431,1,1,1,1
1500000US150030089441,1,1,1,1
1500000US150030089442,1,1,1,1
1500000US150030089443,1,1,1,1
1500000US150030089451,1,1,1,1
1500000US150030089461,1,1,1,1
1500000US150030089462,1,1,1,1
1500000US150030089463,1,1,1,1
1500000US150030089471,1,1,1,1
1500000US150030089481,1,1,1,1
1500000US150030089482,1,1,1,1
1500000US150030089483,1,1,1,1
1500000US150030089491,1,1,1,1
1500000US150030089501,1,1,1,1
1500000US150030089511,1,1,1,1
1500000US150030089512,1,1,1,1
1500000US150030089521,1,1,1,1
1500000US150030089522,1,1,1,1
1500000US150030089523,1,1,1,1
1500000US150030090001,1,1,1,1
1500000US150030090002,2,1,1,1
1500000US150030091001,1,1,1,1
1500000US150030091002,1,1,1,1
1500000US150030091003,1,1,1,1
1500000US150030092011,1,1,1,1
1500000US150030092012,1,1,1,1
1500000US150030092013,1,1,1,1
1500000US150030092021,1,1,1,1
1500000US150030092022,1,1,1,1
1500000US150030092031,2,1,1,1
1500000US150030093011,1,1,1,1
1500000US150030093021,1,1,1,1
1500000US150030093022,1,1,1,1
1500000US150030093023,1,1,1,1
1500000US150030094011,1,1,1,1
1500000US150030094021,1,1,1,1
1500000US150030094022,1,1,1,1
1500000US150030094023,1,1,1,1
1500000US150030095071,1,1,1,1
1500000US150030095072,1,1,1,1
1500000US150030095081,1,1,1,1
1500000US150030095091,1,1,1,1
1500000US150030095092,1,1,1,1
1500000US150030095101,1,1,1,1
1500000US150030095102,1,1,1,1
1500000US150030095111,1,1,1,1
1500000US150030095112,1,1,1,1
1500000US150030095121,1,1,1,1
1500000US150030095122,1,1,1,1
1500000US150030095123,1,1,1,1
1500000US150030096081,1,1,1,1
1500000US150030096082,1,1,1,1
1500000US150030096083,1,1,1,1
1500000US150030096084,1,1,1,1
1500000US150030096091,1,1,1,1
1500000US150030096092,1,1,1,1
1500000US150030096093,1,1,1,1
1500000US150030096101,1,1,1,1
1500000US150030096102,1,1,1,1
1500000US150030096103,1,1,1,1
1500000US150030096104,1,1,1,1
1500000US150030096105,1,1,1,1
1500000US150030097041,1,1,1,1
1500000US150030097042,1,1,1,1
1500000US150030097051,1,1,1,1
1500000US150030097052,1,1,1,1
1500000US150030097053,1,1,1,1
1500000US150030097061,1,1,1,1
1500000US150030097062,1,1,1,1
1500000US150030097063,1,1,1,1
1500000US150030097071,1,1,1,1
1500000US150030097072,1,1,1,1
1500000US150030097073,1,1,1,1
1500000US150030097074,1,1,1,1
1500000US150030098011,1,1,1,2
1500000US150030098012,1,1,1,1
1500000US150030098031,1,1,1,1
1500000US150030098032,1,1,1,1
1500000US150030098033,1,1,1,1
1500000US150030098041,1,1,1,1
1500000US150030098042,1,1,1,1
1500000US150030098043,1,1,1,1
1500000US150030099021,1,1,1,4
1500000US150030099022,1,1,1,1
1500000US150030099023,1,1,1,1
1500000US150030099024,1,1,1,3
1500000US150030099051,1,1,1,1
1500000US150030099052,1,1,1,1
1500000US150030099053,1,1,1,1
1500000US150030099061,1,1,1,24
1500000US150030099062,1,1,1,1
1500000US150030099063,1,1,1,1
1500000US150030100001,1,1,1,2
1500000US150030100002,1,1,1,1
1500000US150030100003,1,1,1,1
1500000US150030101011,1,1,1,2
1500000US150030101012,1,1,1,1
1500000US150030101021,1,1,1,4
1500000US150030101022,1,1,1,1
1500000US150030101031,1,1,1,2
1500000US150030101032,2,1,1,1
1500000US150030102021,1,1,1,1
1500000US150030102022,1,1,1,1
1500000US150030102023,1,1,1,1
1500000US150030102024,1,1,1,1
1500000US150030102031,1,1,1,3
1500000US150030102041,1,1,1,1
1500000US150030102042,1,1,1,1
1500000US150030102051,1,1,1,2
1500000US150030103031,1,1,1,1
1500000US150030103032,1,1,1,1
1500000US150030103033,1,1,1,1
1500000US150030103051,1,1,1,1
1500000US150030103052,1,1,1,1
1500000US150030103053,1,1,1,1
1500000US150030103081,1,1,1,1
1500000US150030103082,1,1,1,1
1500000US150030103083,1,1,1,1
1500000US150030103091,1,1,1,1
1500000US150030103092,1,1,1,1
1500000US150030103093,1,1,1,1
1500000US150030103101,1,1,1,1
1500000US150030103102,1,1,1,1
1500000US150030105031,1,1,1,1
1500000US150030105032,1,1,1,1
1500000US150030105051,1,1,1,1
1500000US150030105052,1,1,1,1
1500000US150030105053,1,1,1,1
1500000US150030105071,1,1,1,1
1500000US150030105072,1,1,1,1
1500000US150030105073,1,1,1,1
1500000US150030105074,1,1,1,1
1500000US150030105081,1,1,1,1
1500000US150030105082,1,1,1,1
1500000US150030105091,1,1,1,1
