GEO_ID,NAME,B27010_001E,B27010_004E,B27010_007E,B27010_008E,B27010_009E,B27010_017E,state,county,tract,block group,GEO_ID_2
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1505,109,269,0,0,0,15,001,020100,1,1500000US150010201001
1500000US150010208025,Block Group 5; Census Tract 208.02; Hawaii County; Hawaii,1343,306,0,0,0,0,15,001,020802,5,1500000US150010208025
1500000US150010209001,Block Group 1; Census Tract 209; Hawaii County; Hawaii,977,157,0,0,0,0,15,001,020900,1,1500000US150010209001
1500000US150010209002,Block Group 2; Census Tract 209; Hawaii County; Hawaii,1509,126,141,0,0,0,15,001,020900,2,1500000US150010209002
1500000US150010209003,Block Group 3; Census Tract 209; Hawaii County; Hawaii,882,182,14,0,0,0,15,001,020900,3,1500000US150010209003
1500000US150010209004,Block Group 4; Census Tract 209; Hawaii County; Hawaii,762,88,2,0,0,0,15,001,020900,4,1500000US150010209004
1500000US150010209005,Block Group 5; Census Tract 209; Hawaii County; Hawaii,1005,115,42,0,0,20,15,001,020900,5,1500000US150010209005
1500000US150010210031,Block Group 1; Census Tract 210.03; Hawaii County; Hawaii,1925,194,297,0,0,0,15,001,021003,1,1500000US150010210031
1500000US150010210032,Block Group 2; Census Tract 210.03; Hawaii County; Hawaii,1488,80,254,0,0,0,15,001,021003,2,1500000US150010210032
1500000US150010210033,Block Group 3; Census Tract 210.03; Hawaii County; Hawaii,2005,138,203,68,0,0,15,001,021003,3,1500000US150010210033
1500000US150010210034,Block Group 4; Census Tract 210.03; Hawaii County; Hawaii,362,24,63,0,0,0,15,001,021003,4,1500000US150010210034
1500000US150010210035,Block Group 5; Census Tract 210.03; Hawaii County; Hawaii,1424,0,221,0,0,0,15,001,021003,5,1500000US150010210035
1500000US150010210111,Block Group 1; Census Tract 210.11; Hawaii County; Hawaii,2213,244,538,0,0,68,15,001,021011,1,1500000US150010210111
1500000US150010210112,Block Group 2; Census Tract 210.11; Hawaii County; Hawaii,1489,125,18,9,0,0,15,001,021011,2,1500000US150010210112
1500000US150010210113,Block Group 3; Census Tract 210.11; Hawaii County; Hawaii,909,17,103,0,0,0,15,001,021011,3,1500000US150010210113
1500000US150010210131,Block Group 1; Census Tract 210.13; Hawaii County; Hawaii,1060,78,117,0,0,0,15,001,021013,1,1500000US150010210131
1500000US150010210132,Block Group 2; Census Tract 210.13; Hawaii County; Hawaii,1154,127,137,0,0,0,15,001,021013,2,1500000US150010210132
1500000US150010210133,Block Group 3; Census Tract 210.13; Hawaii County; Hawaii,2855,168,192,0,0,0,15,001,021013,3,1500000US150010210133
1500000US150010210141,Block Group 1; Census Tract 210.14; Hawaii County; Hawaii,1389,291,163,0,0,0,15,001,021014,1,1500000US150010210141
1500000US150010210142,Block Group 2; Census Tract 210.14; Hawaii County; Hawaii,3713,325,463,0,0,0,15,001,021014,2,1500000US150010210142
1500000US150010210143,Block Group 3; Census Tract 210.14; Hawaii County; Hawaii,3509,133,324,0,0,0,15,001,021014,3,1500000US150010210143
1500000US150010210151,Block Group 1; Census Tract 210.15; Hawaii County; Hawaii,1772,131,66,0,0,0,15,001,021015,1,1500000US150010210151
1500000US150010210152,Block Group 2; Census Tract 210.15; Hawaii County; Hawaii,2588,451,177,0,0,0,15,001,021015,2,1500000US150010210152
1500000US150010210161,Block Group 1; Census Tract 210.16; Hawaii County; Hawaii,2918,317,491,0,0,0,15,001,021016,1,1500000US150010210161
1500000US150010210162,Block Group 2; Census Tract 210.16; Hawaii County; Hawaii,2065,42,272,0,0,0,15,001,021016,2,1500000US150010210162
1500000US150010210163,Block Group 3; Census Tract 210.16; Hawaii County; Hawaii,535,136,0,0,0,0,15,001,021016,3,1500000US150010210163
1500000US150010210171,Block Group 1; Census Tract 210.17; Hawaii County; Hawaii,973,48,134,0,0,0,15,001,021017,1,1500000US150010210171
1500000US150010210172,Block Group 2; Census Tract 210.17; Hawaii County; Hawaii,990,55,21,0,0,13,15,001,021017,2,1500000US150010210172
1500000US150010210173,Block Group 3; Census Tract 210.17; Hawaii County; Hawaii,1820,98,155,0,0,0,15,001,021017,3,1500000US150010210173
1500000US150010211011,Block Group 1; Census Tract 211.01; Hawaii County; Hawaii,23,0,0,0,0,0,15,001,021101,1,1500000US150010211011
1500000US150010211012,Block Group 2; Census Tract 211.01; Hawaii County; Hawaii,1760,43,286,0,0,0,15,001,021101,2,1500000US150010211012
1500000US150010211013,Block Group 3; Census Tract 211.01; Hawaii County; Hawaii,897,0,9,0,0,0,15,001,021101,3,1500000US150010211013
1500000US150010211071,Block Group 1; Census Tract 211.07; Hawaii County; Hawaii,1039,0,119,0,0,24,15,001,021107,1,1500000US150010211071
1500000US150010211081,Block Group 1; Census Tract 211.08; Hawaii County; Hawaii,1759,224,91,0,0,0,15,001,021108,1,1500000US150010211081
1500000US150010211082,Block Group 2; Census Tract 211.08; Hawaii County; Hawaii,3026,136,426,0,0,30,15,001,021108,2,1500000US150010211082
1500000US150010211083,Block Group 3; Census Tract 211.08; Hawaii County; Hawaii,1866,96,338,0,0,48,15,001,021108,3,1500000US150010211083
1500000US150010212031,Block Group 1; Census Tract 212.03; Hawaii County; Hawaii,1822,51,479,0,0,0,15,001,021203,1,1500000US150010212031
1500000US150010212032,Block Group 2; Census Tract 212.03; Hawaii County; Hawaii,1863,152,273,0,0,0,15,001,021203,2,1500000US150010212032
1500000US150010212033,Block Group 3; Census Tract 212.03; Hawaii County; Hawaii,1628,0,153,0,0,0,15,001,021203,3,1500000US150010212033
1500000US150010212034,Block Group 4; Census Tract 212.03; Hawaii County; Hawaii,195,0,10,0,0,17,15,001,021203,4,1500000US150010212034
1500000US150010212041,Block Group 1; Census Tract 212.04; Hawaii County; Hawaii,780,155,125,0,0,5,15,001,021204,1,1500000US150010212041
1500000US150010212042,Block Group 2; Census Tract 212.04; Hawaii County; Hawaii,318,0,0,0,0,0,15,001,021204,2,1500000US150010212042
1500000US150010212043,Block Group 3; Census Tract 212.04; Hawaii County; Hawaii,1552,30,150,24,0,5,15,001,021204,3,1500000US150010212043
1500000US150010213001,Block Group 1; Census Tract 213; Hawaii County; Hawaii,1966,161,144,0,0,32,15,001,021300,1,1500000US150010213001
1500000US150010213002,Block Group 2; Census Tract 213; Hawaii County; Hawaii,1723,97,105,0,0,0,15,001,021300,2,1500000US150010213002
1500000US150010213003,Block Group 3; Census Tract 213; Hawaii County; Hawaii,2194,248,46,0,0,0,15,001,021300,3,1500000US150010213003
1500000US150010213004,Block Group 4; Census Tract 213; Hawaii County; Hawaii,896,22,49,0,0,65,15,001,021300,4,1500000US150010213004
1500000US150010214021,Block Group 1; Census Tract 214.02; Hawaii County; Hawaii,1099,74,165,0,0,0,15,001,021402,1,1500000US150010214021
1500000US150010214022,Block Group 2; Census Tract 214.02; Hawaii County; Hawaii,2526,93,459,0,0,33,15,001,021402,2,1500000US150010214022
1500000US150010215021,Block Group 1; Census Tract 215.02; Hawaii County; Hawaii,1884,117,258,0,0,9,15,001,021502,1,1500000US150010215021
1500000US150010215022,Block Group 2; Census Tract 215.02; Hawaii County; Hawaii,2298,206,177,0,0,0,15,001,021502,2,1500000US150010215022
1500000US150010215023,Block Group 3; Census Tract 215.02; Hawaii County; Hawaii,920,111,123,0,0,0,15,001,021502,3,1500000US150010215023
1500000US150010215041,Block Group 1; Census Tract 215.04; Hawaii County; Hawaii,3381,133,756,0,0,45,15,001,021504,1,1500000US150010215041
1500000US150010215042,Block Group 2; Census Tract 215.04; Hawaii County; Hawaii,3315,279,472,60,0,47,15,001,021504,2,1500000US150010215042
1500000US150010215101,Block Group 1; Census Tract 215.10; Hawaii County; Hawaii,2231,102,307,0,0,0,15,001,021510,1,1500000US150010215101
1500000US150010215102,Block Group 2; Census Tract 215.10; Hawaii County; Hawaii,724,53,35,0,0,59,15,001,021510,2,1500000US150010215102
1500000US150010215103,Block Group 3; Census Tract 215.10; Hawaii County; Hawaii,1076,22,10,0,0,0,15,001,021510,3,1500000US150010215103
1500000US150010215104,Block Group 4; Census Tract 215.10; Hawaii County; Hawaii,494,90,30,0,0,0,15,001,021510,4,1500000US150010215104
1500000US150010215111,Block Group 1; Census Tract 215.11; Hawaii County; Hawaii,2298,442,159,0,0,0,15,001,021511,1,1500000US150010215111
1500000US150010215121,Block Group 1; Census Tract 215.12; Hawaii County; Hawaii,2289,324,24,0,0,11,15,001,021512,1,1500000US150010215121
1500000US150010215122,Block Group 2; Census Tract 215.12; Hawaii County; Hawaii,2333,179,76,0,0,0,15,001,021512,2,1500000US150010215122
1500000US150010215131,Block Group 1; Census Tract 215.13; Hawaii County; Hawaii,1597,67,127,0,0,0,15,001,021513,1,1500000US150010215131
1500000US150010215132,Block Group 2; Census Tract 215.13; Hawaii County; Hawaii,1690,42,82,0,0,0,15,001,021513,2,1500000US150010215132
1500000US150010215133,Block Group 3; Census Tract 215.13; Hawaii County; Hawaii,2119,18,407,0,0,0,15,001,021513,3,1500000US150010215133
1500000US150010216051,Block Group 1; Census Tract 216.05; Hawaii County; Hawaii,1699,168,241,0,0,38,15,001,021605,1,1500000US150010216051
1500000US150010216052,Block Group 2; Census Tract 216.05; Hawaii County; Hawaii,800,71,28,0,0,0,15,001,021605,2,1500000US150010216052
1500000US150010216053,Block Group 3; Census Tract 216.05; Hawaii County; Hawaii,1666,15,169,0,0,0,15,001,021605,3,1500000US150010216053
1500000US150010216061,Block Group 1; Census Tract 216.06; Hawaii County; Hawaii,2142,149,544,0,0,3,15,001,021606,1,1500000US150010216061
1500000US150010216062,Block Group 2; Census Tract 216.06; Hawaii County; Hawaii,2087,182,182,0,0,20,15,001,021606,2,1500000US150010216062
1500000US150010216071,Block Group 1; Census Tract 216.07; Hawaii County; Hawaii,1484,335,0,0,0,0,15,001,021607,1,1500000US150010216071
1500000US150010216072,Block Group 2; Census Tract 216.07; Hawaii County; Hawaii,1449,123,107,0,0,0,15,001,021607,2,1500000US150010216072
1500000US150010216073,Block Group 3; Census Tract 216.07; Hawaii County; Hawaii,1318,61,9,0,0,32,15,001,021607,3,1500000US150010216073
1500000US150010216081,Block Group 1; Census Tract 216.08; Hawaii County; Hawaii,483,0,0,0,0,0,15,001,021608,1,1500000US150010216081
1500000US150010216082,Block Group 2; Census Tract 216.08; Hawaii County; Hawaii,1632,105,204,0,0,15,15,001,021608,2,1500000US150010216082
1500000US150010216083,Block Group 3; Census Tract 216.08; Hawaii County; Hawaii,1729,177,40,0,0,0,15,001,021608,3,1500000US150010216083
1500000US150010216084,Block Group 4; Census Tract 216.08; Hawaii County; Hawaii,995,23,70,0,0,0,15,001,021608,4,1500000US150010216084
1500000US150010217051,Block Group 1; Census Tract 217.05; Hawaii County; Hawaii,3660,946,0,0,0,0,15,001,021705,1,1500000US150010217051
1500000US150010217052,Block Group 2; Census Tract 217.05; Hawaii County; Hawaii,902,13,0,0,0,96,15,001,021705,2,1500000US150010217052
1500000US150010217053,Block Group 3; Census Tract 217.05; Hawaii County; Hawaii,2265,19,492,0,0,0,15,001,021705,3,1500000US150010217053
1500000US150010217061,Block Group 1; Census Tract 217.06; Hawaii County; Hawaii,2129,539,67,0,0,0,15,001,021706,1,1500000US150010217061
1500000US150010217062,Block Group 2; Census Tract 217.06; Hawaii County; Hawaii,1764,121,101,0,0,42,15,001,021706,2,1500000US150010217062
1500000US150010217071,Block Group 1; Census Tract 217.07; Hawaii County; Hawaii,2646,213,203,0,0,23,15,001,021707,1,1500000US150010217071
1500000US150010217072,Block Group 2; Census Tract 217.07; Hawaii County; Hawaii,1511,123,319,0,0,0,15,001,021707,2,1500000US150010217072
1500000US150010217073,Block Group 3; Census Tract 217.07; Hawaii County; Hawaii,351,40,33,0,0,0,15,001,021707,3,1500000US150010217073
1500000US150010217081,Block Group 1; Census Tract 217.08; Hawaii County; Hawaii,1162,74,14,0,0,0,15,001,021708,1,1500000US150010217081
1500000US150010217082,Block Group 2; Census Tract 217.08; Hawaii County; Hawaii,1653,152,138,0,0,0,15,001,021708,2,1500000US150010217082
1500000US150010217083,Block Group 3; Census Tract 217.08; Hawaii County; Hawaii,1218,11,203,0,0,46,15,001,021708,3,1500000US150010217083
1500000US150010218001,Block Group 1; Census Tract 218; Hawaii County; Hawaii,1342,152,62,11,0,0,15,001,021800,1,1500000US150010218001
1500000US150010218002,Block Group 2; Census Tract 218; Hawaii County; Hawaii,2067,206,61,0,0,7,15,001,021800,2,1500000US150010218002
1500000US150010218003,Block Group 3; Census Tract 218; Hawaii County; Hawaii,1830,189,139,0,0,23,15,001,021800,3,1500000US150010218003
1500000US150010218004,Block Group 4; Census Tract 218; Hawaii County; Hawaii,1274,260,78,0,0,28,15,001,021800,4,1500000US150010218004
1500000US150010219021,Block Group 1; Census Tract 219.02; Hawaii County; Hawaii,1609,82,156,0,0,0,15,001,021902,1,1500000US150010219021
1500000US150010219022,Block Group 2; Census Tract 219.02; Hawaii County; Hawaii,664,69,87,0,0,0,15,001,021902,2,1500000US150010219022
1500000US150010219023,Block Group 3; Census Tract 219.02; Hawaii County; Hawaii,1470,155,249,0,0,66,15,001,021902,3,1500000US150010219023
1500000US150010220001,Block Group 1; Census Tract 220; Hawaii County; Hawaii,1098,132,64,0,0,10,15,001,022000,1,1500000US150010220001
1500000US150010220002,Block Group 2; Census Tract 220; Hawaii County; Hawaii,1517,122,230,0,0,9,15,001,022000,2,1500000US150010220002
1500000US150010221021,Block Group 1; Census Tract 221.02; Hawaii County; Hawaii,753,110,22,0,0,0,15,001,022102,1,1500000US150010221021
1500000US150010221022,Block Group 2; Census Tract 221.02; Hawaii County; Hawaii,980,47,164,0,0,12,15,001,022102,2,1500000US150010221022
1500000US150019900000,Block Group 0; Census Tract 9900; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990000,0,1500000US150019900000
1500000US150019901000,Block Group 0; Census Tract 9901; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990100,0,1500000US150019901000
1500000US150019903000,Block Group 0; Census Tract 9903; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990300,0,1500000US150019903000
1500000US150019904000,Block Group 0; Census Tract 9904; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990400,0,1500000US150019904000
1500000US150019905000,Block Group 0; Census Tract 9905; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990500,0,1500000US150019905000
1500000US150019906000,Block Group 0; Census Tract 9906; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990600,0,1500000US150019906000
1500000US150019907000,Block Group 0; Census Tract 9907; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990700,0,1500000US150019907000
1500000US150019908000,Block Group 0; Census Tract 9908; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990800,0,1500000US150019908000
1500000US150019909000,Block Group 0; Census Tract 9909; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,990900,0,1500000US150019909000
1500000US150019910000,Block Group 0; Census Tract 9910; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991000,0,1500000US150019910000
1500000US150019911000,Block Group 0; Census Tract 9911; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991100,0,1500000US150019911000
1500000US150019912000,Block Group 0; Census Tract 9912; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991200,0,1500000US150019912000
1500000US150019913000,Block Group 0; Census Tract 9913; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991300,0,1500000US150019913000
1500000US150019914000,Block Group 0; Census Tract 9914; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991400,0,1500000US150019914000
1500000US150019915000,Block Group 0; Census Tract 9915; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991500,0,1500000US150019915000
1500000US150019916000,Block Group 0; Census Tract 9916; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991600,0,1500000US150019916000
1500000US150019917000,Block Group 0; Census Tract 9917; Hawaii County; Hawaii,0,0,0,0,0,0,15,001,991700,0,1500000US150019917000
1500000US150030001071,Block Group 1; Census Tract 1.07; Honolulu County; Hawaii,1804,447,84,24,0,0,15,003,000107,1,1500000US150030001071
1500000US150030001072,Block Group 2; Census Tract 1.07; Honolulu County; Hawaii,1179,167,19,0,0,0,15,003,000107,2,1500000US150030001072
1500000US150030001081,Block Group 1; Census Tract 1.08; Honolulu County; Hawaii,1081,93,0,0,0,0,15,003,000108,1,1500000US150030001081
1500000US150030001082,Block Group 2; Census Tract 1.08; Honolulu County; Hawaii,1030,176,26,9,0,36,15,003,000108,2,1500000US150030001082
1500000US150030001083,Block Group 3; Census Tract 1.08; Honolulu County; Hawaii,1241,164,0,0,0,0,15,003,000108,3,1500000US150030001083
1500000US150030001101,Block Group 1; Census Tract 1.10; Honolulu County; Hawaii,1261,240,0,6,0,67,15,003,000110,1,1500000US150030001101
1500000US150030001102,Block Group 2; Census Tract 1.10; Honolulu County; Hawaii,820,124,0,48,0,47,15,003,000110,2,1500000US150030001102
1500000US150030001103,Block Group 3; Census Tract 1.10; Honolulu County; Hawaii,1702,219,24,0,0,90,15,003,000110,3,1500000US150030001103
1500000US150030001104,Block Group 4; Census Tract 1.10; Honolulu County; Hawaii,495,65,0,0,0,0,15,003,000110,4,1500000US150030001104
1500000US150030001141,Block Group 1; Census Tract 1.14; Honolulu County; Hawaii,408,68,7,0,0,7,15,003,000114,1,1500000US150030001141
1500000US150030001142,Block Group 2; Census Tract 1.14; Honolulu County; Hawaii,964,200,0,0,0,0,15,003,000114,2,1500000US150030001142
1500000US150030001151,Block Group 1; Census Tract 1.15; Honolulu County; Hawaii,1257,96,26,0,0,0,15,003,000115,1,1500000US150030001151
1500000US150030001152,Block Group 2; Census Tract 1.15; Honolulu County; Hawaii,622,65,21,82,0,0,15,003,000115,2,1500000US150030001152
1500000US150030001153,Block Group 3; Census Tract 1.15; Honolulu County; Hawaii,291,53,0,0,0,0,15,003,000115,3,1500000US150030001153
1500000US150030001161,Block Group 1; Census Tract 1.16; Honolulu County; Hawaii,2333,290,70,0,0,0,15,003,000116,1,1500000US150030001161
1500000US150030001171,Block Group 1; Census Tract 1.17; Honolulu County; Hawaii,1538,358,26,0,0,0,15,003,000117,1,1500000US150030001171
1500000US150030001181,Block Group 1; Census Tract 1.18; Honolulu County; Hawaii,1784,284,28,0,0,0,15,003,000118,1,1500000US150030001181
1500000US150030001191,Block Group 1; Census Tract 1.19; Honolulu County; Hawaii,1152,226,18,0,0,45,15,003,000119,1,1500000US150030001191
1500000US150030001192,Block Group 2; Census Tract 1.19; Honolulu County; Hawaii,1210,221,28,0,0,0,15,003,000119,2,1500000US150030001192
1500000US150030001193,Block Group 3; Census Tract 1.19; Honolulu County; Hawaii,450,29,10,0,0,0,15,003,000119,3,1500000US150030001193
1500000US150030001201,Block Group 1; Census Tract 1.20; Honolulu County; Hawaii,719,82,22,0,0,0,15,003,000120,1,1500000US150030001201
1500000US150030001202,Block Group 2; Census Tract 1.20; Honolulu County; Hawaii,765,82,0,0,0,0,15,003,000120,2,1500000US150030001202
1500000US150030001203,Block Group 3; Census Tract 1.20; Honolulu County; Hawaii,974,101,27,0,0,0,15,003,000120,3,1500000US150030001203
1500000US150030001211,Block Group 1; Census Tract 1.21; Honolulu County; Hawaii,1625,201,0,38,0,0,15,003,000121,1,1500000US150030001211
1500000US150030001212,Block Group 2; Census Tract 1.21; Honolulu County; Hawaii,848,48,0,30,0,0,15,003,000121,2,1500000US150030001212
1500000US150030001221,Block Group 1; Census Tract 1.22; Honolulu County; Hawaii,1306,237,9,0,0,0,15,003,000122,1,1500000US150030001221
1500000US150030001222,Block Group 2; Census Tract 1.22; Honolulu County; Hawaii,622,119,0,0,0,0,15,003,000122,2,1500000US150030001222
1500000US150030001223,Block Group 3; Census Tract 1.22; Honolulu County; Hawaii,1069,250,0,0,0,18,15,003,000122,3,1500000US150030001223
1500000US150030002001,Block Group 1; Census Tract 2; Honolulu County; Hawaii,755,42,14,0,0,0,15,003,000200,1,1500000US150030002001
1500000US150030002002,Block Group 2; Census Tract 2; Honolulu County; Hawaii,836,103,0,0,0,0,15,003,000200,2,1500000US150030002002
1500000US150030002003,Block Group 3; Census Tract 2; Honolulu County; Hawaii,1657,229,48,0,0,11,15,003,000200,3,1500000US150030002003
1500000US150030002004,Block Group 4; Census Tract 2; Honolulu County; Hawaii,999,80,11,0,0,0,15,003,000200,4,1500000US150030002004
1500000US150030002005,Block Group 5; Census Tract 2; Honolulu County; Hawaii,855,92,0,0,0,0,15,003,000200,5,1500000US150030002005
1500000US150030002006,Block Group 6; Census Tract 2; Honolulu County; Hawaii,711,112,0,0,0,0,15,003,000200,6,1500000US150030002006
1500000US150030003011,Block Group 1; Census Tract 3.01; Honolulu County; Hawaii,1834,225,10,0,0,35,15,003,000301,1,1500000US150030003011
1500000US150030003012,Block Group 2; Census Tract 3.01; Honolulu County; Hawaii,1568,238,0,0,0,0,15,003,000301,2,1500000US150030003012
1500000US150030003021,Block Group 1; Census Tract 3.02; Honolulu County; Hawaii,1436,261,30,0,0,0,15,003,000302,1,1500000US150030003021
1500000US150030003022,Block Group 2; Census Tract 3.02; Honolulu County; Hawaii,1373,217,50,8,0,6,15,003,000302,2,1500000US150030003022
1500000US150030004011,Block Group 1; Census Tract 4.01; Honolulu County; Hawaii,723,61,0,0,0,0,15,003,000401,1,1500000US150030004011
1500000US150030004012,Block Group 2; Census Tract 4.01; Honolulu County; Hawaii,2288,301,0,0,0,0,15,003,000401,2,1500000US150030004012
1500000US150030004021,Block Group 1; Census Tract 4.02; Honolulu County; Hawaii,738,86,32,0,0,0,15,003,000402,1,1500000US150030004021
1500000US150030004022,Block Group 2; Census Tract 4.02; Honolulu County; Hawaii,2409,233,170,0,0,0,15,003,000402,2,1500000US150030004022
1500000US150030004023,Block Group 3; Census Tract 4.02; Honolulu County; Hawaii,963,123,0,0,0,36,15,003,000402,3,1500000US150030004023
1500000US150030005001,Block Group 1; Census Tract 5; Honolulu County; Hawaii,703,68,87,0,0,0,15,003,000500,1,1500000US150030005001
1500000US150030005002,Block Group 2; Census Tract 5; Honolulu County; Hawaii,728,57,0,0,0,0,15,003,000500,2,1500000US150030005002
1500000US150030005003,Block Group 3; Census Tract 5; Honolulu County; Hawaii,581,76,0,0,0,0,15,003,000500,3,1500000US150030005003
1500000US150030005004,Block Group 4; Census Tract 5; Honolulu County; Hawaii,777,144,12,0,0,0,15,003,000500,4,1500000US150030005004
1500000US150030005005,Block Group 5; Census Tract 5; Honolulu County; Hawaii,713,135,0,0,0,0,15,003,000500,5,1500000US150030005005
1500000US150030006001,Block Group 1; Census Tract 6; Honolulu County; Hawaii,0,0,0,0,0,0,15,003,000600,1,1500000US150030006001
1500000US150030006002,Block Group 2; Census Tract 6; Honolulu County; Hawaii,1128,102,0,0,0,0,15,003,000600,2,1500000US150030006002
1500000US150030007001,Block Group 1; Census Tract 7; Honolulu County; Hawaii,836,193,0,0,0,0,15,003,000700,1,1500000US150030007001
1500000US150030007002,Block Group 2; Census Tract 7; Honolulu County; Hawaii,413,34,0,0,0,0,15,003,000700,2,1500000US150030007002
